method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,rre,rte,num_aligned,raw_eval_metrics,file_path,sfm_file_path,folder,input_folder,output_folder,plot_series
colmap,87,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,pinhole,,,,default,MCMC,,,,,Shared Cam,,,,,sfm,3.5159,0.199746,61,"{'rre': [1.7400206032036414, 1.9437643194873369, 1.5467477435825072, 21.669115619149572, 2.0141251342460977, 2.071598341890841, 0.9207173526762328, 2.11831255381219, 1.9715401877844838, 1.6369956291102084, 1.6930490093651334, 3.5784288127116315, 1.9982456577255419, 1.8174815007013119, 1.5441826637137261, 1.929697352800093, 1.0531455749617662, 10.416170109786778, 1.0357177207752544, 1.5250337315894158, 1.5178517664482831, 4.928285058840754, 3.2684634279605045, 0.9092066983361299, 1.5094554879332556, 5.535421484869368, 2.379815413947403, 2.0169115369911443, 1.8891206719402316, 14.416224882327365, 33.21561184212534, 0.8986948084688451, 1.3896005167596202, 3.7388859418144635, 1.7644419695910691, 2.046205138810335, 1.5129311546673196, 1.7573546393290513, 2.6861485404905077, 1.9419701332198684, 1.246139908523833, 9.092547881390308, 1.6114933575803052, 6.655120211662316, 1.4928356043785649, 1.2693657848696402, 1.9269144847332407, 2.1470688311776556, 1.900620750097488, 1.9829768640125458, 1.3089389513855036, 3.0741775346703224, 1.6142727696999666, 1.7862857796494553, 5.8444476549697475, 2.4951636803551684, 1.694941278602493, 1.2071464969251455, 1.292143811926781, 9.087797270707574, 2.1946161957768004], 'rte': [0.13042216582081928, 0.09602458563677663, 0.04223091768465725, 1.1623061164466157, 0.13254717684439174, 0.1512843794221528, 0.05993213596146472, 0.17299880090838193, 0.14915733079553994, 0.1547204879834434, 0.13495600397226246, 0.23030202057563656, 0.1065819318287914, 0.1377693000675589, 0.12944856421864523, 0.14531742300892245, 0.04608023113331078, 0.5908696675788536, 0.03775763773356129, 0.0585501701272753, 0.0795518722941146, 0.22610786769931826, 0.2459561807061635, 0.03190585525689607, 0.06931170247071283, 0.3189312473060935, 0.057799801273089535, 0.1205389782056578, 0.11356480702928821, 0.8261113441535956, 1.7972190553299843, 0.051856855443722254, 0.07941071938679292, 0.2024037697245165, 0.0635329726303711, 0.1651621388873237, 0.059087491120372815, 0.12670066771623528, 0.055911397619715884, 0.11646135142462487, 0.0631065514905541, 0.5392993337973656, 0.09429370255295055, 0.409787271451177, 0.08038180314199221, 0.03515553125201116, 0.10257297284421937, 0.15766510023444952, 0.1591863529396831, 0.17165035359732397, 0.036617292667123075, 0.1914780382880902, 0.06796293092056714, 0.09902178469654226, 0.3511905015696161, 0.13425909629060853, 0.0912097331308067, 0.025283265005753217, 0.010190216892995974, 0.5215023923046951, 0.16593281363495355]}",/home/ojab2/work/git/vggt/colmap_outputs/materials_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,/home/ojab2/work/git/vggt/colmap_outputs/materials_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,materials_1_n87_s42_default_mpinhole_farthestpose_sharedcam,materials_1_n87_s42_default_mpinhole_farthestpose_sharedcam,,colmap | 
vggt,87,42,0.0,95700,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,,MCMC,,,,,,,,,,sfm,1.7299,0.123942,87,"{'rre': [0.7911749534025797, 1.618389860614214, 1.1663840422278895, 1.5882651564467292, 3.321428161058854, 2.9972289070452884, 1.8740634466019708, 2.703351559634732, 1.264323179856997, 1.7249508896744392, 0.7126757279694844, 2.306991674781593, 1.6637047585549734, 0.7858105727345388, 1.392358018675092, 8.130072391189579, 1.5648821383461697, 1.7239962647809746, 1.4655099042852144, 1.4649531052842293, 0.640182572315744, 2.3751616893317364, 1.6863584000608467, 1.1701327511924693, 2.0349899331294634, 0.7833684093049378, 1.5342081051179586, 2.941245792457688, 1.0475233957052348, 0.6631148207784437, 2.3897396530533666, 1.4557222578873734, 3.83420504639838, 1.0121884066906643, 1.0538843373373468, 1.5671616344190278, 1.6034605379651776, 1.2386695960288074, 1.3771757014032544, 1.7616334986813418, 1.3726270736062152, 2.6021765443662526, 1.6406052208120925, 0.7867398873917061, 1.6935033317012507, 1.055769983604241, 3.8563602948580473, 1.6872711650792016, 1.5771422148213698, 0.8815288513208491, 1.090098915565935, 1.9211314016724694, 1.175298131178483, 0.14085325283133757, 2.6903390439597383, 3.563585238537848, 2.863763721169683, 1.6066120846428067, 2.897968244180406, 3.4375567632345647, 0.41640499266407577, 1.750265942534667, 1.1318903937321374, 0.5640201612539935, 2.614926472856751, 2.081853906720678, 1.2342250048523535, 1.2808525678698304, 0.9326912031762885, 1.8677856844233212, 1.254193743912431, 3.436623358444392, 2.909454913230169, 1.6845798875330051, 0.7939385909508037, 0.5770849037822912, 2.0047874679040825, 0.6439978065128651, 1.5631021605287747, 0.5598426744720497, 1.9058680846727007, 1.39322799656905, 0.7839543315950872, 1.4544456017700826, 2.1130948623371117, 0.6867413673391003, 1.889091438175383], 'rte': [0.10866154309029377, 0.28251718349852933, 0.046527488244536536, 0.1135083003340039, 0.14431131330489325, 0.223482421536783, 0.14884774922088656, 0.0719824817971199, 0.067362131609999, 0.10393687156430703, 0.07642065000821283, 0.19227689844696272, 0.09257826770591403, 0.0568797463683089, 0.223328339095748, 0.6800052427577138, 0.09129826388183714, 0.0949248215730432, 0.04089254350254626, 0.14418522131328768, 0.059053294901320524, 0.17041727119477257, 0.11390403807993416, 0.04509281488984831, 0.08990219265172383, 0.09178033876388142, 0.02176859719299016, 0.14535467770622185, 0.05481284090639234, 0.05006013964985995, 0.1286469988044333, 0.10196771087360064, 0.26322628063582065, 0.17678070922841932, 0.05217101153707637, 0.10356901682143811, 0.17602314743457217, 0.05288899839715675, 0.09103354035321218, 0.02342962603389181, 0.265852224080324, 0.16123126433543683, 0.046334341465797596, 0.0656169794680581, 0.09157395432377724, 0.05849349174318599, 0.27476924620010895, 0.10187895638538458, 0.08453129215588104, 0.07487635912807697, 0.2295993449617914, 0.12324324372635871, 0.12843795211177395, 0.106152698240155, 0.26449232527539723, 0.3031368722962779, 0.1450437718413857, 0.0497766431981924, 0.19272044527034815, 0.1777356120903074, 0.04675777973783244, 0.05759645359671648, 0.06080573234226899, 0.0445035953650956, 0.296609541966791, 0.09739218960044045, 0.1913762105884814, 0.19148689184436135, 0.0611460404990746, 0.042603680915022105, 0.0680160786576251, 0.23882838211081595, 0.18182795518539147, 0.10238763142941262, 0.08143757547010162, 0.07649427023620069, 0.1320069065256743, 0.011860248435035133, 0.1101781379909761, 0.05845102353727132, 0.23275912041371774, 0.08806371257094807, 0.06153583528536725, 0.09909929793247403, 0.046898425477206705, 0.05275567106302902, 0.08875258044181082]}",/home/ojab2/work/git/vggt/vggt_outputs/materials_1_n87_s42_c0.0_p95700_random_farthestpose/eval_results.json,/home/ojab2/work/git/vggt/vggt_outputs/materials_1_n87_s42_c0.0_p95700_random_farthestpose/eval_results.json,materials_1_n87_s42_c0.0_p95700_random_farthestpose,materials_1_n87_s42_c0.0_p95700_random_farthestpose,,vggt | 
