choice,depth_lambda,eval_rre,eval_rte,psnr,lpips,ssim,quality
VGGT,0.0,0.11593722552061081,0.0031003891490399837,20.899389266967773,0.08484406024217606,0.8690087795257568,0.749277867739893
VGGT,0.01,0.11487296223640442,0.003089034929871559,20.84661293029785,0.08521798998117447,0.8682293891906738,0.7476139235237034
VGGT,0.1,0.11767970770597458,0.0030604752246290445,20.650653839111328,0.08639930188655853,0.8637073636054993,0.740611387178292
VGGT,1.0,0.13352516293525696,0.0031083908397704363,20.01078987121582,0.09172286093235016,0.8504794239997864,0.7177402696840323
VGGT,10.0,0.16975462436676025,0.003246971871703863,19.08634376525879,0.10383353382349014,0.8301266431808472,0.6812429623393906
