choice,random_init,pcd_src,real_num_points,use_ba,eval_rre,eval_rte,psnr,ssim,lpips
VGGT,Random Init,,10350,Use BA,0.26801976561546326,0.004191216081380844,22.31298065185547,0.8216601014137268,0.0908372774720192
VGGT,Random Init,,95700,Use BA,0.2680155336856842,0.004191216081380844,22.191768646240234,0.8201801776885986,0.08652625232934952
VGGT,,colmappcd,10350,Use BA,0.268624484539032,0.00419121328741312,22.296199798583984,0.8211852312088013,0.08973746746778488
VGGT,,,10350,Use BA,0.26801976561546326,0.004191216081380844,22.33220863342285,0.8217427730560303,0.08801507949829102
VGGT,,,95700,Use BA,0.2680155336856842,0.004191216081380844,22.361886978149414,0.821129322052002,0.08351965993642807
