method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss,error_opa,depth_lambda,depth_conf,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,quality,real_num_points,file_path,folder,rre,rte,plot_series,num_points_jitter
colmap,100,42,,16627,,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,21.084463119506836,0.3635961413383484,0.49296194314956665,1000000,0.004348000045865774,0.10489999502897263,0.3607255448142455,16627,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_i100_gteval_steps15000,0.1049,0.017545,colmap | ,14964.300000000001
vggt,100,43,0.0,10000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.3503360748291,0.5342177748680115,0.29074421525001526,1000000,0.015527000650763512,0.8603999614715576,0.06799706675310742,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p10000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p10000_confidence_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | confidence,10000.0
vggt,100,43,0.0,10000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.39179039001465,0.5327028632164001,0.2903151214122772,1000000,0.015527000650763512,0.8603999614715576,0.06944893783683359,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p10000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p10000_random_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | random,10500.0
vggt,100,43,0.0,10000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.41148567199707,0.5542830228805542,0.29431167244911194,1000000,0.015527000650763512,0.8603999614715576,0.05882974341753784,10706,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p10000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p10000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | voxels,11000.0
vggt,100,43,0.0,20000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.342235565185547,0.515397310256958,0.2840724587440491,1000000,0.015527000650763512,0.8603999614715576,0.07556301607103455,20000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p20000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p20000_confidence_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | confidence,20000.0
vggt,100,43,0.0,20000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.317811965942383,0.4996030628681183,0.28107213973999023,1000000,0.015527000650763512,0.8603999614715576,0.08310569010437736,20000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p20000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p20000_random_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | random,21000.0
vggt,100,43,0.0,20000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.33808708190918,0.5321933031082153,0.2866816520690918,1000000,0.015527000650763512,0.8603999614715576,0.06664413953462622,20787,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p20000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p20000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | voxels,22000.0
vggt,100,43,0.0,30000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.240144729614258,0.5071190595626831,0.27980726957321167,1000000,0.015527000650763512,0.8603999614715576,0.07628821366169458,30000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p30000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p30000_confidence_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | confidence,30000.0
vggt,100,43,0.0,30000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.277084350585938,0.481620728969574,0.2758597433567047,1000000,0.015527000650763512,0.8603999614715576,0.09040349609593126,30000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p30000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p30000_random_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | random,31500.0
vggt,100,43,0.0,30000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.301897048950195,0.5230425000190735,0.2829202115535736,1000000,0.015527000650763512,0.8603999614715576,0.06942292480518322,29113,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p30000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p30000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | voxels,33000.0
vggt,100,43,0.0,50000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.28955841064453,0.49985548853874207,0.2738673686981201,1000000,0.015527000650763512,0.8603999614715576,0.07821334140342584,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p50000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p50000_confidence_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | confidence,50000.0
vggt,100,43,0.0,50000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.22572898864746,0.4634614884853363,0.2682831585407257,1000000,0.015527000650763512,0.8603999614715576,0.09623112722679428,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p50000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p50000_random_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | random,52500.0
vggt,100,43,0.0,50000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.32996940612793,0.4984336793422699,0.27826783061027527,1000000,0.015527000650763512,0.8603999614715576,0.08241272270873119,51027,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p50000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p50000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | voxels,55000.00000000001
vggt,100,43,0.0,75000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.259586334228516,0.49702146649360657,0.2700198292732239,1000000,0.015527000650763512,0.8603999614715576,0.07715767621994025,75000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p75000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p75000_confidence_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | confidence,75000.0
vggt,100,43,0.0,75000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.180194854736328,0.449368417263031,0.26120156049728394,1000000,0.015527000650763512,0.8603999614715576,0.09994604379965011,75000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p75000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p75000_random_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | random,78750.0
vggt,100,43,0.0,75000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.294950485229492,0.4908241927623749,0.27353551983833313,1000000,0.015527000650763512,0.8603999614715576,0.08369400491181558,76392,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p75000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p75000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | voxels,82500.0
vggt,100,43,0.0,100000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.13540267944336,0.498991996049881,0.2670940160751343,1000000,0.015527000650763512,0.8603999614715576,0.07193060076957099,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p100000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p100000_confidence_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | confidence,100000.0
vggt,100,43,0.0,100000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.190092086791992,0.44317319989204407,0.25830957293510437,1000000,0.015527000650763512,0.8603999614715576,0.10226231333185438,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p100000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p100000_random_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | random,105000.0
vggt,100,43,0.0,100000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.30571746826172,0.48481619358062744,0.27257081866264343,1000000,0.015527000650763512,0.8603999614715576,0.08703788222237951,99574,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p100000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p100000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | voxels,110000.00000000001
vggt,100,43,0.0,250000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.18721580505371,0.5011401772499084,0.2597755789756775,1000000,0.015527000650763512,0.8603999614715576,0.06728427754043376,250000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p250000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p250000_confidence_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | confidence,250000.0
vggt,100,43,0.0,250000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.10310173034668,0.42727696895599365,0.2452656328678131,1000000,0.015527000650763512,0.8603999614715576,0.1028358339101483,250000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p250000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p250000_random_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | random,262500.0
vggt,100,43,0.0,250000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.260967254638672,0.4740952253341675,0.26255443692207336,1000000,0.015527000650763512,0.8603999614715576,0.08696952301469081,248938,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p250000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p250000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | voxels,275000.0
vggt,100,43,0.0,500000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.103288650512695,0.42664748430252075,0.23726582527160645,1000000,,,0.09854961611219167,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p500000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p500000_confidence_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | confidence,500000.0
vggt,100,43,0.0,500000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.08742904663086,0.42420494556427,0.23694734275341034,1000000,,,0.09957741261922826,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p500000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p500000_random_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | random,525000.0
vggt,100,43,0.0,500000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.200504302978516,0.4675788879394531,0.25376003980636597,1000000,,,0.08472934692536489,455509,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p500000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p500000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | voxels,550000.0
vggt,100,43,0.0,1000000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.080015182495117,0.5182690620422363,0.25803324580192566,1000000,0.015527000650763512,0.8603999614715576,0.0537067868633655,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | confidence,1000000.0
vggt,100,43,0.0,1000000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.02735710144043,0.4261054992675781,0.23296158015727997,1000000,0.015527000650763512,0.8603999614715576,0.09496093257206306,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p1000000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p1000000_random_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | random,1050000.0
vggt,100,43,0.0,1000000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.24173355102539,0.4651472270488739,0.2436046600341797,1307751,0.015527000650763512,0.8603999614715576,0.08105505817969796,1307751,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p1000000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p1000000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,vggt | voxels,1100000.0
vggt,100,43,,23254,ba,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,pinhole,,15000,15000,,MCMC,gsplat,17.127784729003906,0.5305480360984802,0.2839120328426361,1000000,0.010417000390589237,0.8069000244140625,0.062145588071103076,23254,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_mpinhole_ba_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_mpinhole_ba_farthestpose_i100_gteval_steps15000,0.8069,0.045314,vggt | ba,22091.3
vggt,100,44,0.0,1000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.78314208984375,0.6859777569770813,0.32219642400741577,1000000,0.015425998717546463,0.8569999933242798,0.0007260961916789969,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p1000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p1000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,1000.0
vggt,100,44,0.0,1000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.752653121948242,0.6911288499832153,0.3220194876194,1000000,0.015425998717546463,0.8569999933242798,-0.003121672937667075,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p1000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p1000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,1050.0
vggt,100,44,0.0,1000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.821359634399414,0.7032948136329651,0.32407745718955994,1000000,0.015425998717546463,0.8569999933242798,-0.008155693242579254,980,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p1000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p1000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,1100.0
vggt,100,44,0.0,5000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.48207664489746,0.5650589466094971,0.29991278052330017,1000000,0.015425998717546463,0.8569999933242798,0.0567606806832525,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p5000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p5000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,5000.0
vggt,100,44,0.0,5000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.470853805541992,0.5687932372093201,0.29857978224754333,1000000,0.015425998717546463,0.8569999933242798,0.053468201515192895,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p5000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p5000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,5250.0
vggt,100,44,0.0,5000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.530345916748047,0.595527708530426,0.30392947793006897,1000000,0.015425998717546463,0.8569999933242798,0.04119562421083607,4940,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p5000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p5000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,5500.0
vggt,100,44,0.0,10000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.35165786743164,0.5343895554542542,0.29118582606315613,1000000,0.015425998717546463,0.8569999933242798,0.06817375893248918,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p10000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p10000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,10000.0
vggt,100,44,0.0,10000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.40618324279785,0.5298281311988831,0.29041358828544617,1000000,0.015425998717546463,0.8569999933242798,0.07154758105113804,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p10000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p10000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,10500.0
vggt,100,44,0.0,10000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.39986801147461,0.5525103807449341,0.29293739795684814,1000000,0.015425998717546463,0.8569999933242798,0.05890515580279554,10703,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p10000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p10000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,11000.0
vggt,100,44,0.0,20000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.336528778076172,0.513072669506073,0.2833345830440521,1000000,0.015425998717546463,0.8569999933242798,0.07646079199743241,20000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p20000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p20000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,20000.0
vggt,100,44,0.0,20000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.337121963500977,0.49750009179115295,0.28093358874320984,1000000,0.015425998717546463,0.8569999933242798,0.08468038897145642,20000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p20000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p20000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,21000.0
vggt,100,44,0.0,20000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.367313385009766,0.5300835967063904,0.2870091199874878,1000000,0.015425998717546463,0.8569999933242798,0.06867915697884763,20604,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p20000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p20000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,22000.0
vggt,100,44,0.0,30000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.29914665222168,0.5004957318305969,0.27970942854881287,1000000,0.015425998717546463,0.8569999933242798,0.08141209879349083,30000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p30000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p30000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,30000.0
vggt,100,44,0.0,30000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.283218383789062,0.4793942868709564,0.27527090907096863,1000000,0.015425998717546463,0.8569999933242798,0.09154708874233367,30000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p30000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p30000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,31500.0
vggt,100,44,0.0,30000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.318872451782227,0.5163309574127197,0.2825971245765686,1000000,0.015425998717546463,0.8569999933242798,0.0736912718990393,31293,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p30000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p30000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,33000.0
vggt,100,44,0.0,50000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.27174186706543,0.49578794836997986,0.27429699897766113,1000000,0.015425998717546463,0.8569999933242798,0.0806454784533976,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p50000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p50000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,50000.0
vggt,100,44,0.0,50000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.234310150146484,0.4630434811115265,0.2684248685836792,1000000,0.015425998717546463,0.8569999933242798,0.09673093823816503,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p50000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p50000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,52500.0
vggt,100,44,0.0,50000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.28243064880371,0.5004672408103943,0.2766101360321045,1000000,0.015425998717546463,0.8569999933242798,0.07930767845999043,50809,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p50000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p50000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,55000.00000000001
