choice,error_opa,splatting_strategy,rre,rte,psnr,lpips,ssim,num_GS
VGGT,,Default,0.3306,0.018825,20.36019515991211,0.10167776793241501,0.7672697305679321,379733
VGGT,,MCMC,0.3306,0.018825,20.393997192382812,0.10216377675533295,0.7668149471282959,1000000
VGGT,Err Opa Init,Default,0.3306,0.018825,20.357751846313477,0.10163217782974243,0.7672262191772461,391161
VGGT,Err Opa Init,MCMC,0.3306,0.018825,20.395009994506836,0.10239017754793167,0.7667397260665894,1000000
