choice,random_init,pose_opt,use_ba,eval_rre,eval_rte,num_aligned,real_num_points,quality
COLMAP,Random Init,,,0.1581190675497055,0.003077009692788124,100,90446,0.5666694658735187
COLMAP,Random Init,Pose Opt,,0.10313158109784126,0.001198259531520307,100,90446,0.6910546968283786
VGGT,Random Init,,Use BA,0.5792253613471985,0.008138061501085758,100,90446,0.3816400693561288
VGGT,Random Init,,,0.7215033769607544,0.024335382506251335,100,90446,0.29203334743129195
VGGT,Random Init,Pose Opt,Use BA,0.4051339775323868,0.0059978594072163105,100,90446,0.4492197892277019
VGGT,Random Init,Pose Opt,,0.712281346321106,0.021162450313568115,100,90446,0.3073856604416856
