choice,num_images,pose_opt,eval_rre,eval_rte,psnr,lpips,ssim,quality
COLMAP,20,,94.3976821899414,1.017125129699707,10.721061706542969,0.5185618996620178,0.6576135754585266,0.16944033259924085
COLMAP,20,Pose Opt,90.85987091064453,1.010619044303894,10.869389533996582,0.515173077583313,0.6595053672790527,0.1753853207055898
COLMAP,30,,122.68168640136719,0.9467161297798157,10.841583251953125,0.5200769901275635,0.6602014303207397,0.17225033745818358
COLMAP,30,Pose Opt,121.310791015625,0.9463574290275574,10.869847297668457,0.5280014872550964,0.6159376502037048,0.1419968292882026
COLMAP,40,,91.32695770263672,1.2115657329559326,10.91608715057373,0.4970003664493561,0.6691082715988159,0.19308354782546938
COLMAP,40,Pose Opt,90.72664642333984,1.2097786664962769,10.865434646606445,0.4983464777469635,0.6507353186607361,0.18057018867013053
COLMAP,50,,119.0744400024414,0.8982436656951904,10.840804100036621,0.517516553401947,0.6682552695274353,0.17852627270557886
COLMAP,50,Pose Opt,118.42514038085938,0.8963032364845276,10.852028846740723,0.5178676843643188,0.6663998365402222,0.1774323423471135
COLMAP,60,,119.91020965576172,0.9121925830841064,10.856959342956543,0.5145349502563477,0.6697113513946533,0.18151744950352122
COLMAP,60,Pose Opt,119.25174713134766,0.9104697704315186,10.850357055664062,0.5161850452423096,0.6701324582099915,0.18062286906772185
COLMAP,70,,123.54288482666016,0.8999215364456177,10.8322114944458,0.5226473212242126,0.6605526804924011,0.17069557171661098
COLMAP,70,Pose Opt,123.21912384033203,0.8988516330718994,10.849743843078613,0.5143939256668091,0.6691586971282959,0.18114769172172718
COLMAP,80,,117.29752349853516,0.9078338742256165,10.846296310424805,0.5141201019287109,0.6736921668052673,0.18390402738113845
COLMAP,80,Pose Opt,116.87876892089844,0.9070088267326355,10.844705581665039,0.5136631727218628,0.674914538860321,0.18487146196619422
COLMAP,90,,0.1685463935136795,0.002491120947524905,24.547163009643555,0.06459183245897293,0.882312536239624,0.8371105832062888
COLMAP,90,Pose Opt,0.1323750913143158,0.002019337611272931,25.180700302124023,0.059767693281173706,0.8946363925933838,0.8590275525194704
COLMAP,100,,0.17357894778251648,0.002550512785091996,24.755521774291992,0.05438452586531639,0.8831638693809509,0.8477677410254236
COLMAP,100,Pose Opt,0.135466068983078,0.0019888924434781075,25.943798065185547,0.047868914902210236,0.9066821336746216,0.887548210531415
VGGT,10,,,,,,,
VGGT,20,,2.2091078758239746,0.031265389174222946,14.964400291442871,0.45569318532943726,0.6078940629959106,0.25775278683526703
VGGT,20,Pose Opt,3.089033603668213,0.032327473163604736,15.084101676940918,0.4629039764404297,0.6024026274681091,0.25230700772950365
VGGT,30,,2.2326550483703613,0.031667206436395645,13.750308990478516,0.39567306637763977,0.65397047996521,0.2992643438197328
VGGT,30,Pose Opt,1.278904676437378,0.015652846544981003,13.969535827636719,0.3765031397342682,0.6645205020904541,0.3213269916968814
VGGT,40,,1.7231954336166382,0.022692229598760605,13.876798629760742,0.3112581968307495,0.6341525316238403,0.34212524523744337
VGGT,40,Pose Opt,1.4578540325164795,0.018296319991350174,13.87865924835205,0.3018829822540283,0.639622688293457,0.3511457926581013
VGGT,50,,1.8230212926864624,0.02424190565943718,13.78953742980957,0.3142949342727661,0.6352716088294983,0.3392891989194239
VGGT,50,Pose Opt,1.5533316135406494,0.01992874965071678,13.823525428771973,0.3061504364013672,0.6393213272094727,0.34731433049202587
VGGT,60,,1.9469425678253174,0.025565437972545624,13.85981559753418,0.3130713105201721,0.6361181735992432,0.3418410368907599
VGGT,60,Pose Opt,1.7012157440185547,0.021706143394112587,13.849413871765137,0.3048297166824341,0.6409860253334045,0.3495825128635855
VGGT,70,,1.9730969667434692,0.026412982493638992,13.815752029418945,0.31680601835250854,0.6357170939445496,0.33848512017781124
VGGT,70,Pose Opt,1.7508221864700317,0.02279910258948803,13.822826385498047,0.30555102229118347,0.6411623358726501,0.3487480072095225
VGGT,80,,1.9495735168457031,0.02599620260298252,13.776247024536133,0.31860706210136414,0.635931670665741,0.3367672740754715
VGGT,80,Pose Opt,1.7432334423065186,0.022560175508260727,13.776176452636719,0.30893149971961975,0.6408380270004272,0.3456077507907032
VGGT,90,,1.98532235622406,0.027176016941666603,13.783120155334473,0.31429147720336914,0.6423931121826172,0.3433371163406025
VGGT,90,Pose Opt,1.7780945301055908,0.02324119210243225,13.807473182678223,0.30100637674331665,0.647837221622467,0.35517246735568475
VGGT,100,,1.6229974031448364,0.021053748205304146,13.986730575561523,0.28782570362091064,0.656389594078064,0.3716296540831032
VGGT,100,Pose Opt,1.4279959201812744,0.017831750214099884,13.960834503173828,0.27655237913131714,0.659903883934021,0.38016407973120314
