choice,splatting_strategy,pose_opt,rre,rte,psnr,lpips,ssim,num_GS
VGGT,Default,,0.3306,0.018825,20.386438369750977,0.1007830798625946,0.767792284488678,468021
VGGT,Default,Pose Opt,0.3306,0.018825,20.67023277282715,0.07002703100442886,0.7777038216590881,482055
VGGT,MCMC,,0.3306,0.018825,20.44492530822754,0.1014232486486435,0.7676148414611816,1000000
VGGT,MCMC,Pose Opt,0.3306,0.018825,20.720844268798828,0.069860078394413,0.7786355018615723,1000000
