choice,num_points,sampling_mode,psnr,lpips,ssim,quality
COLMAP,1690,ba,22.71705436706543,0.2503797709941864,0.6032077670097351,0.5253166064494147
COLMAP,1690,confidence,22.86920166015625,0.25942927598953247,0.6240978240966797,0.5347644423725855
COLMAP,1690,imagefps,22.705995559692383,0.26277631521224976,0.6032687425613403,0.5174952841486692
COLMAP,1690,random,22.777990341186523,0.26108428835868835,0.610482931137085,0.5240918055922277
COLMAP,1690,voxels,22.840551376342773,0.2617325484752655,0.6146153211593628,0.5272667850667272
COLMAP,16900,ba,22.78563117980957,0.250631183385849,0.61302250623703,0.5321709681750117
COLMAP,16900,confidence,22.87624168395996,0.2510640025138855,0.6280473470687866,0.5423682247995942
COLMAP,16900,imagefps,22.6323184967041,0.25625845789909363,0.6000306010246277,0.518260612783686
COLMAP,16900,random,22.638837814331055,0.2547350525856018,0.599538266658783,0.5190337997043651
COLMAP,16900,voxels,22.674577713012695,0.25650259852409363,0.6043713688850403,0.521430947511052
COLMAP,44051,,22.145841598510742,0.25306063890457153,0.5515048503875732,0.4828481117264647
COLMAP,169000,ba,22.820932388305664,0.24908271431922913,0.6179755330085754,0.5366770462450693
COLMAP,169000,confidence,22.869691848754883,0.23103266954421997,0.6296435594558716,0.5555454094430081
COLMAP,169000,imagefps,22.517385482788086,0.2322348803281784,0.5913876295089722,0.5259072232006277
COLMAP,169000,random,22.5699405670166,0.22693343460559845,0.6002545356750488,0.5353382881040927
COLMAP,169000,voxels,22.569108963012695,0.23803775012493134,0.5960944890975952,0.5260355965009829
