method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_points_jitter
vggt,100,42,0.0,500000,imagefreqnovis,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.671249389648438,0.26471787691116333,0.7963395118713379,1000000,0,0,,,0.6470787428353342,0.2400998649378926,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose,bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,500000,vggt | imagefreqnovis | ,462500.0
vggt,87,42,0.0,8700,imagefreqvoxels,,,,0,10,farthestpose,87,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,synthetic,31.35356903076172,0.059582605957984924,0.9643153548240662,197303,0,0,0.08058734983205795,0.019010979682207108,1.0142021189462527,0.08307287574566559,8700,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p8700_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p8700_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,lego_1_n87_s42_c0.0_p8700_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p8700_imagefreqvoxels_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p8700_imagefreqvoxels_farthestpose,lego_1_n87_s42_c0.0_p8700_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000_val_step6999.json,8700,vggt | imagefreqvoxels | ,8482.5
vggt,100,42,0.0,10000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,outdoor,20.716543197631836,0.7012571692466736,0.4246872365474701,226837,0,0,,,0.10555275064385353,0.48940997871016123,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bicycle_4_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose,bicycle_4_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,10000,vggt | imagefreqvoxels | ,9750.0
vggt,100,42,0.0,10000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,22.820798873901367,0.47379738092422485,0.7244128584861755,226837,0,0,,,0.4602058665794238,0.3346614416761592,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose,bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,10000,vggt | imagefreqvoxels | ,9750.0
vggt,87,42,0.0,43500,imagefreqvoxels,,,,0,10,farthestpose,87,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,synthetic,32.76569747924805,0.03722819685935974,0.9779353737831116,987425,0,0,0.07480982691049576,0.017687082290649414,1.0621165871000504,0.062099610271990305,43500,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p43500_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p43500_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,lego_1_n87_s42_c0.0_p43500_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p43500_imagefreqvoxels_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p43500_imagefreqvoxels_farthestpose,lego_1_n87_s42_c0.0_p43500_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000_val_step6999.json,43500,vggt | imagefreqvoxels | ,42412.5
vggt,100,42,0.0,50000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,outdoor,21.79710578918457,0.5056988596916199,0.5117771029472351,1000000,0,0,,,0.29720792133673357,0.40367989545379435,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bicycle_4_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose,bicycle_4_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,50000,vggt | imagefreqvoxels | ,48750.0
vggt,100,42,0.0,50000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.93688201904297,0.33097317814826965,0.7815691232681274,1000000,0,0,,,0.6024618773509962,0.2674594742549006,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose,bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,50000,vggt | imagefreqvoxels | ,48750.0
vggt,87,42,0.0,87000,imagefreqvoxels,,,,0,10,farthestpose,87,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,synthetic,33.0267219543457,0.033655036240816116,0.979703962802887,1000000,0,0,0.07527058571577072,0.017797347158193588,1.0701902909634018,0.05887243675188986,87000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,lego_1_n87_s42_c0.0_p87000_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p87000_imagefreqvoxels_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p87000_imagefreqvoxels_farthestpose,lego_1_n87_s42_c0.0_p87000_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000_val_step6999.json,87000,vggt | imagefreqvoxels | ,84825.0
vggt,100,42,0.0,100000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,outdoor,22.11776351928711,0.4325433671474457,0.5434542894363403,1000000,0,0,,,0.3668284093582297,0.3714552707745945,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bicycle_4_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose,bicycle_4_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,100000,vggt | imagefreqvoxels | ,97500.0
vggt,100,42,0.0,100000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,24.18973159790039,0.2914362847805023,0.7921138405799866,1000000,0,0,,,0.637716268044621,0.250397508497862,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose,bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,100000,vggt | imagefreqvoxels | ,97500.0
vggt,87,42,0.0,435000,imagefreqvoxels,,,,0,10,farthestpose,87,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,synthetic,33.05182647705078,0.031853385269641876,0.9797598123550415,1000000,0,0,0.07318808883428574,0.01730160601437092,1.0717999803179497,0.058205546855175094,435000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p435000_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p435000_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,lego_1_n87_s42_c0.0_p435000_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p435000_imagefreqvoxels_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p435000_imagefreqvoxels_farthestpose,lego_1_n87_s42_c0.0_p435000_imagefreqvoxels_farthestpose_i87_gteval_gtext_gtint_steps7000_val_step6999.json,435000,vggt | imagefreqvoxels | ,424125.0
vggt,100,42,0.0,500000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,outdoor,22.00525665283203,0.3426896929740906,0.5621694922447205,1000000,0,0,,,0.431154742885364,0.33689308499271997,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bicycle_4_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose,bicycle_4_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,500000,vggt | imagefreqvoxels | ,487500.0
vggt,100,42,0.0,500000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.385717391967773,0.2709158658981323,0.7879633903503418,1000000,0,0,,,0.6330668774419516,0.2453253786380718,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose,bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,500000,vggt | imagefreqvoxels | ,487500.0
vggt,87,42,0.0,8700,random,,,,0,10,farthestpose,87,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,synthetic,31.468175888061523,0.05820160731673241,0.9657813310623169,197303,0,0,0.07956911623477936,0.0187723096460104,1.0180342324983385,0.081299216016576,8700,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p8700_random_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p8700_random_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,lego_1_n87_s42_c0.0_p8700_random_farthestpose_i87_gteval_gtext_gtint_steps7000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p8700_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p8700_random_farthestpose,lego_1_n87_s42_c0.0_p8700_random_farthestpose_i87_gteval_gtext_gtint_steps7000_val_step6999.json,8700,vggt | random | ,8917.5
vggt,100,42,0.0,10000,random,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,outdoor,21.466327667236328,0.6019055843353271,0.47350776195526123,226837,0,0,,,0.2093158019216438,0.4448793312249644,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bicycle_4_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000,0.857,0.067143,100,5.77909,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p10000_random_farthestpose,bicycle_4_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,10000,vggt | random | ,10250.0
vggt,100,42,0.0,10000,random,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.134552001953125,0.42437347769737244,0.7572712302207947,226837,0,0,,,0.5157401139973199,0.3073025233539315,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7897,0.107121,100,7.792566,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p10000_random_farthestpose,bonsai_2_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,10000,vggt | random | ,10250.0
vggt,87,42,0.0,43500,random,,,,0,10,farthestpose,87,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,synthetic,32.786956787109375,0.0368952713906765,0.9780892729759216,987425,0,0,0.07544596493244171,0.017838485538959503,1.0628057870629004,0.06181479402270032,43500,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p43500_random_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p43500_random_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,lego_1_n87_s42_c0.0_p43500_random_farthestpose_i87_gteval_gtext_gtint_steps7000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p43500_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p43500_random_farthestpose,lego_1_n87_s42_c0.0_p43500_random_farthestpose_i87_gteval_gtext_gtint_steps7000_val_step6999.json,43500,vggt | random | ,44587.49999999999
vggt,100,42,0.0,50000,random,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,outdoor,22.24410057067871,0.40740251541137695,0.5741255879402161,1000000,0,0,,,0.4026234605391355,0.3553192577135458,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bicycle_4_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000,0.857,0.067143,100,5.77909,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p50000_random_farthestpose,bicycle_4_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,50000,vggt | random | ,51249.99999999999
vggt,100,42,0.0,50000,random,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.987865447998047,0.30965760350227356,0.8003233075141907,1000000,0,0,,,0.6275311362596205,0.25350059824016835,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7897,0.107121,100,7.792566,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p50000_random_farthestpose,bonsai_2_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,50000,vggt | random | ,51249.99999999999
vggt,87,42,0.0,87000,random,,,,0,10,farthestpose,87,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,synthetic,33.046653747558594,0.03357459604740143,0.9798767566680908,1000000,0,0,0.07449676841497421,0.0176143366843462,1.0707101017294802,0.05864228204857862,87000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_gtext_gtint_steps7000/stats/val_step6999.json,lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_gtext_gtint_steps7000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p87000_random_farthestpose,lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_gtext_gtint_steps7000_val_step6999.json,87000,vggt | random | ,89174.99999999999
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,outdoor,22.47892951965332,0.33729591965675354,0.5987346768379211,1000000,0,0,,,0.46463910122828644,0.3254672500212601,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,100000,vggt | random | ,102499.99999999999
