choice,depth_conf_mode,depth_loss_mode,eval_rre,eval_rte,psnr,lpips,ssim,quality
VGGT,,,0.2516995370388031,0.006157866213470697,20.352569580078125,0.07587305456399918,0.773491382598877,0.6888311082101471
VGGT,,full,0.222517192363739,0.003929816652089357,21.97274398803711,0.06969247758388519,0.8122559189796448,0.7453188284834612
VGGT,Scaled,full,0.2229401171207428,0.004324533045291901,21.85845947265625,0.06655608862638474,0.8089243173599243,0.7431901860945869
VGGT,Scaled Shifted,full,0.22211655974388123,0.0043581328354775906,21.885595321655273,0.06620734930038452,0.8096891641616821,0.7443552518371176
VGGT,Sigmoid,full,0.22328275442123413,0.0034959474578499794,22.269031524658203,0.07394956052303314,0.8203940987586975,0.7529369752038368
VGGT,Sigmoid Shifted,full,0.22220377624034882,0.0034884510096162558,22.241092681884766,0.07364066690206528,0.8197890520095825,0.7522564357929682
VGGT,Standard,full,0.20357263088226318,0.0033614521380513906,23.506122589111328,0.09453485906124115,0.8450270891189575,0.7775443521043244
VGGT,Standard Shifted,full,0.20295728743076324,0.0033566553611308336,23.527847290039062,0.09408610314130783,0.845777690410614,0.7786626193316591
