choice,dataset,num_images,pose_opt,eval_rre,eval_rte,psnr,lpips,ssim,quality
COLMAP,ship,40,Pose Opt,0.49933284521102905,0.012607472017407417,19.099550247192383,0.29181015491485596,0.6571395993232727,0.464290561576878
COLMAP,ship,50,,0.23815003037452698,0.005498620215803385,21.458654403686523,0.20357736945152283,0.7120323777198792,0.5945433979688176
COLMAP,ship,50,Pose Opt,0.09447245299816132,0.001952750259079039,22.347625732421875,0.19340598583221436,0.7339017987251282,0.6300735969369949
COLMAP,ship,60,,0.3282996416091919,0.004959248472005129,22.031282424926758,0.16121169924736023,0.7412988543510437,0.6484141674732681
COLMAP,ship,60,Pose Opt,0.1464224010705948,0.002685156650841236,22.472400665283203,0.15170033276081085,0.7520791292190552,0.66875849196553
COLMAP,ship,70,,0.2112027108669281,0.004077303223311901,22.920597076416016,0.1465238332748413,0.7628100514411926,0.6865291886704551
COLMAP,ship,70,Pose Opt,0.1227233037352562,0.0022099970374256372,23.042526245117188,0.1402909904718399,0.7677865028381348,0.6955447755632964
COLMAP,ship,80,,0.1490263044834137,0.0029240939766168594,23.95128059387207,0.1371573507785797,0.789847731590271,0.7272092086529869
COLMAP,ship,80,Pose Opt,0.0848613828420639,0.0018086765194311738,23.868526458740234,0.13344396650791168,0.7936931848526001,0.7302177402592076
COLMAP,ship,87,,0.2434609830379486,0.0035610124468803406,22.400592803955078,0.14908459782600403,0.7505561709403992,0.6681527490736681
COLMAP,ship,87,Pose Opt,0.12901882827281952,0.0022772701922804117,22.677448272705078,0.14222858846187592,0.7592695951461792,0.6826073764554086
VGGT,ship,10,,0.7716943025588989,0.009871437214314938,18.909725189208984,0.26134586334228516,0.6415600776672363,0.47046956960220776
VGGT,ship,10,Pose Opt,0.694637656211853,0.009353033266961575,19.667362213134766,0.22302782535552979,0.6599054336547852,0.5188812730837518
VGGT,ship,20,,0.5132545232772827,0.007818391546607018,20.027416229248047,0.186526820063591,0.6759863495826721,0.557484469199196
VGGT,ship,20,Pose Opt,0.3893606960773468,0.006142750848084688,20.521488189697266,0.1393253058195114,0.693988025188446,0.6062979828118503
VGGT,ship,30,,0.4880720376968384,0.008310580626130104,21.102449417114258,0.1715504378080368,0.6921290755271912,0.5960773622122114
VGGT,ship,30,Pose Opt,0.3367137014865875,0.0061832512728869915,21.540739059448242,0.1261262446641922,0.7158617377281189,0.6461122122927869
VGGT,ship,40,,0.43774279952049255,0.0066832988522946835,21.53786849975586,0.1613789200782776,0.6977256536483765,0.6136922459078733
VGGT,ship,40,Pose Opt,0.3488243520259857,0.005630281288176775,22.013240814208984,0.12751184403896332,0.7179772257804871,0.6552440640483295
VGGT,ship,50,,0.4498891830444336,0.007174301892518997,21.57290267944336,0.15862883627414703,0.700731098651886,0.6177961797858307
VGGT,ship,50,Pose Opt,0.36711937189102173,0.006130015477538109,21.420772552490234,0.1336999237537384,0.7058918476104736,0.6333851546649424
VGGT,ship,60,,0.4698730707168579,0.006673403549939394,21.521196365356445,0.16084079444408417,0.7061067223548889,0.6186168887655482
VGGT,ship,60,Pose Opt,0.3833847939968109,0.005784155800938606,21.38827133178711,0.13837109506130219,0.7133898138999939,0.6342846167366407
VGGT,ship,70,,0.4912509322166443,0.007405884098261595,22.085920333862305,0.15144316852092743,0.7295990586280823,0.6486139520373415
VGGT,ship,70,Pose Opt,0.4017370641231537,0.006531286984682083,21.930416107177734,0.13071301579475403,0.7310290336608887,0.659366877416731
VGGT,ship,80,,0.4597610831260681,0.007938144728541374,21.362865447998047,0.1627213954925537,0.7132570147514343,0.6187054274374979
VGGT,ship,80,Pose Opt,0.3739777207374573,0.007507939822971821,21.678415298461914,0.1358487457036972,0.724343478679657,0.6476203108507754
VGGT,ship,87,,0.48666468262672424,0.008744901046156883,20.870609283447266,0.17614904046058655,0.701298177242279,0.5943074305774795
VGGT,ship,87,Pose Opt,0.3772093653678894,0.008311179466545582,22.858901977539062,0.1296185404062271,0.748465359210968,0.6874333439011167
