method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series
colmap,87,42,,10069,,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,24.25707244873047,0.06756699085235596,0.8882819414138794,1000000,0.11273074895143509,10.430866241455078,0.04714833199977875,0.049427859485149384,0.8333928984740556,0.13518725467527481,10069,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit10069_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit10069_steps15000/stats/val_step14999.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit10069_steps15000,10.4269,0.396164,87,,,,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit10069_steps15000_val_step14999.json,10069,colmap | Random Init |  | 10069
colmap,87,42,,100000,,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,24.45279312133789,0.06232023984193802,0.8906226754188538,1000000,0.11273074895143509,10.430866241455078,0.03466159850358963,0.036294125020504,0.8416249408611157,0.13220985995363763,100000,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit100000_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit100000_steps15000/stats/val_step14999.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit100000_steps15000,10.4269,0.396164,87,,,,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit100000_steps15000_val_step14999.json,100000,colmap | Random Init |  | 100000
combined,87,42,0.0,10069,random,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,colmap,lego,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,,gsplat,24.869882583618164,0.05737818777561188,0.8930436968803406,1000000,0.11273074895143509,10.43088150024414,0.018448209390044212,0.019416937604546547,0.8538152712401513,0.12922612936839722,20138,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam_i87_gteval_steps15000,10.4269,0.396164,87,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam_i87_gteval_steps15000_val_step14999.json,20138,combined |  | bothpcd | 20138
combined,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,colmap,lego,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,,gsplat,24.849374771118164,0.05607207119464874,0.8922502398490906,1000000,0.11273074895143509,10.430888175964355,0.01810351386666298,0.019044091925024986,0.8537777317778641,0.12919951177744415,110069,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i87_gteval_steps15000,10.4269,0.396164,87,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i87_gteval_steps15000_val_step14999.json,110069,combined |  | bothpcd | 110069
combined,87,42,0.0,10069,random,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,colmap,lego,,,15000,15000,default,MCMC,colmapcams,vggtpcd,Global Alignment,,Shared Cam,,,,,,gsplat,24.96636390686035,0.05737542361021042,0.8945133686065674,1000000,0.11273074895143509,10.430887222290039,0.01879698969423771,0.019782837480306625,0.8564631258360823,0.12844978121625297,10069,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam_i87_gteval_steps15000,10.4269,0.396164,87,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p10069_random_farthestpose_sharedcam_i87_gteval_steps15000_val_step14999.json,10069,combined |  | vggtpcd | 10069
combined,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,colmap,lego,,,15000,15000,default,MCMC,colmapcams,vggtpcd,Global Alignment,,Shared Cam,,,,,,gsplat,24.88412857055664,0.055696699768304825,0.8922630548477173,1000000,0.11273074895143509,10.430890083312988,0.018182575702667236,0.01913296990096569,0.8546605255646005,0.12905918303319663,100000,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i87_gteval_steps15000,10.4269,0.396164,87,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i87_gteval_steps15000_val_step14999.json,100000,combined |  | vggtpcd | 100000
colmap,87,42,,10069,,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,24.951248168945312,0.057750023901462555,0.8941664099693298,1000000,0.11273074895143509,10.430866241455078,0.018897393718361855,0.01987577974796295,0.8557490702280368,0.12875624974605693,10069,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_steps15000,10.4269,0.396164,87,,,,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_steps15000_val_step14999.json,10069,colmap |  |  | 10069
