method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
combined,25,42,0.0,25000,random,,,,0,10,farthestpose,25,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,11.134050369262695,0.6029424071311951,0.5013598203659058,1000000,0.04268275573849678,28.411998748779297,,0.03362507282564449,5108,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000,31.5574,0.044614,5,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam/eval_results.json,lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam,lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000_val_step14999.json,5108,combined | colmapcams | bothpcd,25.0
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,vggtcams,bothpcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,,lego_1_n87_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,0.3306,0.018825,87,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,,,combined | vggtcams | bothpcd,87.0
combined,25,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,vggtcams,colmappcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,,lego_1_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,2.0393,0.062986,5,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,lego_1_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,,,combined | vggtcams | colmappcd,25.0
combined,50,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,vggtcams,colmappcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,,lego_1_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,0.9145,0.043644,43,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,,,combined | vggtcams | colmappcd,50.0
combined,75,42,,8126,,,,,0,10,farthestpose,75,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,default,MCMC,vggtcams,colmappcd,Global Alignment,,Shared Cam,,,,,gsplat,11.361199378967285,0.5088154673576355,0.6731201410293579,1000000,0.006534643471240997,0.38260161876678467,,0.196379217178191,8126,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000,0.3683,0.019217,75,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,lego_1_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,lego_1_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000_val_step14999.json,8126,combined | vggtcams | colmappcd,75.0
combined,87,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,vggtcams,colmappcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,,lego_1_n87_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,0.3306,0.018825,87,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,,,combined | vggtcams | colmappcd,87.0
colmap,50,42,,3745,,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.85949420928955,0.5338558554649353,0.6443099975585938,1000000,0.9361053109169006,158.26168823242188,2.2851622104644775,0.15478331388940747,3745,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,158.6122,3.616413,41,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,3745,colmap |  | ,50.0
colmap,87,42,,10092,,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,11.221860885620117,0.4955378472805023,0.6425514221191406,1000000,0.23845438659191132,12.908929824829102,3.42777943611145,0.1841184926776626,10092,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,12.9097,0.789921,87,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,10092,colmap |  | ,87.0
colmap,25,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,pinhole,,,,default,MCMC,,,,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n25_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,,lego_1_n25_s42_default_mpinhole_farthestpose_sharedcam,131.9798,3.721507,16,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n25_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n25_s42_default_mpinhole_farthestpose_sharedcam,,,colmap |  | ,25.0
vggt,25,42,0.0,25000,random,,,,0,10,farthestpose,25,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,13.936103820800781,0.3265500068664551,0.6196243166923523,1000000,0.023860003799200058,1.753572940826416,,0.32528806848135605,25000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n25_s42_c0.0_p25000_random_farthestpose_i25_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n25_s42_c0.0_p25000_random_farthestpose_i25_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n25_s42_c0.0_p25000_random_farthestpose_i25_gteval_poseopt_steps15000,2.1388,0.131855,25,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n25_s42_c0.0_p25000_random_farthestpose/eval_results.json,lego_1_n25_s42_c0.0_p25000_random_farthestpose,lego_1_n25_s42_c0.0_p25000_random_farthestpose_i25_gteval_poseopt_steps15000_val_step14999.json,25000,vggt |  | ,25.0
vggt,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,15.3817777633667,0.2240402102470398,0.6776379346847534,1000000,0.009889080189168453,0.7713083028793335,,0.44926355278592667,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_poseopt_steps15000,0.8706,0.041593,50,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n50_s42_c0.0_p50000_random_farthestpose/eval_results.json,lego_1_n50_s42_c0.0_p50000_random_farthestpose,lego_1_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_poseopt_steps15000_val_step14999.json,50000,vggt |  | ,50.0
colmap,75,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,pinhole,,,,default,MCMC,,,,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n75_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,,lego_1_n75_s42_default_mpinhole_farthestpose_sharedcam,96.5446,3.183331,75,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n75_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n75_s42_default_mpinhole_farthestpose_sharedcam,,,colmap |  | ,75.0
vggt,75,42,0.0,75000,random,,,,0,10,farthestpose,75,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,19.875732421875,0.0806247815489769,0.7686150074005127,1000000,0.00539745669811964,0.2865562438964844,,0.6742159442575508,75000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n75_s42_c0.0_p75000_random_farthestpose_i75_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n75_s42_c0.0_p75000_random_farthestpose_i75_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n75_s42_c0.0_p75000_random_farthestpose_i75_gteval_poseopt_steps15000,0.3684,0.019217,75,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n75_s42_c0.0_p75000_random_farthestpose/eval_results.json,lego_1_n75_s42_c0.0_p75000_random_farthestpose,lego_1_n75_s42_c0.0_p75000_random_farthestpose_i75_gteval_poseopt_steps15000_val_step14999.json,75000,vggt |  | ,75.0
vggt,87,42,0.0,87000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,20.653635025024414,0.07170300930738449,0.7774046659469604,1000000,0.006083907559514046,0.2550726532936096,,0.6992689660321278,87000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000,0.3306,0.018825,87,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p87000_random_farthestpose,lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,87000,vggt |  | ,87.0
