method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss,error_opa,depth_lambda,depth_conf,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,source,rre,rte,file_path,plot_series,num_points_jitter
colmap,100,42,,,,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,default,MCMC,sfm,0.1049,0.017545,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_farthestpose/eval_results.json,colmap |  |  | ,
vggt,100,42,0.0,1000.0,confidence,farthestpose,,,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000_confidence_farthestpose/eval_results.json,vggt | confidence |  | ,1000.0
vggt,100,42,0.0,1000.0,random,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000_random_farthestpose/eval_results.json,vggt | random |  | ,1050.0
vggt,100,42,0.0,1000.0,voxels,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000_voxels_farthestpose/eval_results.json,vggt | voxels |  | ,1100.0
vggt,100,42,0.0,5000.0,confidence,farthestpose,,,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p5000_confidence_farthestpose/eval_results.json,vggt | confidence |  | ,5000.0
vggt,100,42,0.0,5000.0,random,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p5000_random_farthestpose/eval_results.json,vggt | random |  | ,5250.0
vggt,100,42,0.0,5000.0,voxels,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p5000_voxels_farthestpose/eval_results.json,vggt | voxels |  | ,5500.0
vggt,100,42,0.0,10000.0,confidence,farthestpose,,,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_confidence_farthestpose/eval_results.json,vggt | confidence |  | ,10000.0
vggt,100,42,0.0,10000.0,random,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_random_farthestpose/eval_results.json,vggt | random |  | ,10500.0
vggt,100,42,0.0,10000.0,voxels,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_voxels_farthestpose/eval_results.json,vggt | voxels |  | ,11000.0
vggt,100,42,0.0,20000.0,confidence,farthestpose,,,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p20000_confidence_farthestpose/eval_results.json,vggt | confidence |  | ,20000.0
vggt,100,42,0.0,20000.0,random,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p20000_random_farthestpose/eval_results.json,vggt | random |  | ,21000.0
vggt,100,42,0.0,20000.0,voxels,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p20000_voxels_farthestpose/eval_results.json,vggt | voxels |  | ,22000.0
vggt,100,42,0.0,30000.0,confidence,farthestpose,,,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p30000_confidence_farthestpose/eval_results.json,vggt | confidence |  | ,30000.0
vggt,100,42,0.0,30000.0,random,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p30000_random_farthestpose/eval_results.json,vggt | random |  | ,31500.0
vggt,100,42,0.0,30000.0,voxels,farthestpose,,,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p30000_voxels_farthestpose/eval_results.json,vggt | voxels |  | ,33000.0
vggt,100,42,0.0,50000.0,confidence,farthestpose,,,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,,,,MCMC,sfm,0.857,0.067143,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_confidence_farthestpose/eval_results.json,vggt | confidence |  | ,50000.0
