choice,num_images,rre,rte,psnr,lpips,ssim,num_GS
COLMAP,30,49.7519,1.662998,10.174714088439941,0.8341500759124756,0.2952733337879181,1000000
VGGT,30,0.9727,0.110438,16.082876205444336,0.48379063606262207,0.5076712965965271,1000000
