choice,error_opa,splatting_strategy,rre,rte,psnr,lpips,ssim,num_GS
VGGT,,Default,0.734,0.106282,17.46554946899414,0.471784770488739,0.5766510367393494,1515798
VGGT,,MCMC,0.734,0.106282,17.496349334716797,0.4409027695655823,0.5737745761871338,1000000
VGGT,Err Opa Init,Default,0.7897,0.107121,17.4465274810791,0.47191518545150757,0.5761565566062927,1529229
VGGT,Err Opa Init,MCMC,0.7897,0.107121,17.526262283325195,0.44003626704216003,0.574390709400177,1000000
