method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,quality,real_num_points,file_path,folder,rre,rte,num_aligned,plot_series,num_images_jitter
vggt,60,42,0.0,66000,voxels,farthestpose,60,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.857772827148438,0.48724356293678284,0.24999183416366577,1000000,0.01655600033700466,0.836899995803833,0.06404015044255103,67566,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000,0.8369,0.071063,60,vggt,60.0
vggt,60,43,0.0,66000,voxels,farthestpose,60,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.92759895324707,0.4880075752735138,0.2520159184932709,1000000,0.016321001574397087,0.8429999351501465,0.06604528934480003,66737,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n60_s43_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,bicycle_4_n60_s43_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000,0.843,0.073217,60,vggt,60.0
vggt,60,44,0.0,66000,voxels,farthestpose,60,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.99695587158203,0.48833656311035156,0.25594744086265564,1000000,0.017333000898361206,0.833000123500824,0.06942573369827428,66107,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n60_s44_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,bicycle_4_n60_s44_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000,0.8331,0.074361,60,vggt,60.0
vggt,70,42,0.0,77000,voxels,farthestpose,70,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.89417839050293,0.4912687838077545,0.2537054121494293,1000000,0.01743599958717823,0.9155000448226929,0.06440130633297798,76966,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000,0.9155,0.07769,70,vggt,70.0
vggt,70,43,0.0,77000,voxels,farthestpose,70,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.998842239379883,0.4841107726097107,0.25658416748046875,1000000,0.015109001658856869,0.8093999624252319,0.07244153383724723,78459,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n70_s43_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,bicycle_4_n70_s43_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000,0.8094,0.06753,70,vggt,70.0
vggt,70,44,0.0,77000,voxels,farthestpose,70,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.876691818237305,0.4929424524307251,0.2535082995891571,1000000,0.01753399893641472,0.9272000193595886,0.06292908163795699,77157,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n70_s44_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,bicycle_4_n70_s44_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000,0.9273,0.078167,70,vggt,70.0
vggt,80,42,0.0,88000,voxels,farthestpose,80,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.107046127319336,0.48466604948043823,0.2604711949825287,1000000,0.01695599965751171,0.8730999827384949,0.07637566153766125,90156,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000,0.873,0.073069,80,vggt,80.0
vggt,80,43,0.0,88000,voxels,farthestpose,80,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.077377319335938,0.4843461811542511,0.26010704040527344,1000000,0.01662999950349331,0.8970999121665955,0.07581073285853268,90585,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n80_s43_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,bicycle_4_n80_s43_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000,0.8971,0.074284,80,vggt,80.0
vggt,80,44,0.0,88000,voxels,farthestpose,80,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.125205993652344,0.48540839552879333,0.26104018092155457,1000000,0.01695599965751171,0.8730999827384949,0.07658645737240895,90146,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n80_s44_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,bicycle_4_n80_s44_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000,0.873,0.073069,80,vggt,80.0
vggt,90,42,0.0,99000,voxels,farthestpose,90,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.15567398071289,0.4849855303764343,0.2645018994808197,1000000,0.01613599993288517,0.8906999826431274,0.07943610404512191,97825,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bicycle_4_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000,0.8907,0.071127,90,vggt,90.0
vggt,90,43,0.0,99000,voxels,farthestpose,90,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.16869354248047,0.4853297770023346,0.2652575373649597,1000000,0.01619100011885166,0.8910999894142151,0.07990660262309246,98523,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n90_s43_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bicycle_4_n90_s43_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000,0.8911,0.071301,90,vggt,90.0
vggt,90,44,0.0,99000,voxels,farthestpose,90,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.151805877685547,0.4860847294330597,0.26464465260505676,1000000,0.01613599993288517,0.8906999826431274,0.07876943593059293,97820,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n90_s44_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bicycle_4_n90_s44_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000,0.8907,0.071127,90,vggt,90.0
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.31154441833496,0.4846026599407196,0.27133893966674805,1000000,0.015425998717546463,0.8569999933242798,0.08655720252042627,107546,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,100,vggt,100.0
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.294458389282227,0.4864136278629303,0.27170222997665405,1000000,0.015527000650763512,0.8603999614715576,0.08533536361517113,112120,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000,0.8604,0.06754,100,vggt,100.0
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.28801727294922,0.48047006130218506,0.27036672830581665,1000000,0.015425998717546463,0.8569999933242798,0.0881039568013073,107578,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,100,vggt,100.0
