method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss,error_opa,depth_lambda,depth_conf,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,quality,real_num_points,file_path,folder,rre,rte,plot_series,num_images_jitter
colmap,90,42,,73619,,farthestpose,90,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,19.203901290893555,0.29532086849212646,0.6018803715705872,1000000,,,0.431740543298554,73619,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n90_s42_default_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bonsai_2_n90_s42_default_farthestpose_i90_gteval_steps15000,0.3825,0.050888,colmap | ,90.0
colmap,90,42,,73619,,farthestpose,90,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,19.555458068847656,0.2657390832901001,0.614652156829834,1000000,0.009683999232947826,0.2815000116825104,0.46398009550579183,73619,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n90_s42_default_farthestpose_i90_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n90_s42_default_farthestpose_i90_gteval_poseopt_steps15000,0.3825,0.050888,colmap | Pose Opt,90.0
colmap,90,43,,73540,,farthestpose,90,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,18.86678123474121,0.3083590567111969,0.591162383556366,1000000,0.012448999099433422,0.481999933719635,0.41118148571489077,73540,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n90_s43_default_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bonsai_2_n90_s43_default_farthestpose_i90_gteval_steps15000,0.482,0.054752,colmap | ,90.0
colmap,90,43,,73540,,farthestpose,90,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,19.757511138916016,0.2626405656337738,0.6180964708328247,1000000,0.008855000138282776,0.29110002517700195,0.47164870296072997,73540,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n90_s43_default_farthestpose_i90_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n90_s43_default_farthestpose_i90_gteval_poseopt_steps15000,0.482,0.054752,colmap | Pose Opt,90.0
colmap,90,44,,73508,,farthestpose,90,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,19.340734481811523,0.27731457352638245,0.6026926040649414,1000000,0.006524000316858292,0.3368000388145447,0.4458644779337312,73508,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n90_s44_default_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bonsai_2_n90_s44_default_farthestpose_i90_gteval_steps15000,0.3368,0.028387,colmap | ,90.0
colmap,90,44,,73508,,farthestpose,90,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,19.879234313964844,0.25427132844924927,0.6217947602272034,1000000,0.005249999463558197,0.23530003428459167,0.481231773960815,73508,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n90_s44_default_farthestpose_i90_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n90_s44_default_farthestpose_i90_gteval_poseopt_steps15000,0.3368,0.028387,colmap | Pose Opt,90.0
colmap,100,42,,80705,,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,18.469179153442383,0.32536494731903076,0.5786079168319702,1000000,0.01467599906027317,0.5629000067710876,0.38597922746510843,80705,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_default_farthestpose_i100_gteval_steps15000,0.5629,0.063833,colmap | ,100.0
colmap,100,42,,80705,,farthestpose,100,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,19.147842407226562,0.28176411986351013,0.5982948541641235,1000000,0.01164100132882595,0.37949997186660767,0.4369739853692876,80705,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_default_farthestpose_i100_gteval_poseopt_steps15000,0.5629,0.063833,colmap | Pose Opt,100.0
colmap,100,43,,80830,,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,18.83687400817871,0.3060200810432434,0.5905328989028931,1000000,0.012391000054776669,0.4864000976085663,0.41170334064627406,80830,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s43_default_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s43_default_farthestpose_i100_gteval_steps15000,0.4864,0.053874,colmap | ,100.0
colmap,100,43,,80830,,farthestpose,100,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,19.410736083984375,0.2674916982650757,0.6074023246765137,1000000,0.009194999933242798,0.3211999833583832,0.45597852972748215,80830,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s43_default_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s43_default_farthestpose_i100_gteval_poseopt_steps15000,0.4864,0.053874,colmap | Pose Opt,100.0
colmap,100,44,,79141,,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,18.633634567260742,0.31010448932647705,0.5858246088027954,1000000,0.012052997946739197,0.4887000024318695,0.402665021591484,79141,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s44_default_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s44_default_farthestpose_i100_gteval_steps15000,0.4887,0.052377,colmap | ,100.0
colmap,100,44,,79141,,farthestpose,100,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,19.190818786621094,0.27816179394721985,0.6011653542518616,1000000,0.009984001517295837,0.3490000069141388,0.4416721572420518,79141,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s44_default_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s44_default_farthestpose_i100_gteval_poseopt_steps15000,0.4887,0.052377,colmap | Pose Opt,100.0
vggt,10,42,0.0,11000,voxels,farthestpose,10,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,14.447961807250977,0.5479719042778015,0.43752041459083557,1000000,,,0.09159322649414776,10785,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000/stats/val_step14999.json,bonsai_2_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000,1.2025,0.110639,vggt | ,10.0
vggt,10,42,0.0,11000,voxels,farthestpose,10,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,14.643904685974121,0.5320838689804077,0.4483364224433899,1000000,0.023402001708745956,1.1124000549316406,0.11135437830924373,10785,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000,1.2025,0.110639,vggt | Pose Opt,10.0
vggt,10,43,0.0,11000,voxels,farthestpose,10,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,14.440898895263672,0.5442987680435181,0.44008854031562805,1000000,0.02438800036907196,1.206800103187561,0.09523162778280558,10665,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s43_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000/stats/val_step14999.json,bonsai_2_n10_s43_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000,1.2069,0.106585,vggt | ,10.0
vggt,10,43,0.0,11000,voxels,farthestpose,10,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,14.49665355682373,0.5412648320198059,0.4415392577648163,1000000,0.020917000249028206,1.1690999269485474,0.0989852943073394,10665,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s43_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n10_s43_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000,1.2069,0.106585,vggt | Pose Opt,10.0
vggt,10,44,0.0,11000,voxels,farthestpose,10,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,14.264067649841309,0.5435179471969604,0.4397052526473999,1000000,0.02407500147819519,1.131100058555603,0.09221481843146509,11221,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s44_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000/stats/val_step14999.json,bonsai_2_n10_s44_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000,1.1312,0.104282,vggt | ,10.0
vggt,10,44,0.0,11000,voxels,farthestpose,10,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,14.46852970123291,0.5297373533248901,0.4452165365219116,1000000,0.021105999127030373,1.1005001068115234,0.10773066516972891,11221,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s44_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n10_s44_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000,1.1312,0.104282,vggt | Pose Opt,10.0
vggt,20,42,0.0,22000,voxels,farthestpose,20,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.046724319458008,0.47933661937713623,0.5015428066253662,1000000,,,0.20100739484022306,22246,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000/stats/val_step14999.json,bonsai_2_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000,0.8645,0.10407,vggt | ,20.0
vggt,20,42,0.0,22000,voxels,farthestpose,20,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.589523315429688,0.42976370453834534,0.5220381617546082,1000000,0.017177000641822815,0.7537999749183655,0.25364538060913927,22246,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000,0.8645,0.10407,vggt | Pose Opt,20.0
vggt,20,43,0.0,22000,voxels,farthestpose,20,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,15.954212188720703,0.4787163734436035,0.5025416612625122,1000000,0.022233998402953148,0.8340999484062195,0.20026120061298097,22258,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s43_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000/stats/val_step14999.json,bonsai_2_n20_s43_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000,0.8341,0.098437,vggt | ,20.0
vggt,20,43,0.0,22000,voxels,farthestpose,20,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.654565811157227,0.42903897166252136,0.5222857594490051,1000000,0.01546300109475851,0.7322999835014343,0.2554420312168228,22258,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s43_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n20_s43_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000,0.8341,0.098437,vggt | Pose Opt,20.0
vggt,20,44,0.0,22000,voxels,farthestpose,20,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.006650924682617,0.47741732001304626,0.5032158493995667,1000000,0.022823002189397812,0.8344000577926636,0.20242843521810955,22201,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s44_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000/stats/val_step14999.json,bonsai_2_n20_s44_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000,0.8343,0.100968,vggt | ,20.0
vggt,20,44,0.0,22000,voxels,farthestpose,20,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.588943481445312,0.42731907963752747,0.5232288837432861,1000000,0.016158999875187874,0.741599977016449,0.2558399993076659,22201,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s44_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n20_s44_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000,0.8343,0.100968,vggt | Pose Opt,20.0
vggt,30,42,0.0,33000,voxels,farthestpose,30,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.09495735168457,0.48240914940834045,0.5073312520980835,1000000,,,0.20338903149666146,33474,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000/stats/val_step14999.json,bonsai_2_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000,0.9727,0.110438,vggt | ,30.0
vggt,30,42,0.0,33000,voxels,farthestpose,30,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.629467010498047,0.4315199851989746,0.5255087018013,1000000,0.01889199949800968,0.8403000831604004,0.25533051038423554,33474,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000,0.9727,0.110438,vggt | Pose Opt,30.0
vggt,30,43,0.0,33000,voxels,farthestpose,30,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.070018768310547,0.4810965359210968,0.5116139054298401,1000000,0.02308100275695324,0.9515000581741333,0.20624193675026947,33386,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s43_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000/stats/val_step14999.json,bonsai_2_n30_s43_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000,0.9517,0.104236,vggt | ,30.0
vggt,30,43,0.0,33000,voxels,farthestpose,30,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.642621994018555,0.42928436398506165,0.5268914103507996,1000000,0.017072999849915504,0.8499001264572144,0.2577627357761143,33386,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s43_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n30_s43_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000,0.9517,0.104236,vggt | Pose Opt,30.0
vggt,30,44,0.0,33000,voxels,farthestpose,30,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.115455627441406,0.4792346954345703,0.5101340413093567,1000000,0.02343599870800972,0.9330999255180359,0.2073672267041321,33429,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s44_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000/stats/val_step14999.json,bonsai_2_n30_s44_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000,0.9332,0.105866,vggt | ,30.0
vggt,30,44,0.0,33000,voxels,farthestpose,30,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.646244049072266,0.43106189370155334,0.5270951986312866,1000000,0.01796800084412098,0.8345999717712402,0.25685174473699923,33429,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s44_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n30_s44_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000,0.9332,0.105866,vggt | Pose Opt,30.0
vggt,40,42,0.0,44000,voxels,farthestpose,40,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.42217254638672,0.46908044815063477,0.5240175127983093,1000000,,,0.22743421270136246,44577,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000/stats/val_step14999.json,bonsai_2_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000,0.8565,0.104349,vggt | ,40.0
vggt,40,42,0.0,44000,voxels,farthestpose,40,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.772798538208008,0.4303908050060272,0.5351868867874146,1000000,0.01971600018441677,0.7151999473571777,0.2643415800467027,44577,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000,0.8565,0.104349,vggt | Pose Opt,40.0
vggt,40,43,0.0,44000,voxels,farthestpose,40,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.406877517700195,0.4682092070579529,0.5246272087097168,1000000,0.02360600046813488,0.8565000891685486,0.22804532188963317,44573,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s43_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000/stats/val_step14999.json,bonsai_2_n40_s43_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000,0.8565,0.10435,vggt | ,40.0
vggt,40,43,0.0,44000,voxels,farthestpose,40,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.76131820678711,0.4298754632472992,0.5344499945640564,1000000,0.01999400183558464,0.7142999768257141,0.26401616238866094,44573,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s43_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n40_s43_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000,0.8565,0.10435,vggt | Pose Opt,40.0
vggt,40,44,0.0,44000,voxels,farthestpose,40,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.421979904174805,0.4677838683128357,0.5259442925453186,1000000,0.023889001458883286,0.8534999489784241,0.22935777495943782,44404,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s44_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000/stats/val_step14999.json,bonsai_2_n40_s44_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000,0.8536,0.105743,vggt | ,40.0
vggt,40,44,0.0,44000,voxels,farthestpose,40,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.771352767944336,0.4283939599990845,0.5363500714302063,1000000,0.019721001386642456,0.7132999300956726,0.2662276518352625,44404,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s44_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n40_s44_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000,0.8536,0.105743,vggt | Pose Opt,40.0
vggt,50,42,0.0,55000,voxels,farthestpose,50,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.606491088867188,0.4628184735774994,0.5345847010612488,1000000,,,0.24089257770579225,55626,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000/stats/val_step14999.json,bonsai_2_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000,0.8013,0.103039,vggt | ,50.0
vggt,50,42,0.0,55000,voxels,farthestpose,50,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.858673095703125,0.4263691008090973,0.5386526584625244,1000000,0.019502999261021614,0.6851999163627625,0.2704411501463084,55626,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000,0.8013,0.103039,vggt | Pose Opt,50.0
vggt,50,43,0.0,55000,voxels,farthestpose,50,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.616880416870117,0.46287062764167786,0.5347773432731628,1000000,0.023593995720148087,0.8011999130249023,0.24116543506630989,55626,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s43_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000/stats/val_step14999.json,bonsai_2_n50_s43_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000,0.8013,0.103039,vggt | ,50.0
vggt,50,43,0.0,55000,voxels,farthestpose,50,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.866973876953125,0.4276846647262573,0.5393957495689392,1000000,0.01951800100505352,0.6897001266479492,0.27021734802811237,55626,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s43_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n50_s43_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000,0.8013,0.103039,vggt | Pose Opt,50.0
vggt,50,44,0.0,55000,voxels,farthestpose,50,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.460050582885742,0.46816718578338623,0.5322009921073914,1000000,0.024783998727798462,0.8217000961303711,0.2334850604383879,55816,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s44_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000/stats/val_step14999.json,bonsai_2_n50_s44_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000,0.8217,0.108441,vggt | ,50.0
vggt,50,44,0.0,55000,voxels,farthestpose,50,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.77821159362793,0.43429458141326904,0.5373797416687012,1000000,0.01991100050508976,0.6803998947143555,0.26331445456635577,55816,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s44_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n50_s44_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000,0.8217,0.108441,vggt | Pose Opt,50.0
vggt,60,42,0.0,66000,voxels,farthestpose,60,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.7257137298584,0.45854508876800537,0.5448368787765503,1000000,,,0.2517337218130309,65986,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,bonsai_2_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000,0.8024,0.105191,vggt | ,60.0
vggt,60,42,0.0,66000,voxels,farthestpose,60,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.837059020996094,0.425910621881485,0.542304515838623,1000000,0.021310999989509583,0.7365999221801758,0.2724594902961265,65986,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000,0.8024,0.105191,vggt | Pose Opt,60.0
vggt,60,43,0.0,66000,voxels,farthestpose,60,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.74979019165039,0.45763954520225525,0.5448334217071533,1000000,0.02437499724328518,0.802299976348877,0.25273653804829865,65989,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s43_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,bonsai_2_n60_s43_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000,0.8024,0.105191,vggt | ,60.0
vggt,60,43,0.0,66000,voxels,farthestpose,60,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.846981048583984,0.4267016351222992,0.5417521595954895,1000000,0.021284999325871468,0.734700083732605,0.271831936422612,65989,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s43_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n60_s43_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000,0.8024,0.105191,vggt | Pose Opt,60.0
vggt,60,44,0.0,66000,voxels,farthestpose,60,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.71316146850586,0.459293931722641,0.5423458814620972,1000000,0.025166001170873642,0.832300066947937,0.24958230021559163,69310,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s44_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,bonsai_2_n60_s44_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000,0.8322,0.108656,vggt | ,60.0
