method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss,error_opa,depth_lambda,depth_conf,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,quality,real_num_points,file_path,folder,rre,rte,plot_series,num_images_jitter
vggt,60,44,0.0,66000,voxels,farthestpose,60,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.854171752929688,0.42708879709243774,0.5420176386833191,1000000,0.021981000900268555,0.7592000961303711,0.2718813596722985,69310,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s44_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n60_s44_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000,0.8322,0.108656,vggt | Pose Opt,60.0
vggt,70,42,0.0,77000,voxels,farthestpose,70,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.96445655822754,0.4538440406322479,0.55082768201828,1000000,,,0.26256016057524456,76134,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,bonsai_2_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000,0.9067,0.112128,vggt | ,70.0
vggt,70,42,0.0,77000,voxels,farthestpose,70,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.02447509765625,0.4229883849620819,0.5457295775413513,1000000,0.023514002561569214,0.797999918460846,0.27973696839274953,76134,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000,0.9067,0.112128,vggt | Pose Opt,70.0
vggt,70,43,0.0,77000,voxels,farthestpose,70,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.93754768371582,0.45535391569137573,0.5496981739997864,1000000,0.025885000824928284,0.9067000150680542,0.26046929543788283,76133,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s43_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,bonsai_2_n70_s43_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000,0.9067,0.112128,vggt | ,70.0
vggt,70,43,0.0,77000,voxels,farthestpose,70,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.973018646240234,0.42315593361854553,0.5442769527435303,1000000,0.023405000567436218,0.8019999861717224,0.2778311578618621,76133,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s43_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n70_s43_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000,0.9067,0.112128,vggt | Pose Opt,70.0
vggt,70,44,0.0,77000,voxels,farthestpose,70,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.943300247192383,0.4556349813938141,0.5502767562866211,1000000,0.025885000824928284,0.9067000150680542,0.26074067925849154,76133,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s44_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,bonsai_2_n70_s44_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000,0.9067,0.112128,vggt | ,70.0
vggt,70,44,0.0,77000,voxels,farthestpose,70,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,16.984086990356445,0.42413944005966187,0.5442719459533691,1000000,0.023462997749447823,0.8035000562667847,0.27742609650845496,76133,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s44_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n70_s44_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000,0.9067,0.112128,vggt | Pose Opt,70.0
vggt,80,42,0.0,88000,voxels,farthestpose,80,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.259347915649414,0.44228750467300415,0.5634449124336243,1000000,,,0.28253327312990006,87567,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,bonsai_2_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000,0.8804,0.113074,vggt | ,80.0
vggt,80,42,0.0,88000,voxels,farthestpose,80,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.28732681274414,0.41250091791152954,0.5547633171081543,1000000,0.024270998314023018,0.8310999870300293,0.29636122647471985,87567,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000,0.8804,0.113074,vggt | Pose Opt,80.0
vggt,80,43,0.0,88000,voxels,farthestpose,80,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.29852867126465,0.44319072365760803,0.5627774596214294,1000000,0.02619600109755993,0.8804999589920044,0.28231097681325623,87567,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s43_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,bonsai_2_n80_s43_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000,0.8804,0.113074,vggt | ,80.0
vggt,80,43,0.0,88000,voxels,farthestpose,80,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.279996871948242,0.4131961464881897,0.5540770292282104,1000000,0.024369999766349792,0.832099974155426,0.29539499544648096,87567,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s43_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n80_s43_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000,0.8804,0.113074,vggt | Pose Opt,80.0
vggt,80,44,0.0,88000,voxels,farthestpose,80,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.31239891052246,0.4426332116127014,0.5638236999511719,1000000,0.02619600109755993,0.8804999589920044,0.28352381278354677,87567,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s44_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,bonsai_2_n80_s44_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000,0.8804,0.113074,vggt | ,80.0
vggt,80,44,0.0,88000,voxels,farthestpose,80,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.280075073242188,0.4124216139316559,0.5542583465576172,1000000,0.024383995682001114,0.8301000595092773,0.2959805836609387,87567,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s44_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n80_s44_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000,0.8804,0.113074,vggt | Pose Opt,80.0
vggt,90,42,0.0,99000,voxels,farthestpose,90,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.355134963989258,0.4449962377548218,0.5671852827072144,1000000,,,0.28482240093769073,96483,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bonsai_2_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000,0.8434,0.110305,vggt | ,90.0
vggt,90,42,0.0,99000,voxels,farthestpose,90,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.26852798461914,0.4149063229560852,0.5548014640808105,1000000,0.02343199960887432,0.829599916934967,0.29455059027036656,96483,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_poseopt_steps15000,0.8434,0.110305,vggt | Pose Opt,90.0
vggt,90,43,0.0,99000,voxels,farthestpose,90,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.373870849609375,0.44429707527160645,0.5680411458015442,1000000,0.025464998558163643,0.8435000777244568,0.2861014482957965,96482,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s43_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bonsai_2_n90_s43_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000,0.8434,0.110305,vggt | ,90.0
vggt,90,43,0.0,99000,voxels,farthestpose,90,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.289655685424805,0.4147234261035919,0.5552804470062256,1000000,0.023478001356124878,0.832099974155426,0.29533485025457934,96482,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s43_c0.0_p99000_voxels_farthestpose_i90_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n90_s43_c0.0_p99000_voxels_farthestpose_i90_gteval_poseopt_steps15000,0.8434,0.110305,vggt | Pose Opt,90.0
vggt,90,44,0.0,99000,voxels,farthestpose,90,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.374582290649414,0.44557034969329834,0.5672097206115723,1000000,0.025464998558163643,0.8435000777244568,0.2848424377032423,96482,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s44_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bonsai_2_n90_s44_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000,0.8434,0.110305,vggt | ,90.0
vggt,90,44,0.0,99000,voxels,farthestpose,90,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.271785736083984,0.4146149158477783,0.5549578070640564,1000000,0.0234490018337965,0.8351000547409058,0.2948822285774236,96482,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s44_c0.0_p99000_voxels_farthestpose_i90_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n90_s44_c0.0_p99000_voxels_farthestpose_i90_gteval_poseopt_steps15000,0.8434,0.110305,vggt | Pose Opt,90.0
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.5345401763916,0.4374907314777374,0.5742523074150085,1000000,,,0.2969105112389979,110277,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000,0.7897,0.107121,vggt | ,100.0
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.387935638427734,0.40260279178619385,0.5599585771560669,1000000,0.022468000650405884,0.7810999155044556,0.3073724710453324,110277,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000,0.7897,0.107121,vggt | Pose Opt,100.0
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.552377700805664,0.43710771203041077,0.5750956535339355,1000000,0.024634001776576042,0.7897000312805176,0.29797045238766284,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000,0.7897,0.107121,vggt | ,100.0
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.37470245361328,0.4042733311653137,0.5605700612068176,1000000,0.022536998614668846,0.7832999229431152,0.30645380793181703,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000,0.7897,0.107121,vggt | Pose Opt,100.0
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.539352416992188,0.4376832842826843,0.5747129917144775,1000000,0.024634001776576042,0.7897000312805176,0.29715017307261665,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000,0.7897,0.107121,vggt | ,100.0
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,,,Pose Opt,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.381086349487305,0.40394851565361023,0.5603554248809814,1000000,0.022491004317998886,0.7825000882148743,0.306647013308864,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000,0.7897,0.107121,vggt | Pose Opt,100.0
