method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,inference_time,peak_memory_mb,peak_memory_reserved_mb,processing_time,sfm_file_path,input_folder,output_folder,initial_points,used_cache,cache_load_time,plot_series,num_points_jitter
vggt,100,42,,20722,ba,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,radial,,15000,15000,,MCMC,,,,,Shared Cam,,,Use BA,aliked+sp,250,gsplat,,indoor,18.964597702026367,0.2633562386035919,0.4266534447669983,1000000,0.00439399853348732,0.34589701890945435,,,0.34456836135454033,0.34441501534268826,20722,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000,0.3459,0.019721,100,4.160002,,,,0.0,0,0,142.1715395450592,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,kitchen_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam,kitchen_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000_val_step14999.json,20722,True,3.684368133544922,vggt | ba,18649.8
vggt,100,42,,23313,ba,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,radial,,15000,15000,,MCMC,,,,,Shared Cam,,,Use BA,aliked+sp,250,gsplat,,indoor,19.836795806884766,0.31888073682785034,0.6203422546386719,1000000,0.006302782334387302,0.49784496426582336,,,0.43971410635774055,0.31514247040382526,23313,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000,0.4978,0.026013,100,8.293748,,,,0.0,0,0,150.04613089561462,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,bonsai_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam,bonsai_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000_val_step14999.json,23313,True,1.627924919128418,vggt | ba,20981.7
vggt,100,42,,26540,ba,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,radial,,15000,15000,,MCMC,,,,,Shared Cam,,,Use BA,aliked+sp,250,gsplat,,indoor,19.20227813720703,0.3469636142253876,0.6140293478965759,1000000,0.004877034574747086,0.4512208104133606,,,0.40693691130812254,0.32674843909909157,26540,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,counter_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000,0.4512,0.019227,100,4.516334,,,,0.0,0,0,163.89044737815857,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,counter_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam,counter_2_n100_s42_mradial_aliked-sp_ba_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_steps15000_val_step14999.json,26540,True,1.6277790069580078,vggt | ba,23886.0
vggt,100,42,0.0,1000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.876129150390625,0.5203519463539124,0.6276289224624634,1000000,0.023722030222415924,0.7308065295219421,,,0.30182024819111963,0.3811758664257055,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000,0.7308,0.098078,100,7.817163,,,,0.0,0,0,2.812422037124634,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_confidence_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p1000_confidence_minfarthestpose,bonsai_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,1000,True,1.0751354694366455,vggt | confidence,950.0
vggt,100,42,0.0,1000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,21.012767791748047,0.43533560633659363,0.5310202240943909,1000000,0.005697792861610651,0.2827950417995453,,,0.337370537836262,0.3760255171657777,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000,0.2827,0.025851,100,4.144792,,,,0.0,0,0,2.7857391834259033,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000_confidence_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p1000_confidence_minfarthestpose,kitchen_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,1000,True,0.993988037109375,vggt | confidence,950.0
vggt,100,42,0.0,1000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,20.298433303833008,0.4537251889705658,0.6581417322158813,1000000,0.007659002672880888,0.3872617483139038,,,0.38713059040383135,0.34924918963289847,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000,0.3873,0.030482,100,4.485239,,,,0.0,0,0,3.0573837757110596,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p1000_confidence_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p1000_confidence_minfarthestpose,counter_2_n100_s42_c0.0_p1000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,1000,True,1.0863912105560303,vggt | confidence,950.0
vggt,100,42,0.0,5000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.782283782958984,0.4409349858760834,0.6141523718833923,1000000,0.023722030222415924,0.7308084964752197,,,0.34122416239577974,0.3584459279449537,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000,0.7308,0.098078,100,7.817163,,,,2.384185791015625e-07,0,0,2.5464656352996826,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p5000_confidence_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p5000_confidence_minfarthestpose,bonsai_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,5000,True,0.7692127227783203,vggt | confidence,4750.0
vggt,100,42,0.0,5000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,20.739633560180664,0.31010064482688904,0.5063709616661072,1000000,0.005697792861610651,0.2827954590320587,,,0.3952032549571805,0.34037403080076223,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000,0.2827,0.025851,100,4.144792,,,,0.0,0,0,2.677196741104126,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p5000_confidence_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p5000_confidence_minfarthestpose,kitchen_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,5000,True,0.7729508876800537,vggt | confidence,4750.0
vggt,100,42,0.0,5000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,20.222375869750977,0.36185190081596375,0.6439658999443054,1000000,0.007659002672880888,0.3872615694999695,,,0.43414406527785065,0.3226795601967881,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000,0.3873,0.030482,100,4.485239,,,,0.0,0,0,3.168391227722168,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p5000_confidence_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p5000_confidence_minfarthestpose,counter_2_n100_s42_c0.0_p5000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,5000,True,1.0648550987243652,vggt | confidence,4750.0
vggt,100,42,0.0,10000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.746261596679688,0.4177006185054779,0.6098120808601379,1000000,0.023722030222415924,0.7308091521263123,,,0.3523611050677656,0.3518991847184567,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000,0.7308,0.098078,100,7.817163,,,,0.0,0,0,2.5440776348114014,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_confidence_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p10000_confidence_minfarthestpose,bonsai_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,10000,True,0.9270739555358887,vggt | confidence,9500.0
vggt,100,42,0.0,10000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,20.64032554626465,0.28404197096824646,0.4998956024646759,1000000,0.005697792861610651,0.28279557824134827,,,0.40566305904283084,0.3332839023739936,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000,0.2827,0.025851,100,4.144792,,,,2.384185791015625e-07,0,0,2.6264874935150146,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p10000_confidence_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p10000_confidence_minfarthestpose,kitchen_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,10000,True,0.7506198883056641,vggt | confidence,9500.0
vggt,100,42,0.0,10000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,20.158292770385742,0.3362121880054474,0.6360782384872437,1000000,0.007659002672880888,0.3872615396976471,,,0.44417165691315,0.31637118333293535,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000,0.3873,0.030482,100,4.485239,,,,2.384185791015625e-07,0,0,2.4963345527648926,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p10000_confidence_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p10000_confidence_minfarthestpose,counter_2_n100_s42_c0.0_p10000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,10000,True,0.838965654373169,vggt | confidence,9500.0
vggt,100,42,0.0,50000,confidence,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.65011215209961,0.38171955943107605,0.5984364151954651,1000000,0.023722030222415924,0.7308088541030884,,,0.36613865402939255,0.3430184957121021,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_confidence_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p50000_confidence_minfarthestpose_i100_gteval_steps15000,0.7308,0.098078,100,7.817163,,,,2.384185791015625e-07,0,0,2.8524317741394043,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_confidence_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p50000_confidence_minfarthestpose,bonsai_2_n100_s42_c0.0_p50000_confidence_minfarthestpose_i100_gteval_steps15000_val_step14999.json,50000,True,0.773667573928833,vggt | confidence,47500.0
