choice,dataset,depth_conf_mode,depth_loss_mode,eval_rre,eval_rte,psnr,lpips,ssim,quality
VGGT,bicycle,,,0.4889967441558838,0.013628819026052952,17.384122848510742,0.337806761264801,0.26788055896759033,0.17649355493945842
VGGT,bicycle,,full,0.4808228313922882,0.012593640014529228,18.11033821105957,0.35131216049194336,0.2933022975921631,0.1964718352051971
VGGT,bicycle,Scaled,full,0.4842735230922699,0.012486460618674755,18.077972412109375,0.34775665402412415,0.29176220297813416,0.1971665855117089
VGGT,bicycle,Scaled Shifted,full,0.49657902121543884,0.013267973437905312,17.42218780517578,0.3452844023704529,0.2694047689437866,0.17347398456464425
VGGT,bicycle,Sigmoid,full,0.48412787914276123,0.01263143215328455,18.087665557861328,0.3515591025352478,0.2921060025691986,0.1951999501642893
VGGT,bicycle,Sigmoid Shifted,full,0.4954031705856323,0.013139971531927586,17.418060302734375,0.34616661071777344,0.26984766125679016,0.17311197763297995
VGGT,bicycle,Standard,full,0.4810331463813782,0.012486620806157589,18.0867919921875,0.3533472418785095,0.29209306836128235,0.1940724194398401
VGGT,bicycle,Standard Shifted,full,0.49469903111457825,0.013131605461239815,17.420841217041016,0.34596243500709534,0.26979804039001465,0.17326049238462743
VGGT,garden,,,0.13491961359977722,0.004315244033932686,19.350812911987305,0.33780568838119507,0.3663502633571625,0.2704990260240085
VGGT,garden,,full,0.11342453211545944,0.004102110397070646,19.401695251464844,0.3461934030056,0.37129878997802734,0.2691575651667659
VGGT,garden,Scaled,full,0.11248966306447983,0.004058709368109703,19.409666061401367,0.34351176023483276,0.3701578974723816,0.27029331920207356
VGGT,garden,Scaled Shifted,full,0.11676407605409622,0.004113953094929457,19.62984275817871,0.33250197768211365,0.3713606595993042,0.2818701971731378
VGGT,garden,Sigmoid,full,0.10912726074457169,0.004025558941066265,19.44837760925293,0.3482542932033539,0.37383851408958435,0.27023511760958296
VGGT,garden,Sigmoid Shifted,full,0.11112882941961288,0.0040365708991885185,19.644601821899414,0.33324795961380005,0.37316465377807617,0.2827379978500921
VGGT,garden,Standard,full,0.1089417040348053,0.0039506228640675545,19.45366668701172,0.3535758852958679,0.37498530745506287,0.2677187694985809
VGGT,garden,Standard Shifted,full,0.10937516391277313,0.003985787276178598,19.599849700927734,0.33493417501449585,0.37402817606925964,0.2813733649610156
VGGT,stump,,,0.7774907946586609,0.03541010245680809,18.294498443603516,0.4924980700016022,0.39796870946884155,0.17393884188637787
VGGT,stump,,full,0.8011254668235779,0.04116043075919151,18.40581512451172,0.5147808194160461,0.40761035680770874,0.16788386857068097
VGGT,stump,Scaled,full,0.7729672789573669,0.04015045985579491,18.362552642822266,0.5126123428344727,0.4062150716781616,0.16760532107734308
VGGT,stump,Scaled Shifted,full,0.7738301157951355,0.03513779118657112,18.287771224975586,0.49961358308792114,0.4000513553619385,0.170639893309957
VGGT,stump,Sigmoid,full,0.7881777882575989,0.04085255786776543,18.39699935913086,0.5166336894035339,0.40826934576034546,0.16696224040687668
VGGT,stump,Sigmoid Shifted,full,0.7709124088287354,0.03522632643580437,18.277589797973633,0.5020988583564758,0.4001888632774353,0.16899764181500215
VGGT,stump,Standard,full,0.784838855266571,0.04085589572787285,18.415760040283203,0.5194559097290039,0.40935635566711426,0.16620322742424978
VGGT,stump,Standard Shifted,full,0.7694858312606812,0.03519129380583763,18.303424835205078,0.5044310092926025,0.4012622535228729,0.16866418268093436
