choice,copy_mode,rre,rte,num_aligned,quality
COLMAP,crop,12.8506,0.7859066666666666,87,0.08432251859181165
COLMAP,square,12.9467,0.7848266666666667,87,0.09364056360006386
COLMAP,,12.8519,0.7823026666666667,87,0.0946269063482766
VGGT,crop,0.2751,0.016313,87,0.690886764456525
VGGT,square,0.1557,0.010511,87,0.7500791837184336
VGGT,,0.3306,0.018825,87,0.6694792431587776
