method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series,depth_lambda_jitter
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,synthetic,20.899389266967773,0.08484406024217606,0.8690087795257568,1000000,0.0031003891490399837,0.11593722552061081,0.07793186604976654,0.017566045746207237,0.749277867739893,0.15163353376661962,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000,0.173,0.01002,87,3.881439,0.0626,0.0172,0.1433,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,100000,vggt,0.0
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,17.384122848510742,0.337806761264801,0.26788055896759033,1000000,0.013628819026052952,0.4889967441558838,,,0.17649355493945842,0.4039034005824482,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt,0.0
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.422657012939453,0.3988327085971832,0.5597713589668274,1000000,0.021631203591823578,0.7885617017745972,,,0.3102331869860916,0.3601441038292793,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt,0.0
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,closer,,0.01,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,synthetic,20.84661293029785,0.08521798998117447,0.8682293891906738,1000000,0.003089034929871559,0.11487296223640442,0.08798064291477203,0.01980031095445156,0.7476139235237034,0.15214968346817523,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000,0.173,0.01002,87,3.881439,0.0626,0.0172,0.1433,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000_val_step14999.json,100000,vggt,0.01
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,0.01,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,17.43681526184082,0.33524858951568604,0.2689332962036133,1000000,0.013578508980572224,0.48809483647346497,,,0.17966409454568782,0.40277212712503485,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000_val_step14999.json,100000,vggt,0.01
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,0.01,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.4187068939209,0.3986453711986542,0.5587000846862793,1000000,0.02164759486913681,0.786948561668396,,,0.3096492008159035,0.36035608321270907,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.01_confdisabled_steps15000_val_step14999.json,100000,vggt,0.01
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,closer,,0.1,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,synthetic,20.650653839111328,0.08639930188655853,0.8637073636054993,1000000,0.0030604752246290445,0.11767970770597458,0.09460151195526123,0.02122999168932438,0.740611387178292,0.154728756423694,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000,0.173,0.01002,87,3.881439,0.0626,0.0172,0.1433,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000_val_step14999.json,100000,vggt,0.1
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,0.1,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,17.522985458374023,0.32962119579315186,0.26960763335227966,1000000,0.013208584859967232,0.48309627175331116,,,0.1851278879644036,0.40064669341546627,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000_val_step14999.json,100000,vggt,0.1
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,closer,,0.1,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.360031127929688,0.4004054367542267,0.5513972043991089,1000000,0.021316953003406525,0.761688768863678,,,0.3032054621109023,0.3628496191679985,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000_val_step14999.json,100000,vggt,0.1
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,closer,,1.0,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,synthetic,20.01078987121582,0.09172286093235016,0.8504794239997864,1000000,0.0031083908397704363,0.13352516293525696,0.11687146872282028,0.026235897094011307,0.7177402696840323,0.16279231757553247,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000,0.173,0.01002,87,3.881439,0.0626,0.0172,0.1433,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1_confdisabled_steps15000_val_step14999.json,100000,vggt,1.0
