method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,inference_time,peak_memory_mb,peak_memory_reserved_mb,processing_time,sfm_file_path,input_folder,output_folder,initial_points,failed_sfm_file_path,gsplat_cfg_file_path,plot_series,num_images_jitter
colmap,10,42,,,,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,default,MCMC,,,,,Shared Cam,,,,,,failed_sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bonsai_2_n10_s42_default_minfarthestpose_sharedcam/failed_eval.json,,bonsai_2_n10_s42_default_minfarthestpose_sharedcam,,,,,,,,,,,,,bonsai_2_n10_s42_default_minfarthestpose_sharedcam,,,/home/ojab2/work/git/vggt/colmap_outputs/bonsai_2_n10_s42_default_minfarthestpose_sharedcam/failed_eval.json,,colmap,10.0
vggt,10,42,0.0,100000,random,,,,0,10,minfarthestpose,10,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,14.680450439453125,0.5291067957878113,0.4628664553165436,1000000,0.02648618258535862,1.2919963598251343,,,0.12236594627087889,0.4320126787263113,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s42_c0.0_p100000_random_minfarthestpose_i10_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s42_c0.0_p100000_random_minfarthestpose_i10_gteval_steps15000/stats/val_step14999.json,bonsai_2_n10_s42_c0.0_p100000_random_minfarthestpose_i10_gteval_steps15000,1.2921,0.111946,10,8.425772,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n10_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n10_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n10_s42_c0.0_p100000_random_minfarthestpose_i10_gteval_steps15000_val_step14999.json,100000,,,vggt,10.0
vggt,20,42,0.0,100000,random,,,,0,10,minfarthestpose,20,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,16.707454681396484,0.4371567368507385,0.5229406952857971,1000000,0.02212984301149845,0.98356693983078,,,0.25179349198753453,0.3830648298504675,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s42_c0.0_p100000_random_minfarthestpose_i20_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s42_c0.0_p100000_random_minfarthestpose_i20_gteval_steps15000/stats/val_step14999.json,bonsai_2_n20_s42_c0.0_p100000_random_minfarthestpose_i20_gteval_steps15000,0.9837,0.09479,20,7.611343,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n20_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n20_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n20_s42_c0.0_p100000_random_minfarthestpose_i20_gteval_steps15000_val_step14999.json,100000,,,vggt,20.0
vggt,30,42,0.0,100000,random,,,,0,10,minfarthestpose,30,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.34124183654785,0.41418278217315674,0.5407585501670837,1000000,0.02045520581305027,0.8883591294288635,,,0.28813154283787534,0.3701004061336487,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s42_c0.0_p100000_random_minfarthestpose_i30_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s42_c0.0_p100000_random_minfarthestpose_i30_gteval_steps15000/stats/val_step14999.json,bonsai_2_n30_s42_c0.0_p100000_random_minfarthestpose_i30_gteval_steps15000,0.8884,0.089827,30,7.587343,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n30_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n30_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n30_s42_c0.0_p100000_random_minfarthestpose_i30_gteval_steps15000_val_step14999.json,100000,,,vggt,30.0
vggt,40,42,0.0,100000,random,,,,0,10,minfarthestpose,40,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.72458267211914,0.38921311497688293,0.5569648146629333,1000000,0.022790133953094482,0.7294183969497681,,,0.32012116967121296,0.3572361931125659,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s42_c0.0_p100000_random_minfarthestpose_i40_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s42_c0.0_p100000_random_minfarthestpose_i40_gteval_steps15000/stats/val_step14999.json,bonsai_2_n40_s42_c0.0_p100000_random_minfarthestpose_i40_gteval_steps15000,0.7294,0.097202,40,7.731085,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n40_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n40_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n40_s42_c0.0_p100000_random_minfarthestpose_i40_gteval_steps15000_val_step14999.json,100000,,,vggt,40.0
vggt,50,42,0.0,100000,random,,,,0,10,minfarthestpose,50,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.975473403930664,0.39067938923835754,0.5657995343208313,1000000,0.023220835253596306,0.8014442324638367,,,0.32902868948949476,0.3551856580953632,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s42_c0.0_p100000_random_minfarthestpose_i50_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s42_c0.0_p100000_random_minfarthestpose_i50_gteval_steps15000/stats/val_step14999.json,bonsai_2_n50_s42_c0.0_p100000_random_minfarthestpose_i50_gteval_steps15000,0.8014,0.095395,50,7.828728,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n50_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n50_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n50_s42_c0.0_p100000_random_minfarthestpose_i50_gteval_steps15000_val_step14999.json,100000,,,vggt,50.0
vggt,60,42,0.0,100000,random,,,,0,10,minfarthestpose,60,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.90055274963379,0.3913314938545227,0.5682401657104492,1000000,0.024403369054198265,0.8877549767494202,,,0.32866600607028634,0.3548772913854095,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s42_c0.0_p100000_random_minfarthestpose_i60_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s42_c0.0_p100000_random_minfarthestpose_i60_gteval_steps15000/stats/val_step14999.json,bonsai_2_n60_s42_c0.0_p100000_random_minfarthestpose_i60_gteval_steps15000,0.8878,0.10213,60,7.775817,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n60_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n60_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n60_s42_c0.0_p100000_random_minfarthestpose_i60_gteval_steps15000_val_step14999.json,100000,,,vggt,60.0
vggt,70,42,0.0,100000,random,,,,0,10,minfarthestpose,70,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.378971099853516,0.37480518221855164,0.5808663368225098,1000000,0.024162106215953827,0.8060982823371887,,,0.35511075788074076,0.3455783568279357,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s42_c0.0_p100000_random_minfarthestpose_i70_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s42_c0.0_p100000_random_minfarthestpose_i70_gteval_steps15000/stats/val_step14999.json,bonsai_2_n70_s42_c0.0_p100000_random_minfarthestpose_i70_gteval_steps15000,0.806,0.10116,70,7.70233,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n70_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n70_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n70_s42_c0.0_p100000_random_minfarthestpose_i70_gteval_steps15000_val_step14999.json,100000,,,vggt,70.0
vggt,80,42,0.0,100000,random,,,,0,10,minfarthestpose,80,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.27854347229004,0.3789374530315399,0.5839003324508667,1000000,0.02335357293486595,0.8208662867546082,,,0.3524744689968052,0.3462865576713511,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s42_c0.0_p100000_random_minfarthestpose_i80_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s42_c0.0_p100000_random_minfarthestpose_i80_gteval_steps15000/stats/val_step14999.json,bonsai_2_n80_s42_c0.0_p100000_random_minfarthestpose_i80_gteval_steps15000,0.8208,0.096051,80,7.780013,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n80_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n80_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n80_s42_c0.0_p100000_random_minfarthestpose_i80_gteval_steps15000_val_step14999.json,100000,,,vggt,80.0
vggt,90,42,0.0,100000,random,,,,0,10,minfarthestpose,90,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.62593650817871,0.3721984624862671,0.5920172333717346,1000000,0.023255636915564537,0.734389066696167,,,0.3678142697567906,0.3415517998913476,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s42_c0.0_p100000_random_minfarthestpose_i90_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s42_c0.0_p100000_random_minfarthestpose_i90_gteval_steps15000/stats/val_step14999.json,bonsai_2_n90_s42_c0.0_p100000_random_minfarthestpose_i90_gteval_steps15000,0.7344,0.095629,90,7.854932,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n90_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n90_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n90_s42_c0.0_p100000_random_minfarthestpose_i90_gteval_steps15000_val_step14999.json,100000,,,vggt,90.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.664011001586914,0.373970091342926,0.595427930355072,1000000,0.023722030222415924,0.7308099269866943,,,0.3694203145477662,0.3412105901612084,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_steps15000,0.7308,0.098078,100,7.817163,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose,bonsai_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_steps15000_val_step14999.json,100000,,,vggt,100.0
colmap,10,42,,,,,,,0,10,minfarthestpose,10,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,kitchen,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat_cfg,,indoor,,,,,,,,,,,,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n10_s42_default_minfarthestpose_sharedcam_i10_gteval_steps15000/stats/config.json,,kitchen_2_n10_s42_default_minfarthestpose_sharedcam_i10_gteval_steps15000,,,,,,,,,,,,,kitchen_2_n10_s42_default_minfarthestpose_sharedcam_i10_gteval_steps15000,,,,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n10_s42_default_minfarthestpose_sharedcam_i10_gteval_steps15000/stats/config.json,colmap,10.0
colmap,20,42,,575,,,,,0,10,minfarthestpose,20,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,kitchen,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,indoor,16.582124710083008,0.4183812439441681,0.3789697289466858,636942,0.0020389107521623373,0.16731595993041992,,,0.17686882946226337,0.4094679437567417,575,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n20_s42_default_minfarthestpose_sharedcam_i20_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n20_s42_default_minfarthestpose_sharedcam_i20_gteval_steps15000/stats/val_step14999.json,kitchen_2_n20_s42_default_minfarthestpose_sharedcam_i20_gteval_steps15000,0.1673,0.007541,11,0.911316,,,,3.45123553276062,8822,8822,0,/home/ojab2/work/git/vggt/colmap_outputs/kitchen_2_n20_s42_default_minfarthestpose_sharedcam/eval_results.json,kitchen_2_n20_s42_default_minfarthestpose_sharedcam,kitchen_2_n20_s42_default_minfarthestpose_sharedcam_i20_gteval_steps15000_val_step14999.json,575,,,colmap,20.0
