choice,dataset,shared_camera,sampling_mode,rre,rte,psnr,lpips,ssim,quality
VGGT,bonsai,Shared Cam,random,0.7215,0.105749,17.85118865966797,0.4175364077091217,0.5794695019721985,0.3181428468173165
VGGT,bonsai,,random,0.7215,0.105749,17.731338500976562,0.4183982312679291,0.5749688744544983,0.31275946366624285
VGGT,kitchen,Shared Cam,random,0.3392,0.031011,19.792875289916992,0.2545251250267029,0.46831753849983215,0.3897231069766832
VGGT,kitchen,,random,0.3392,0.031011,19.821290969848633,0.23921124637126923,0.462830513715744,0.39649354836397005
VGGT,counter,Shared Cam,random,0.3433,0.032901,20.147132873535156,0.3210239112377167,0.6318534016609192,0.45086980683219524
VGGT,counter,,random,0.3433,0.032901,20.160112380981445,0.3072532117366791,0.6301777958869934,0.45863071345446405
