method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series
combined,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bonsai,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,indoor,22.52419662475586,0.22877410054206848,0.6952694058418274,1000000,0.002376160817220807,0.17634589970111847,,,0.5889192160807157,0.2621301195232437,100000,/home/ojab2/work/git/gsplat/results/combined_outputs/bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.1581,0.013152,100,1.113392,,,,/home/ojab2/work/git/vggt/combined_outputs/bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/eval_results.json,bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,100000,combined | COLMAP Cams | VGGT Pcd | confidence
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,lego,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,25.1333065032959,0.05061832815408707,0.9027419090270996,1000000,0.11246350407600403,10.389333724975586,0.01809123530983925,0.019032306969165802,0.8685377139193893,0.12184910310613252,87000,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,10.4269,0.396164,87,0.88238,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,87000,combined | COLMAP Cams | VGGT Pcd | random
combined,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bicycle,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,outdoor,21.494110107421875,0.2581041157245636,0.5169304013252258,1000000,0.0024948089849203825,0.0917556956410408,,,0.4474467766834901,0.32007508862152434,100000,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0986,0.006893,100,1.077433,,,,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,100000,combined | COLMAP Cams | VGGT Pcd | random
combined,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bonsai,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,indoor,22.354103088378906,0.22717973589897156,0.6824870109558105,1000000,0.0020405687391757965,0.1642637997865677,,,0.5792784267543893,0.26549272680185343,100000,/home/ojab2/work/git/gsplat/results/combined_outputs/bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.1581,0.013152,100,1.113392,,,,/home/ojab2/work/git/vggt/combined_outputs/bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/eval_results.json,bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,100000,combined | COLMAP Cams | VGGT Pcd | random
combined,87,42,0.0,87000,voxels,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,lego,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,25.320816040039062,0.05013762414455414,0.905252993106842,1000000,0.11247402429580688,10.391925811767578,0.017554717138409615,0.018464112654328346,0.87377531384012,0.12029491313189945,86657,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,10.4269,0.396164,87,0.88238,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,86657,combined | COLMAP Cams | VGGT Pcd | voxels
combined,100,42,0.0,100000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bicycle,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,outdoor,21.492279052734375,0.30879929661750793,0.5153391361236572,1000000,0.002381294732913375,0.09299986064434052,,,0.41518898227913487,0.33735574578226274,99373,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0986,0.006893,100,1.077433,,,,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam,bicycle_4_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,99373,combined | COLMAP Cams | VGGT Pcd | voxels
combined,100,42,0.0,100000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bonsai,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,indoor,21.630859375,0.24026240408420563,0.6636233925819397,1000000,0.0033368030562996864,0.2435988485813141,,,0.5467779477785902,0.2757038542297569,99753,/home/ojab2/work/git/gsplat/results/combined_outputs/bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.1581,0.013152,100,1.113392,,,,/home/ojab2/work/git/vggt/combined_outputs/bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam/eval_results.json,bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam,bonsai_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,99753,combined | COLMAP Cams | VGGT Pcd | voxels
vggt,87,42,0.0,87000,confidence,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.369808197021484,0.0754542276263237,0.7738659977912903,1000000,0.006141848396509886,0.2506617307662964,0.08965340256690979,0.021102016791701317,0.6896279502158973,0.18672448304401762,87000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_confidence_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_confidence_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p87000_confidence_farthestpose_i87_gteval_poseopt_steps15000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p87000_confidence_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p87000_confidence_farthestpose,lego_1_n87_s42_c0.0_p87000_confidence_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,87000,vggt |  |  | confidence
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.05126953125,0.3936842381954193,0.2693771719932556,1000000,0.013411002233624458,0.7272999286651611,,,0.13671254720526754,0.4227224933165218,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000,0.857,0.067143,100,5.77909,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_confidence_farthestpose,bicycle_4_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt |  |  | confidence
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,indoor,17.407270431518555,0.3998410701751709,0.5593662858009338,1000000,0.021956823766231537,0.7770581245422363,,,0.30908891998226573,0.3606033690902244,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000,0.7897,0.107121,100,7.792566,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose,bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt |  |  | confidence
vggt,87,42,0.0,87000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.364919662475586,0.07561351358890533,0.7736722826957703,1000000,0.0061338734813034534,0.25134414434432983,0.0899571031332016,0.0211779847741127,0.6893258134485296,0.18684890525805337,87000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p87000_random_farthestpose,lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,87000,vggt |  |  | random
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.384122848510742,0.337806761264801,0.26788055896759033,1000000,0.013628819026052952,0.4889967441558838,,,0.17649355493945842,0.4039034005824482,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt |  |  | random
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,indoor,17.422657012939453,0.3988327085971832,0.5597713589668274,1000000,0.021631203591823578,0.7885617017745972,,,0.3102331869860916,0.3601441038292793,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt |  |  | random
vggt,87,42,0.0,87000,voxels,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.346023559570312,0.07587768882513046,0.7733228802680969,1000000,0.006142660975456238,0.2516622543334961,0.08938292413949966,0.02103985659778118,0.6886084855784063,0.1870726868238496,86657,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_voxels_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_voxels_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p87000_voxels_farthestpose_i87_gteval_poseopt_steps15000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p87000_voxels_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p87000_voxels_farthestpose,lego_1_n87_s42_c0.0_p87000_voxels_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,86657,vggt |  |  | voxels
vggt,100,42,0.0,100000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.940832138061523,0.3630050718784332,0.285719096660614,1000000,0.01320565864443779,0.4734974205493927,,,0.1816803668907047,0.40807427140772834,99373,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_voxels_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_voxels_farthestpose,bicycle_4_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,99373,vggt |  |  | voxels
vggt,100,42,0.0,100000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,indoor,17.41287612915039,0.4037659764289856,0.5611202120780945,1000000,0.022118790075182915,0.7518887519836426,,,0.3077956354408933,0.3614630473485273,99753,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_voxels_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_voxels_farthestpose,bonsai_2_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,99753,vggt |  |  | voxels
colmap,87,42,,10313,,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,synthetic,23.415613174438477,0.06068120896816254,0.8655398488044739,1000000,0.11611875891685486,10.428851127624512,0.020421398803591728,0.021033968776464462,0.8087613326028387,0.14397459069395593,10313,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,10.4784,0.403756,87,0.885202,,,,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,10313,colmap |  |  | 
colmap,100,42,,17352,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bicycle,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,outdoor,22.163246154785156,0.3494715690612793,0.5586552619934082,1000000,0.002470657927915454,0.1106053814291954,,,0.42783902572919363,0.3399620648095866,17352,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0986,0.006893,100,1.077433,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_default_farthestpose_sharedcam,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,17352,colmap |  |  | 
colmap,100,42,,80892,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bonsai,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,indoor,24.653011322021484,0.17453931272029877,0.7761514782905579,1000000,0.0010529047576710582,0.09680686891078949,,,0.7091194321343928,0.2170303140499316,80892,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.1581,0.013152,100,1.113392,,,,/home/ojab2/work/git/vggt/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,bonsai_2_n100_s42_default_farthestpose_sharedcam,bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,80892,colmap |  |  | 
