method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,raw_eval_metrics,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
colmap,20,42,,90,,farthestpose,20,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,11.360980987548828,0.5090924501419067,0.6725369691848755,90482,0.39016732573509216,114.8832015991211,0.1958631596989721,90,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n20_s42_default_farthestpose_sharedcam_i20_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n20_s42_default_farthestpose_sharedcam_i20_gteval_steps15000/stats/val_step14999.json,lego_1_n20_s42_default_farthestpose_sharedcam_i20_gteval_steps15000,114.8832,0.023191,3,"{'rre': [115.15442481371458, 114.45029251182523, 115.04485804293381], 'rte': [0.034597293410217944, 0.03380108774050576, 0.00117367991965672]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n20_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n20_s42_default_farthestpose_sharedcam,lego_1_n20_s42_default_farthestpose_sharedcam_i20_gteval_steps15000_val_step14999.json,90,colmap | default | ,20.0
colmap,30,42,,1259,,farthestpose,30,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,11.432000160217285,0.5109090209007263,0.5735761523246765,1000000,1.2797967195510864,79.92001342773438,0.13818516686336027,1259,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n30_s42_default_farthestpose_sharedcam_i30_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n30_s42_default_farthestpose_sharedcam_i30_gteval_steps15000/stats/val_step14999.json,lego_1_n30_s42_default_farthestpose_sharedcam_i30_gteval_steps15000,75.8732,2.952918,18,"{'rre': [65.41847137430776, 116.89595987001464, 78.31235477598092, 56.422038954777186, 64.4532884234567, 114.22105951046849, 62.07369094284262, 116.91614032009875, 62.133245752581956, 62.252892533286094, 62.10974349247407, 115.43249121357516, 62.318866795564, 62.11958895996073, 76.30571652382483, 62.29251876467598, 62.10270753892079, 63.93686132958813], 'rte': [5.198770061130597, 2.8325071820410557, 3.616211761196474, 2.926619457892395, 4.580104776189188, 4.266687403844712, 3.064234674900497, 2.9542664701830157, 1.060769273439241, 1.0847766619828594, 3.9086953768531845, 3.6678555205316328, 0.26707023704756433, 4.019365038417877, 3.4700849929864654, 0.21007114738112795, 2.575811226945906, 3.4486232340340304]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n30_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n30_s42_default_farthestpose_sharedcam,lego_1_n30_s42_default_farthestpose_sharedcam_i30_gteval_steps15000_val_step14999.json,1259,colmap | default | ,30.0
colmap,40,42,,2398,,farthestpose,40,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,11.358972549438477,0.5090183019638062,0.6728047728538513,1000000,0.8739086389541626,154.728515625,0.1960283472136757,2398,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n40_s42_default_farthestpose_sharedcam_i40_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n40_s42_default_farthestpose_sharedcam_i40_gteval_steps15000/stats/val_step14999.json,lego_1_n40_s42_default_farthestpose_sharedcam_i40_gteval_steps15000,154.9139,3.71729,35,"{'rre': [159.09243526914167, 159.18997695485174, 152.02228541947827, 149.20255844999997, 152.27941513069152, 152.14846349089055, 160.92188980658077, 152.0988690380647, 149.0202994820596, 149.39499079076498, 159.08645694660754, 155.37558161731448, 161.63749768207876, 148.90719941408992, 160.73271448042925, 159.15702887057319, 159.10985059573076, 149.47467603057657, 159.1088078249536, 155.93601723306787, 152.04288294139204, 149.04339081821146, 158.89538650089182, 152.0914083153855, 159.07562969141472, 152.07724288730793, 152.1256809488121, 155.7871813011417, 152.10731774799694, 152.31431080751713, 159.08837922130286, 158.95249408717527, 158.44797773900805, 153.99524435079994, 152.0439406711844], 'rte': [3.8305551002569564, 3.5989048658743243, 3.6469583820740787, 3.8723824675499356, 4.065763619837913, 3.7072548458491825, 3.3191226937935236, 3.722611155646678, 3.912759870137876, 4.293169288629925, 3.0133298981371057, 3.356611803932164, 3.534643350734671, 4.127211788942395, 3.5563018669404007, 3.686428072804764, 3.277854958052638, 2.677898144790902, 4.022793887907701, 3.495819312336929, 3.8506271389089743, 4.061290826435952, 4.123326504407491, 3.6024067324728763, 3.8927240269957966, 4.151925185131918, 3.7697235943828065, 3.524750566903742, 3.991679865060756, 3.9692871216332266, 3.8794743878490436, 4.03123574765459, 3.202788258823622, 3.3929858848183763, 3.942559656160817]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n40_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n40_s42_default_farthestpose_sharedcam,lego_1_n40_s42_default_farthestpose_sharedcam_i40_gteval_steps15000_val_step14999.json,2398,colmap | default | ,40.0
colmap,50,42,,3914,,farthestpose,50,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,11.360930442810059,0.5088004469871521,0.6731190085411072,1000000,1.0634526014328003,170.7633514404297,0.19638284643878404,3914,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n50_s42_default_farthestpose_sharedcam_i50_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n50_s42_default_farthestpose_sharedcam_i50_gteval_steps15000/stats/val_step14999.json,lego_1_n50_s42_default_farthestpose_sharedcam_i50_gteval_steps15000,170.7687,3.636532,43,"{'rre': [170.99541910908226, 170.67926139930378, 170.66537357275325, 170.87023636001976, 170.71863645846852, 170.69671386771586, 170.6712193431016, 170.7091867370306, 170.7716660967105, 170.7383004501966, 170.7464767403654, 170.9703353215006, 170.69088845100734, 170.6631141785401, 170.80208826227025, 170.73020818241147, 170.7469442101529, 170.7668853515985, 170.92648179316595, 170.9162033456688, 171.29762673470327, 170.91708760110973, 170.71637113143595, 170.65688228489915, 170.63732027216042, 170.90341552280395, 170.69109302577056, 170.9839887783082, 170.63385751651106, 170.68290993533336, 170.74359005636714, 170.70798111434382, 170.8078585998565, 170.6886625985553, 170.9057817891897, 170.85650940884312, 170.66622179430829, 170.72184788220625, 170.67946738078754, 170.67642480830986, 170.69791778471307, 170.64565994931465, 170.66188180850523], 'rte': [3.8151280595449353, 3.1033857357904293, 3.8240377194596853, 4.497532503617521, 4.072510606759255, 3.6002955598523823, 2.7796030026260796, 3.426091806706396, 4.2889309380614415, 3.494964282172345, 4.473614752996314, 2.8999457372382142, 3.3388062799346363, 3.2213591514957254, 3.641208816606367, 3.487895814529665, 4.723931871642325, 3.573747735440738, 3.598895528514078, 3.1702294931998876, 3.5860400854562453, 4.058653918123958, 3.094495742610574, 4.014900071803614, 4.282618922448288, 4.180148891682354, 3.500825192605451, 3.8382697362134874, 4.376200376479405, 3.4271104710382874, 3.110579218368808, 4.041591566067325, 3.8748070072724023, 3.3256388254515037, 3.8235131011748162, 4.093874595211248, 2.800966681033391, 3.5382077758061365, 2.877057678651359, 3.5345532954488488, 3.166934110657365, 2.7098086998800954, 4.081965569413945]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n50_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_default_farthestpose_sharedcam,lego_1_n50_s42_default_farthestpose_sharedcam_i50_gteval_steps15000_val_step14999.json,3914,colmap | default | ,50.0
colmap,60,42,,5276,,farthestpose,60,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,11.293022155761719,0.5136165618896484,0.6598289608955383,1000000,1.0728243589401245,88.14965057373047,0.18438041744641165,5276,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n60_s42_default_farthestpose_sharedcam_i60_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n60_s42_default_farthestpose_sharedcam_i60_gteval_steps15000/stats/val_step14999.json,lego_1_n60_s42_default_farthestpose_sharedcam_i60_gteval_steps15000,90.7994,3.439075,56,"{'rre': [108.90482362965619, 109.00558070133857, 75.19438316353857, 75.03163763590685, 75.15842384871033, 75.17904648085282, 109.01886404548053, 75.181603253358, 75.17452179018524, 108.96287169848239, 75.13277497446387, 108.83611053319208, 75.16470280926754, 74.79379323540712, 108.99130378416754, 108.96502641161875, 108.94433649013028, 75.20072570088199, 75.10098341637072, 108.90746989573381, 108.87421063916833, 108.75755767961864, 74.81679737937108, 75.12553657058673, 108.86480269277291, 108.99547205220289, 108.94514523314582, 75.32038103325614, 75.1585608638961, 108.7794223562504, 75.15257284197357, 108.89846331469333, 75.31664984705577, 75.12764389210811, 109.05050971310025, 75.31432682181274, 74.85941299995106, 75.12831557987172, 75.13855948653527, 108.82181007165902, 74.67871649600824, 75.11390102283853, 108.79321613621808, 108.99283056195583, 75.20738564727777, 108.98191091043596, 75.14356259627407, 108.86919211188285, 108.94386149839933, 109.00456018836681, 74.87303973384618, 108.96480897310727, 75.20173212772136, 108.95138813414803, 74.69138876732282, 75.05930426715955], 'rte': [4.50990378455571, 3.354473479716332, 3.430405074440098, 4.5599558662592, 4.172336143869414, 3.7589220041962994, 3.0990291154678156, 2.984995465387347, 3.962914245410718, 2.810987884790184, 4.303631975726095, 5.422084817535042, 2.98118475340149, 2.249125601421294, 3.313406424500934, 3.718453222290548, 3.383268507144256, 2.510281073065218, 4.794590053767223, 3.456989429889099, 5.0117284151258215, 5.323783360108426, 1.9709896769764266, 4.062907038647113, 4.325149271360093, 3.3175723321481567, 3.1084998805261015, 3.1311911912429435, 3.9541495388267536, 4.091703899859602, 3.335070633778906, 4.903534262430918, 2.962829207685063, 3.3948113090736145, 3.3359506104751504, 2.91620643244983, 1.9086831358713725, 3.985057416614515, 3.187016853982461, 4.913411942502728, 2.475381755244212, 2.6279652919193768, 3.968574468075409, 3.104869763650816, 2.9482706905471496, 2.9377075668221377, 2.0854298384339325, 3.427607269209689, 3.1284658693068272, 2.78829738433397, 1.7550749334084192, 3.2175694101027217, 4.171636616956484, 2.9398985611976394, 2.4911539659775364, 2.6030968616381243]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n60_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n60_s42_default_farthestpose_sharedcam,lego_1_n60_s42_default_farthestpose_sharedcam_i60_gteval_steps15000_val_step14999.json,5276,colmap | default | ,60.0
colmap,70,42,,7387,,farthestpose,70,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.89842414855957,0.5143102407455444,0.6458036303520203,1000000,1.0577585697174072,99.15815734863281,0.16844290243177307,7387,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n70_s42_default_farthestpose_sharedcam_i70_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n70_s42_default_farthestpose_sharedcam_i70_gteval_steps15000/stats/val_step14999.json,lego_1_n70_s42_default_farthestpose_sharedcam_i70_gteval_steps15000,76.4292,3.071785,70,"{'rre': [31.458381992000298, 31.721974168815997, 31.634460621567513, 31.65229906701109, 156.96939736544886, 156.9931861909486, 156.97110290592624, 157.01138733354824, 31.799873412581796, 157.02327556276208, 157.10070737249873, 31.700815577186127, 157.01924071581595, 31.367350627958533, 31.62118701311153, 156.9962495069484, 31.79590951676567, 31.682836590961116, 31.68850218161817, 156.93786469446087, 31.551204429508935, 31.692211704709294, 156.93491119457613, 31.67966271306473, 157.0226719367785, 31.650173305380576, 31.4589566220444, 31.520571814006605, 156.9521780206202, 31.670271937991235, 156.92249878621828, 31.717328783309323, 31.57881755895676, 31.490537722636024, 31.651604451069456, 31.69253900061257, 157.11799849334554, 31.660669708526655, 157.08296473449775, 31.389413820706277, 31.64191180068584, 156.97191988330965, 31.442908621158818, 157.21692386277974, 31.747335435444985, 156.95075490980247, 31.648371889750635, 157.12829425700596, 31.697057590502492, 157.00049618300346, 156.97031344431926, 31.4068993563823, 31.477209824147298, 33.017067296508024, 31.413017254033562, 31.669194529635263, 31.685936275854036, 157.06437479622656, 31.641694712597637, 157.00463299578493, 31.669468198419494, 31.587062092697437, 31.689167567958794, 31.71510308726407, 31.655778725931352, 31.669108956760844, 157.03421946376565, 31.678827734818167, 32.0220973462408, 156.94507939782744], 'rte': [3.424929076397738, 2.307532967015176, 2.258880475212913, 2.0887011013530343, 4.6389982786311235, 5.260933811812278, 4.732957188462203, 4.5445814502619255, 2.206082725162192, 4.244301361110411, 4.441331080326744, 1.5419215136063902, 4.838352535874055, 3.652166956954745, 2.7327304996625696, 4.090622267436086, 1.6196077106968239, 0.975901032607784, 2.8324630612648636, 3.0615385052048536, 2.9562378510046283, 2.914697287626241, 3.350864290993709, 1.8753122642315894, 5.512370163818035, 2.975118306420877, 3.6495299296261647, 3.6906527164101033, 3.0359027855095166, 1.0782604811526089, 2.057215472457597, 2.1496205233296837, 2.7291482063690617, 3.464991016799585, 2.684997647512906, 2.669641063930798, 4.68792633421726, 1.9007900031985587, 4.436649115609375, 3.4500695205131993, 2.5034516140629335, 4.487334083356972, 3.6832514664687035, 4.804512418522519, 2.216089364328439, 4.160354411446048, 2.6780120337852606, 4.644448322269229, 1.171710476636887, 4.602429334408083, 4.079928323523714, 3.682992087577757, 1.6943032500660822, 1.4911218330519629, 3.3684738176058566, 2.0114930107066322, 2.5104804357576134, 3.4345707249494977, 2.4876160697143064, 3.361422070042395, 3.0238872986328165, 1.381633951857216, 2.692046778322207, 2.3061126607586577, 1.1183571273528619, 2.718241372308683, 4.727697082789183, 2.5018669117305206, 1.76214672480336, 2.9544583919515146]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n70_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n70_s42_default_farthestpose_sharedcam,lego_1_n70_s42_default_farthestpose_sharedcam_i70_gteval_steps15000_val_step14999.json,7387,colmap | default | ,70.0
colmap,80,42,,9496,,farthestpose,80,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.611348152160645,0.5267734527587891,0.5255221724510193,1000000,0.28962501883506775,16.28804588317871,0.08509330566708653,9496,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n80_s42_default_farthestpose_sharedcam_i80_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n80_s42_default_farthestpose_sharedcam_i80_gteval_steps15000/stats/val_step14999.json,lego_1_n80_s42_default_farthestpose_sharedcam_i80_gteval_steps15000,13.712,0.865246,80,"{'rre': [2.7723807158588762, 2.8630677482273788, 2.689762200599454, 2.7217990960837186, 2.389145313440103, 2.7272721189118756, 179.9399734458409, 2.613712122850897, 2.612645610350244, 2.4431778807128257, 2.861871736612793, 2.4499228357361105, 2.6595100788847614, 179.3666387612892, 2.7064432251352453, 178.66657088057093, 2.7582003837323312, 2.69872378027489, 2.484196655149198, 2.588503560104929, 2.6998879028365654, 2.7887498342724713, 2.565668606969824, 2.738233430600263, 2.7342907944608057, 2.5439294336149, 2.626195925790322, 2.700393221950636, 179.9180077082305, 2.714733055041589, 2.737398900975601, 3.028084283785761, 2.560119305035581, 2.6881824645021832, 2.6353681478079927, 2.676585631993458, 2.5852591026356646, 2.8077915416913766, 2.5931187531720354, 2.780040061573765, 2.7741892089073183, 2.735910778366605, 2.3672670154003783, 2.684801568037759, 2.6790974916762145, 179.02791005194376, 2.7869515665642592, 2.6852572058263844, 2.4464979717282205, 2.7831923595270585, 2.403535991970469, 2.704683623605638, 2.577447060757344, 2.6427522522101277, 2.433471833667591, 2.6602354895676714, 2.6168980459558373, 2.579948870291644, 2.7927515119917503, 2.789704711981486, 2.6335309968814635, 2.771999172690446, 2.6795744588275414, 2.780502072636507, 2.532120950831585, 2.723943118039492, 2.748530558196957, 2.5963151976862506, 2.8340437474773434, 2.624830705814065, 2.6589550214275652, 2.7578694481890156, 2.7944398353324833, 2.662523067426186, 2.65899183934618, 2.687994082895228, 2.4257289229625583, 2.803121493018315, 2.7038669254615915, 2.574559241476831], 'rte': [0.5892171647711255, 0.8128343954970361, 0.2826924311740259, 0.3598342023164551, 0.5516642973366503, 0.5153958005396115, 6.228683198749305, 0.35824731697709, 0.21027555940247572, 0.4077447670823583, 0.775076893268304, 0.4603302286202422, 0.4781225932722333, 5.622373382373415, 0.6703424891260588, 6.625841098724047, 0.491534284347333, 0.41703487577667914, 0.4146841733552039, 0.6854111639514899, 0.5160377166982499, 0.8020659246865893, 0.31028400212035384, 0.5909624638191088, 0.7101363887188307, 0.33326243973345704, 0.2060161467080212, 0.3167627884754263, 6.542538475069839, 0.7088657628399244, 0.5707996861633706, 0.5411072864484466, 0.25918285738825025, 0.5449175925412928, 0.509547040958754, 0.24882221618020606, 0.20530956930524102, 0.6223018480166458, 0.3032417181545659, 0.6416929691694785, 0.8235151076710504, 0.6872590697296811, 0.5930506203103824, 0.2704536158135701, 0.5537663655500059, 5.898386778670739, 0.6926193901922557, 0.3578860074424438, 0.48293055437767773, 0.5994851577689855, 0.6360514529171891, 0.4851821073161708, 0.3196427499065228, 0.8298079443317093, 0.5887079107526335, 0.5771944149296951, 0.3380863415190836, 0.35566122747940104, 0.5964197863329751, 0.6288068615643666, 0.11469035423425798, 0.6961706733198726, 0.304647382459881, 0.7758899207587541, 0.21087522346675844, 0.33731443732988875, 0.7183345134280702, 0.44167291033026196, 0.8031211309886077, 0.3051292728806132, 0.5660287782933242, 0.7105084169260986, 0.7129345706265175, 0.5716733298175944, 0.5464226764893612, 0.6484393340133825, 0.4408819254581287, 0.7100612323134171, 0.6412538096375432, 0.20754872457317702]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n80_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n80_s42_default_farthestpose_sharedcam,lego_1_n80_s42_default_farthestpose_sharedcam_i80_gteval_steps15000_val_step14999.json,9496,colmap | default | ,80.0
colmap,87,42,,10350,,farthestpose,87,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.700383186340332,0.5189155340194702,0.5321635603904724,1000000,0.23999889194965363,12.794140815734863,0.09547652231554773,10350,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,lego_1_n87_s42_default_farthestpose_sharedcam_i87_gteval_steps15000,12.7941,0.784629,87,"{'rre': [2.812505226335061, 2.8615148811042546, 2.7083569224785355, 2.731301662421885, 2.3925702947242726, 2.7220578186940485, 179.238161316556, 2.5003858562087613, 2.62940268900411, 2.4313211552139498, 2.9080203889284015, 2.4863210524084787, 2.682900342664081, 178.87125361892583, 2.584374472068911, 178.24902152615473, 2.830674889396783, 2.7213144128392144, 2.483259305589438, 2.5835768075914882, 2.703847605513599, 2.711170715045882, 2.755483310080279, 2.515096417034729, 2.7576823376083617, 2.7726098353916204, 2.5415239153864846, 2.6092513166658255, 2.714992854130909, 179.2256145727285, 2.7536509774573372, 2.8056487239077343, 3.07140190090349, 2.4973273388197392, 2.631292031547698, 2.577283968776697, 2.66869478393277, 2.6537293390344336, 2.5949105607900544, 2.7791290294746243, 2.6352527942268162, 2.8015406891724615, 2.834626464995434, 2.7864728831587136, 2.3781013488362266, 2.739784007358475, 2.684570968085575, 2.684724152113659, 178.5657247558751, 2.819287216426631, 2.6999003141860958, 2.733182089893669, 2.444577645915626, 2.8254942047759264, 2.4071336700931387, 2.708681701035011, 2.528949171922946, 2.691357839229612, 2.6950462528867063, 2.4446458609188206, 2.65784855788289, 2.5883659768507763, 2.5344943395241843, 2.8325219723627875, 2.6927027298722432, 2.65585740565189, 2.819016534782458, 2.704333259277716, 2.7929369373038515, 2.515463858136783, 2.7376075040545915, 2.752928407043641, 2.5778908314087112, 2.8938558062675734, 2.5850494516760048, 2.647441752478061, 2.668822938642493, 2.784691991651652, 2.819285810015846, 2.7057756022650956, 2.6994236896668107, 2.637506492744213, 2.7151592381510468, 2.390553850274044, 2.8032949909194884, 2.4511320811499915, 2.549228170787031], 'rte': [0.5395539819899583, 0.7583987793996947, 0.24914185086072596, 0.3183724285515001, 0.512217663766166, 0.46846389470703476, 6.193088593350093, 0.3423172538356324, 0.18190406643040702, 0.38573860791656245, 0.7198010606892543, 0.4261942404865421, 0.43662984814826306, 5.529797076494644, 0.6251677105012724, 6.5794254751142764, 0.45640390660750174, 0.37652885972289235, 0.38449927687547336, 0.6378281896814589, 0.47254777905031997, 0.3998800412418077, 0.7445129557899923, 0.29001411662318527, 0.5405010958854893, 0.6521633260392252, 0.31121066060168334, 0.17739585173705277, 0.27778388270490423, 6.525213708631862, 0.6507070418596674, 0.5248849758104827, 0.5021464907275117, 0.24343414841602035, 0.5005114089048188, 0.47391693143291713, 0.21512943482667699, 0.3361076705172132, 0.18372842741872397, 0.5704955983576685, 0.2773432304374415, 0.5905771748439252, 0.7654345976854257, 0.6298673408468032, 0.5503820899251131, 0.32573494552773125, 0.2353897998927512, 0.5038589347103016, 5.8063141833732, 0.6381600062921174, 0.31931955725275407, 0.38427721051928887, 0.44835416450772525, 0.5525629119077108, 0.5926047127759647, 0.43756950181016574, 0.3028065501241925, 0.771897270409495, 0.300855096975846, 0.5445376872048914, 0.534920572670525, 0.3284623594053005, 0.3338727006028463, 0.5497473123399311, 0.5893477593932691, 0.09183978675294566, 0.6405576430350391, 0.2666159553115802, 0.7180296773166749, 0.2048301559004451, 0.29613281559492893, 0.6614731000105608, 0.41086146397388473, 0.7445810854530425, 0.28178692989460247, 0.5189647198701699, 0.2761330147480802, 0.6533851295137925, 0.6564959919105805, 0.3158911536393232, 0.5258735888138902, 0.5008467410030343, 0.5931882529091728, 0.41841738303870224, 0.6542297109388927, 0.6094785237529742, 0.19519605379260116]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_default_farthestpose_sharedcam,lego_1_n87_s42_default_farthestpose_sharedcam_i87_gteval_steps15000_val_step14999.json,10350,colmap | default | ,87.0
colmap,20,42,,90,,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,11.361332893371582,0.508928120136261,0.6729114651679993,90482,0.48615768551826477,103.01089477539062,0.19619011824746038,90,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n20_s42_default_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n20_s42_default_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n20_s42_default_farthestpose_sharedcam_i20_gteval_poseopt_steps15000,114.8832,0.023191,3,"{'rre': [115.15442481371458, 114.45029251182523, 115.04485804293381], 'rte': [0.034597293410217944, 0.03380108774050576, 0.00117367991965672]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n20_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n20_s42_default_farthestpose_sharedcam,lego_1_n20_s42_default_farthestpose_sharedcam_i20_gteval_poseopt_steps15000_val_step14999.json,90,colmap | default | Pose Opt,20.0
colmap,30,42,,1259,,farthestpose,30,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.958738327026367,0.5626794099807739,0.5234756469726562,1000000,1.2641798257827759,79.80362701416016,0.0681654874034483,1259,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n30_s42_default_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n30_s42_default_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n30_s42_default_farthestpose_sharedcam_i30_gteval_poseopt_steps15000,75.8732,2.952918,18,"{'rre': [65.41847137430776, 116.89595987001464, 78.31235477598092, 56.422038954777186, 64.4532884234567, 114.22105951046849, 62.07369094284262, 116.91614032009875, 62.133245752581956, 62.252892533286094, 62.10974349247407, 115.43249121357516, 62.318866795564, 62.11958895996073, 76.30571652382483, 62.29251876467598, 62.10270753892079, 63.93686132958813], 'rte': [5.198770061130597, 2.8325071820410557, 3.616211761196474, 2.926619457892395, 4.580104776189188, 4.266687403844712, 3.064234674900497, 2.9542664701830157, 1.060769273439241, 1.0847766619828594, 3.9086953768531845, 3.6678555205316328, 0.26707023704756433, 4.019365038417877, 3.4700849929864654, 0.21007114738112795, 2.575811226945906, 3.4486232340340304]}",/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n30_s42_default_farthestpose_sharedcam/eval_results.json,lego_1_n30_s42_default_farthestpose_sharedcam,lego_1_n30_s42_default_farthestpose_sharedcam_i30_gteval_poseopt_steps15000_val_step14999.json,1259,colmap | default | Pose Opt,30.0
