choice,dataset,random_init,use_ba,eval_rre,eval_rte,quality
COLMAP,bonsai,Random Init,,0.05946106091141701,0.0007070667925290763,0.7998922223236127
VGGT,bonsai,Random Init,Use BA,0.497849702835083,0.006302780006080866,0.43308124064314735
VGGT,bonsai,Random Init,,0.7308099269866943,0.023722030222415924,0.34360857487034685
COLMAP,kitchen,Random Init,,0.10134392976760864,0.0009086028439924121,0.49702710226962443
VGGT,kitchen,Random Init,Use BA,0.3458828330039978,0.0043939994648098946,0.36066554425752645
VGGT,kitchen,Random Init,,0.28279656171798706,0.005697792861610651,0.42605658379989136
COLMAP,counter,Random Init,,0.015633879229426384,0.0001695939718047157,0.7813295716004683
VGGT,counter,Random Init,Use BA,0.45121657848358154,0.004877032246440649,0.3976959577235717
VGGT,counter,Random Init,,0.3872610032558441,0.007659002672880888,0.44083397066229113
