choice,random_init,pcd_src,real_num_points,eval_rre,eval_rte,psnr,ssim,lpips
VGGT,Random Init,,10350,0.33023449778556824,0.005195914302021265,20.434045791625977,0.7700434923171997,0.11198077350854874
VGGT,Random Init,,95700,0.33023154735565186,0.005195914302021265,20.480182647705078,0.7690724730491638,0.10805761069059372
VGGT,,colmappcd,10350,0.3303911089897156,0.005195914302021265,20.30224609375,0.7712568640708923,0.11187795549631119
VGGT,,,10350,0.33023449778556824,0.005195914302021265,20.389137268066406,0.7679911851882935,0.1099284291267395
VGGT,,,95700,0.33023154735565186,0.005195914302021265,20.394081115722656,0.7673197984695435,0.10284382104873657
