choice,num_points,sampling_mode,psnr,lpips,ssim,quality
COLMAP,1000,ba,22.126142501831055,0.31225791573524475,0.5577945709228516,0.44961998387541835
COLMAP,1000,confidence,22.28526496887207,0.3328595757484436,0.5697954297065735,0.4468676682181603
COLMAP,1000,imagefps,22.061195373535156,0.34926190972328186,0.533775269985199,0.4115289128624518
COLMAP,1000,random,22.148950576782227,0.342405766248703,0.5437228083610535,0.42320347045287443
COLMAP,1000,voxels,22.10429573059082,0.3468128442764282,0.5406391620635986,0.4178528083927682
COLMAP,10000,ba,22.143239974975586,0.31119272112846375,0.5573219656944275,0.45031775395695145
COLMAP,10000,confidence,22.29121971130371,0.30420100688934326,0.5730538964271545,0.4665739519244436
COLMAP,10000,imagefps,21.9586181640625,0.31747934222221375,0.5311827063560486,0.4277320846556997
COLMAP,10000,random,22.02680206298828,0.3033401370048523,0.5396957993507385,0.44270107086174204
COLMAP,10000,voxels,22.093074798583984,0.3287990093231201,0.5422222018241882,0.4296904188073092
COLMAP,17352,,22.163246154785156,0.3494715690612793,0.5586552619934082,0.42783902572919363
COLMAP,100000,ba,22.093265533447266,0.3130878806114197,0.554749608039856,0.44671814708139623
COLMAP,100000,confidence,22.227602005004883,0.25709494948387146,0.5663310885429382,0.4905421928665404
COLMAP,100000,imagefps,21.744842529296875,0.2527329623699188,0.5277017951011658,0.4617045571309859
COLMAP,100000,random,21.907724380493164,0.24226100742816925,0.542457640171051,0.4798142065894999
COLMAP,100000,voxels,21.884368896484375,0.2773078680038452,0.5323728919029236,0.45185031946639564
