choice,error_opa,splatting_strategy,rre,rte,psnr,lpips,ssim,num_GS
VGGT,,Default,0.4666,0.027353,21.936609268188477,0.16765137016773224,0.7241315245628357,380393
VGGT,,MCMC,0.4666,0.027353,21.929880142211914,0.15920087695121765,0.7176147699356079,1000000
VGGT,Err Opa Init,Default,0.4666,0.027353,21.925363540649414,0.16675381362438202,0.7238916754722595,380835
VGGT,Err Opa Init,MCMC,0.4666,0.027353,21.93595314025879,0.15897467732429504,0.7178133726119995,1000000
