choice,dataset,depth_conf_mode,depth_loss_mode,psnr,lpips,ssim,quality
VGGT,bicycle,,,22.770076751708984,0.2482174187898636,0.6338316798210144,0.5455420087149113
VGGT,bicycle,,full,21.791532516479492,0.276291161775589,0.6061869263648987,0.4939248257058251
VGGT,bicycle,shifted,full,22.26946258544922,0.2605409622192383,0.6197601556777954,0.5204352889454466
VGGT,bicycle,sigmoid,full,21.770925521850586,0.2767789661884308,0.6060409545898438,0.49315673724794795
VGGT,bicycle,standard,full,21.79163932800293,0.2762918174266815,0.6063940525054932,0.4940475253721117
VGGT,bonsai,,,26.098609924316406,0.21166729927062988,0.8379709124565125,0.7491229822916052
VGGT,bonsai,,full,23.582618713378906,0.26394495368003845,0.7986528873443604,0.647267398274975
VGGT,bonsai,standard,full,23.59379005432129,0.26419469714164734,0.79857337474823,0.6472736137342422
VGGT,lego,,,33.284175872802734,0.031800854951143265,0.9806314706802368,1.0766449147391195
