method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series
vggt,100,42,0.0,110000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,Shared Cam,,,Use BA,50,gsplat,16.752033233642578,0.3695726692676544,0.24172545969486237,1000000,0.0077490005642175674,0.7014999985694885,,0.12988422682255876,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam_i100_gteval_poseopt_steps15000,0.8705,0.046584,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam/eval_results.json,bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam,bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,110000,vggt | random | Use BA | 50.0 | pinhole
vggt,100,42,0.0,110000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,radial,,15000,15000,,MCMC,,,,,Shared Cam,,,Use BA,50,gsplat,16.89228630065918,0.3622530400753021,0.24346892535686493,1000000,0.007718000560998917,0.6281999349594116,,0.13801936602886816,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam_i100_gteval_poseopt_steps15000,0.7917,0.048267,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam/eval_results.json,bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam,bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba50_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,110000,vggt | random | Use BA | 50.0 | radial
vggt,100,42,0.0,110000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,Shared Cam,,,Use BA,3000,gsplat,16.73583221435547,0.3705008924007416,0.24191710352897644,1000000,0.00774999987334013,0.7018999457359314,,0.12912330312183573,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam_i100_gteval_poseopt_steps15000,0.8705,0.046584,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam/eval_results.json,bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam,bicycle_4_n100_s42_mpinhole_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,110000,vggt | random | Use BA | 3000.0 | pinhole
vggt,100,42,0.0,110000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,radial,,15000,15000,,MCMC,,,,,Shared Cam,,,Use BA,3000,gsplat,16.909183502197266,0.36254313588142395,0.24365952610969543,1000000,0.007700000423938036,0.6276999115943909,,0.13826466811175778,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam_i100_gteval_poseopt_steps15000,0.7917,0.048267,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam/eval_results.json,bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam,bicycle_4_n100_s42_mradial_c0.0_p110000_random_farthestpose_useba_maxba3000_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,110000,vggt | random | Use BA | 3000.0 | radial
vggt,100,42,0.0,110000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.306474685668945,0.34898674488067627,0.26248276233673096,1000000,0.014096999540925026,0.7236999273300171,,0.16499779532682285,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_farthestpose_i100_gteval_poseopt_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,110000,vggt | random |  |  | 
colmap,100,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,pinhole,,,,default,MCMC,,,,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,,bicycle_4_n100_s42_default_mpinhole_farthestpose_sharedcam,0.0962,0.007443,100,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_default_mpinhole_farthestpose_sharedcam,,,colmap |  |  |  | pinhole
colmap,100,42,,16687,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,22.471338272094727,0.35102325677871704,0.5768165588378906,1000000,0.0024700001813471317,0.09790000319480896,,0.44320724481417806,16687,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.1069,0.008457,100,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_default_farthestpose_sharedcam,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,16687,colmap |  |  |  | 
