method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss,error_opa,depth_lambda,depth_conf,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,real_num_points,file_path,rre,rte,plot_series
colmap,100,43,,54275,,farthestpose,100,GT Eval,GT Extrinsics,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,22.115966796875,0.3118225336074829,0.5346190333366394,1000000,,,54275,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s43_default_farthestpose_i100_gteval_gtext_gtpcd_steps15000/stats/val_step14999.json,0.0989,0.017192,colmap | GT Extrinsics |  | GT Points
colmap,100,43,,54275,,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,23.239009857177734,0.2515590786933899,0.6590301990509033,1000000,,,54275,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s43_default_farthestpose_i100_gteval_gtext_gtint_gtpcd_steps15000/stats/val_step14999.json,0.0989,0.017192,colmap | GT Extrinsics | GT Intrinsics | GT Points
colmap,100,44,,16589,,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,20.920557022094727,0.3674790859222412,0.4831123948097229,1000000,0.004349999595433474,0.10239998996257782,16589,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s44_default_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,0.1024,0.017495,colmap |  |  | 
colmap,100,44,,16589,,farthestpose,100,GT Eval,,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,20.721466064453125,0.38621512055397034,0.45959028601646423,1000000,,,16589,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s44_default_farthestpose_i100_gteval_gtint_steps15000/stats/val_step14999.json,0.1024,0.017495,colmap |  | GT Intrinsics | 
colmap,100,44,,16589,,farthestpose,100,GT Eval,GT Extrinsics,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,22.279077529907227,0.3885739743709564,0.5316933989524841,1000000,,,16589,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s44_default_farthestpose_i100_gteval_gtext_steps15000/stats/val_step14999.json,0.1024,0.017495,colmap | GT Extrinsics |  | 
colmap,100,44,,16589,,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,22.929906845092773,0.3496745228767395,0.6073259711265564,1000000,,,16589,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s44_default_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,0.1024,0.017495,colmap | GT Extrinsics | GT Intrinsics | 
colmap,100,44,,54275,,farthestpose,100,GT Eval,,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,20.901470184326172,0.2756507098674774,0.4944624602794647,1000000,,,54275,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s44_default_farthestpose_i100_gteval_gtpcd_steps15000/stats/val_step14999.json,0.1024,0.017495,colmap |  |  | GT Points
colmap,100,44,,54275,,farthestpose,100,GT Eval,,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,20.588102340698242,0.3010719418525696,0.45682451128959656,1000000,,,54275,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s44_default_farthestpose_i100_gteval_gtint_gtpcd_steps15000/stats/val_step14999.json,0.1024,0.017495,colmap |  | GT Intrinsics | GT Points
colmap,100,44,,54275,,farthestpose,100,GT Eval,GT Extrinsics,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,22.309682846069336,0.3062947690486908,0.5527457594871521,1000000,,,54275,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s44_default_farthestpose_i100_gteval_gtext_gtpcd_steps15000/stats/val_step14999.json,0.1024,0.017495,colmap | GT Extrinsics |  | GT Points
colmap,100,44,,54275,,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,14999,15000,default,MCMC,gsplat,23.225168228149414,0.2501341700553894,0.661036491394043,1000000,,,54275,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s44_default_farthestpose_i100_gteval_gtext_gtint_gtpcd_steps15000/stats/val_step14999.json,0.1024,0.017495,colmap | GT Extrinsics | GT Intrinsics | GT Points
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.31154441833496,0.4846026599407196,0.27133893966674805,1000000,0.015425998717546463,0.8569999933242798,107546,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,0.857,0.067143,vggt |  |  | 
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.29405975341797,0.44826117157936096,0.266660213470459,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_gtpcd_steps15000/stats/val_step14999.json,0.857,0.067143,vggt |  |  | GT Points
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.279638290405273,0.482205867767334,0.27058839797973633,1000000,,,107580,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_steps15000/stats/val_step14999.json,0.857,0.067143,vggt |  | GT Intrinsics | 
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.27974510192871,0.4493630826473236,0.26730790734291077,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_gtpcd_steps15000/stats/val_step14999.json,0.857,0.067143,vggt |  | GT Intrinsics | GT Points
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,20.870643615722656,0.37587204575538635,0.4479862153530121,1000000,,,107580,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_steps15000/stats/val_step14999.json,0.857,0.067143,vggt | GT Extrinsics |  | 
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,21.13997459411621,0.3407212793827057,0.4675380289554596,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtpcd_steps15000/stats/val_step14999.json,0.857,0.067143,vggt | GT Extrinsics |  | GT Points
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,22.49559211730957,0.3011239171028137,0.604187548160553,1000000,,,107580,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,0.857,0.067143,vggt | GT Extrinsics | GT Intrinsics | 
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,23.213163375854492,0.25136545300483704,0.6603776216506958,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_gtpcd_steps15000/stats/val_step14999.json,0.857,0.067143,vggt | GT Extrinsics | GT Intrinsics | GT Points
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.294458389282227,0.4864136278629303,0.27170222997665405,1000000,0.015527000650763512,0.8603999614715576,112120,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,0.8604,0.06754,vggt |  |  | 
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.274242401123047,0.45074203610420227,0.2657027840614319,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtpcd_steps15000/stats/val_step14999.json,0.8604,0.06754,vggt |  |  | GT Points
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.262258529663086,0.4851646423339844,0.2706768214702606,1000000,,,112120,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_steps15000/stats/val_step14999.json,0.8604,0.06754,vggt |  | GT Intrinsics | 
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.278636932373047,0.4487052857875824,0.2663242220878601,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_gtpcd_steps15000/stats/val_step14999.json,0.8604,0.06754,vggt |  | GT Intrinsics | GT Points
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,20.95378303527832,0.38516807556152344,0.44839972257614136,1000000,,,112120,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_steps15000/stats/val_step14999.json,0.8604,0.06754,vggt | GT Extrinsics |  | 
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,21.22710609436035,0.3445185720920563,0.46942010521888733,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtpcd_steps15000/stats/val_step14999.json,0.8604,0.06754,vggt | GT Extrinsics |  | GT Points
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,22.418397903442383,0.304257869720459,0.6004369258880615,1000000,,,112120,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,0.8604,0.06754,vggt | GT Extrinsics | GT Intrinsics | 
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,23.199848175048828,0.2533268928527832,0.6581745743751526,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_gtpcd_steps15000/stats/val_step14999.json,0.8604,0.06754,vggt | GT Extrinsics | GT Intrinsics | GT Points
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.28801727294922,0.48047006130218506,0.27036672830581665,1000000,0.015425998717546463,0.8569999933242798,107578,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,0.857,0.067143,vggt |  |  | 
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.27305793762207,0.44775107502937317,0.2654734253883362,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtpcd_steps15000/stats/val_step14999.json,0.857,0.067143,vggt |  |  | GT Points
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.29627799987793,0.4809477925300598,0.27010390162467957,1000000,,,107580,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_steps15000/stats/val_step14999.json,0.857,0.067143,vggt |  | GT Intrinsics | 
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,17.267154693603516,0.44733744859695435,0.26698267459869385,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_gtpcd_steps15000/stats/val_step14999.json,0.857,0.067143,vggt |  | GT Intrinsics | GT Points
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,20.891448974609375,0.3758470118045807,0.44765913486480713,1000000,,,107580,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_steps15000/stats/val_step14999.json,0.857,0.067143,vggt | GT Extrinsics |  | 
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,21.148418426513672,0.34110206365585327,0.4671971797943115,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtpcd_steps15000/stats/val_step14999.json,0.857,0.067143,vggt | GT Extrinsics |  | GT Points
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,22.4965763092041,0.3014591634273529,0.6045502424240112,1000000,,,107580,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,0.857,0.067143,vggt | GT Extrinsics | GT Intrinsics | 
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,14999,15000,,MCMC,gsplat,23.195531845092773,0.25149375200271606,0.6598683595657349,1000000,,,54275,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_gtpcd_steps15000/stats/val_step14999.json,0.857,0.067143,vggt | GT Extrinsics | GT Intrinsics | GT Points
