method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
colmap,90,42,,73160,,,,,0,10,farthestpose,90,GT Eval,,,,,,,,,0.0,,colmap,bonsai,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,21.677244186401367,0.22065772116184235,0.6703037619590759,1000000,0.013798060826957226,0.19432476162910461,,,0.5636452306509792,0.26721529389120463,73160,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n90_s42_default_farthestpose_sharedcam_i90_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n90_s42_default_farthestpose_sharedcam_i90_gteval_steps15000/stats/val_step14999.json,bonsai_2_n90_s42_default_farthestpose_sharedcam_i90_gteval_steps15000,0.187,0.059543,90,,,,/home/ojab2/work/git/vggt/colmap_outputs/bonsai_2_n90_s42_default_farthestpose_sharedcam/eval_results.json,bonsai_2_n90_s42_default_farthestpose_sharedcam,bonsai_2_n90_s42_default_farthestpose_sharedcam_i90_gteval_steps15000_val_step14999.json,73160,colmap,90.0
colmap,100,42,,17352,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,bicycle,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,21.33245086669922,0.36376556754112244,0.4795043170452118,1000000,0.0017129764892160892,0.09855562448501587,,,0.3573433696410345,0.364192450848629,17352,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_steps15000,0.0986,0.006893,100,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_default_farthestpose_sharedcam,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_steps15000_val_step14999.json,17352,colmap,100.0
colmap,100,42,,80892,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,bonsai,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,22.422779083251953,0.20355287194252014,0.6968405842781067,1000000,0.003077009692788124,0.1581190675497055,,,0.6035285908886177,0.2532921035199582,80892,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_steps15000,0.1581,0.013152,100,,,,/home/ojab2/work/git/vggt/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,bonsai_2_n100_s42_default_farthestpose_sharedcam,bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_steps15000_val_step14999.json,80892,colmap,100.0
vggt,10,42,0.0,10000,random,,,,0,10,farthestpose,10,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,14.1177978515625,0.582433819770813,0.18400134146213531,1000000,0.030797002837061882,1.569100022315979,,,-0.08405047608630223,0.5081685554665133,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n10_s42_c0.0_p10000_random_farthestpose_i10_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n10_s42_c0.0_p10000_random_farthestpose_i10_gteval_steps15000/stats/val_step14999.json,bicycle_4_n10_s42_c0.0_p10000_random_farthestpose_i10_gteval_steps15000,1.569,0.141985,10,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n10_s42_c0.0_p10000_random_farthestpose/eval_results.json,bicycle_4_n10_s42_c0.0_p10000_random_farthestpose,bicycle_4_n10_s42_c0.0_p10000_random_farthestpose_i10_gteval_steps15000_val_step14999.json,10000,vggt,10.0
vggt,10,42,0.0,10000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n10_s42_c0.0_p10000_random_farthestpose/eval_results.json,,bonsai_2_n10_s42_c0.0_p10000_random_farthestpose,1.2025,0.110639,10,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n10_s42_c0.0_p10000_random_farthestpose/eval_results.json,bonsai_2_n10_s42_c0.0_p10000_random_farthestpose,,,vggt,10.0
vggt,10,42,0.0,10000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,lego,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n10_s42_c0.0_p10000_random_farthestpose/eval_results.json,,lego_1_n10_s42_c0.0_p10000_random_farthestpose,2.5925,0.160213,10,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n10_s42_c0.0_p10000_random_farthestpose/eval_results.json,lego_1_n10_s42_c0.0_p10000_random_farthestpose,,,vggt,10.0
vggt,20,42,0.0,20000,random,,,,0,10,farthestpose,20,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,15.447319030761719,0.506489634513855,0.2102356106042862,1000000,0.025717996060848236,1.3446000814437866,,,0.002791091054193913,0.4745681043137834,20000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p20000_random_farthestpose_i20_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p20000_random_farthestpose_i20_gteval_steps15000/stats/val_step14999.json,bicycle_4_n20_s42_c0.0_p20000_random_farthestpose_i20_gteval_steps15000,1.3446,0.119326,20,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n20_s42_c0.0_p20000_random_farthestpose/eval_results.json,bicycle_4_n20_s42_c0.0_p20000_random_farthestpose,bicycle_4_n20_s42_c0.0_p20000_random_farthestpose_i20_gteval_steps15000_val_step14999.json,20000,vggt,20.0
vggt,20,42,0.0,20000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n20_s42_c0.0_p20000_random_farthestpose/eval_results.json,,bonsai_2_n20_s42_c0.0_p20000_random_farthestpose,0.8645,0.10407,20,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n20_s42_c0.0_p20000_random_farthestpose/eval_results.json,bonsai_2_n20_s42_c0.0_p20000_random_farthestpose,,,vggt,20.0
vggt,20,42,0.0,20000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,lego,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n20_s42_c0.0_p20000_random_farthestpose/eval_results.json,,lego_1_n20_s42_c0.0_p20000_random_farthestpose,2.2981,0.141203,20,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n20_s42_c0.0_p20000_random_farthestpose/eval_results.json,lego_1_n20_s42_c0.0_p20000_random_farthestpose,,,vggt,20.0
vggt,30,42,0.0,30000,random,,,,0,10,farthestpose,30,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,15.909794807434082,0.483803391456604,0.21887671947479248,1000000,0.019523000344634056,0.9797000288963318,,,0.030412591069142847,0.46442041123899225,30000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n30_s42_c0.0_p30000_random_farthestpose_i30_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n30_s42_c0.0_p30000_random_farthestpose_i30_gteval_steps15000/stats/val_step14999.json,bicycle_4_n30_s42_c0.0_p30000_random_farthestpose_i30_gteval_steps15000,0.9795,0.090795,30,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n30_s42_c0.0_p30000_random_farthestpose/eval_results.json,bicycle_4_n30_s42_c0.0_p30000_random_farthestpose,bicycle_4_n30_s42_c0.0_p30000_random_farthestpose_i30_gteval_steps15000_val_step14999.json,30000,vggt,30.0
vggt,30,42,0.0,30000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n30_s42_c0.0_p30000_random_farthestpose/eval_results.json,,bonsai_2_n30_s42_c0.0_p30000_random_farthestpose,0.9727,0.110438,30,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n30_s42_c0.0_p30000_random_farthestpose/eval_results.json,bonsai_2_n30_s42_c0.0_p30000_random_farthestpose,,,vggt,30.0
vggt,30,42,0.0,30000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,lego,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n30_s42_c0.0_p30000_random_farthestpose/eval_results.json,,lego_1_n30_s42_c0.0_p30000_random_farthestpose,2.2345,0.136023,30,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n30_s42_c0.0_p30000_random_farthestpose/eval_results.json,lego_1_n30_s42_c0.0_p30000_random_farthestpose,,,vggt,30.0
vggt,40,42,0.0,40000,random,,,,0,10,farthestpose,40,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,16.239471435546875,0.47751808166503906,0.22693517804145813,1000000,0.0186419989913702,0.8855998516082764,,,0.04511008354035813,0.460176808770584,40000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n40_s42_c0.0_p40000_random_farthestpose_i40_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n40_s42_c0.0_p40000_random_farthestpose_i40_gteval_steps15000/stats/val_step14999.json,bicycle_4_n40_s42_c0.0_p40000_random_farthestpose_i40_gteval_steps15000,0.8856,0.086546,40,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n40_s42_c0.0_p40000_random_farthestpose/eval_results.json,bicycle_4_n40_s42_c0.0_p40000_random_farthestpose,bicycle_4_n40_s42_c0.0_p40000_random_farthestpose_i40_gteval_steps15000_val_step14999.json,40000,vggt,40.0
vggt,40,42,0.0,40000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n40_s42_c0.0_p40000_random_farthestpose/eval_results.json,,bonsai_2_n40_s42_c0.0_p40000_random_farthestpose,0.8565,0.104349,40,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n40_s42_c0.0_p40000_random_farthestpose/eval_results.json,bonsai_2_n40_s42_c0.0_p40000_random_farthestpose,,,vggt,40.0
vggt,40,42,0.0,40000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,lego,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n40_s42_c0.0_p40000_random_farthestpose/eval_results.json,,lego_1_n40_s42_c0.0_p40000_random_farthestpose,1.3219,0.069077,40,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n40_s42_c0.0_p40000_random_farthestpose/eval_results.json,lego_1_n40_s42_c0.0_p40000_random_farthestpose,,,vggt,40.0
vggt,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,16.593347549438477,0.45837247371673584,0.23123961687088013,1000000,0.01934400014579296,0.9197998642921448,,,0.06599883710973989,0.45235781478883325,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_steps15000/stats/val_step14999.json,bicycle_4_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_steps15000,0.9199,0.086453,50,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n50_s42_c0.0_p50000_random_farthestpose/eval_results.json,bicycle_4_n50_s42_c0.0_p50000_random_farthestpose,bicycle_4_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_steps15000_val_step14999.json,50000,vggt,50.0
vggt,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,,,,,,0.0,,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,16.620929718017578,0.45816999673843384,0.5343571901321411,1000000,0.022979047149419785,0.8634902238845825,,,0.2438963425477036,0.3874408953842159,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_steps15000/stats/val_step14999.json,bonsai_2_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_steps15000,0.8013,0.103039,50,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n50_s42_c0.0_p50000_random_farthestpose/eval_results.json,bonsai_2_n50_s42_c0.0_p50000_random_farthestpose,bonsai_2_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_steps15000_val_step14999.json,50000,vggt,50.0
vggt,50,42,0.0,50000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,lego,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n50_s42_c0.0_p50000_random_farthestpose/eval_results.json,,lego_1_n50_s42_c0.0_p50000_random_farthestpose,0.8706,0.041593,50,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n50_s42_c0.0_p50000_random_farthestpose/eval_results.json,lego_1_n50_s42_c0.0_p50000_random_farthestpose,,,vggt,50.0
vggt,60,42,0.0,60000,random,,,,0,10,farthestpose,60,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,16.704614639282227,0.4475344717502594,0.23841258883476257,1000000,0.01655600033700466,0.836899995803833,,,0.07894418389089237,0.44719371470611896,60000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n60_s42_c0.0_p60000_random_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n60_s42_c0.0_p60000_random_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,bicycle_4_n60_s42_c0.0_p60000_random_farthestpose_i60_gteval_steps15000,0.8369,0.071063,60,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n60_s42_c0.0_p60000_random_farthestpose/eval_results.json,bicycle_4_n60_s42_c0.0_p60000_random_farthestpose,bicycle_4_n60_s42_c0.0_p60000_random_farthestpose_i60_gteval_steps15000_val_step14999.json,60000,vggt,60.0
vggt,60,42,0.0,60000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n60_s42_c0.0_p60000_random_farthestpose/eval_results.json,,bonsai_2_n60_s42_c0.0_p60000_random_farthestpose,0.8024,0.105191,60,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n60_s42_c0.0_p60000_random_farthestpose/eval_results.json,bonsai_2_n60_s42_c0.0_p60000_random_farthestpose,,,vggt,60.0
vggt,60,42,0.0,60000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,lego,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n60_s42_c0.0_p60000_random_farthestpose/eval_results.json,,lego_1_n60_s42_c0.0_p60000_random_farthestpose,0.6267,0.028956,60,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n60_s42_c0.0_p60000_random_farthestpose/eval_results.json,lego_1_n60_s42_c0.0_p60000_random_farthestpose,,,vggt,60.0
vggt,70,42,0.0,70000,random,,,,0,10,farthestpose,70,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,16.78994369506836,0.45191246271133423,0.2412833422422409,1000000,0.01743599958717823,0.9155000448226929,,,0.0795006911966846,0.4479657630775527,70000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n70_s42_c0.0_p70000_random_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n70_s42_c0.0_p70000_random_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,bicycle_4_n70_s42_c0.0_p70000_random_farthestpose_i70_gteval_steps15000,0.9155,0.07769,70,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n70_s42_c0.0_p70000_random_farthestpose/eval_results.json,bicycle_4_n70_s42_c0.0_p70000_random_farthestpose,bicycle_4_n70_s42_c0.0_p70000_random_farthestpose_i70_gteval_steps15000_val_step14999.json,70000,vggt,70.0
vggt,70,42,0.0,70000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n70_s42_c0.0_p70000_random_farthestpose/eval_results.json,,bonsai_2_n70_s42_c0.0_p70000_random_farthestpose,0.9067,0.112128,70,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n70_s42_c0.0_p70000_random_farthestpose/eval_results.json,bonsai_2_n70_s42_c0.0_p70000_random_farthestpose,,,vggt,70.0
vggt,70,42,0.0,70000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,lego,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n70_s42_c0.0_p70000_random_farthestpose/eval_results.json,,lego_1_n70_s42_c0.0_p70000_random_farthestpose,0.4264,0.02124,70,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n70_s42_c0.0_p70000_random_farthestpose/eval_results.json,lego_1_n70_s42_c0.0_p70000_random_farthestpose,,,vggt,70.0
vggt,80,42,0.0,80000,random,,,,0,10,farthestpose,80,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,17.001585006713867,0.44336363673210144,0.24793365597724915,1000000,0.01695599965751171,0.8730999827384949,,,0.0925861001789299,0.4435088555828812,80000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n80_s42_c0.0_p80000_random_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n80_s42_c0.0_p80000_random_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,bicycle_4_n80_s42_c0.0_p80000_random_farthestpose_i80_gteval_steps15000,0.873,0.073069,80,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n80_s42_c0.0_p80000_random_farthestpose/eval_results.json,bicycle_4_n80_s42_c0.0_p80000_random_farthestpose,bicycle_4_n80_s42_c0.0_p80000_random_farthestpose_i80_gteval_steps15000_val_step14999.json,80000,vggt,80.0
vggt,80,42,0.0,80000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n80_s42_c0.0_p80000_random_farthestpose/eval_results.json,,bonsai_2_n80_s42_c0.0_p80000_random_farthestpose,0.8804,0.113074,80,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n80_s42_c0.0_p80000_random_farthestpose/eval_results.json,bonsai_2_n80_s42_c0.0_p80000_random_farthestpose,,,vggt,80.0
vggt,80,42,0.0,80000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,lego,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n80_s42_c0.0_p80000_random_farthestpose/eval_results.json,,lego_1_n80_s42_c0.0_p80000_random_farthestpose,0.3472,0.018759,80,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n80_s42_c0.0_p80000_random_farthestpose/eval_results.json,lego_1_n80_s42_c0.0_p80000_random_farthestpose,,,vggt,80.0
vggt,87,42,0.0,87000,random,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,20.619525909423828,0.0951065868139267,0.7748908996582031,1000000,0.00519891083240509,0.2969570457935333,0.0841107964515686,0.019769152626395226,0.6827206241960568,0.19274459632460222,87000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_steps15000,0.3306,0.018825,87,0.0469,0.0133,0.1174,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p87000_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p87000_random_farthestpose,lego_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_steps15000_val_step14999.json,87000,vggt,87.0
vggt,90,42,0.0,90000,random,,,,0,10,farthestpose,90,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,17.06501007080078,0.44399958848953247,0.25104543566703796,1000000,0.01613599993288517,0.8906999826431274,,,0.09518782979408749,0.4430257911510587,90000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n90_s42_c0.0_p90000_random_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n90_s42_c0.0_p90000_random_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bicycle_4_n90_s42_c0.0_p90000_random_farthestpose_i90_gteval_steps15000,0.8907,0.071127,90,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n90_s42_c0.0_p90000_random_farthestpose/eval_results.json,bicycle_4_n90_s42_c0.0_p90000_random_farthestpose,bicycle_4_n90_s42_c0.0_p90000_random_farthestpose_i90_gteval_steps15000_val_step14999.json,90000,vggt,90.0
vggt,90,42,0.0,90000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n90_s42_c0.0_p90000_random_farthestpose/eval_results.json,,bonsai_2_n90_s42_c0.0_p90000_random_farthestpose,0.8434,0.110305,90,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n90_s42_c0.0_p90000_random_farthestpose/eval_results.json,bonsai_2_n90_s42_c0.0_p90000_random_farthestpose,,,vggt,90.0
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,17.17383575439453,0.44064733386039734,0.25722789764404297,1000000,0.015425998717546463,0.8569999933242798,,,0.10288788805231015,0.44055311836517685,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_steps15000,0.7161,0.065623,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_steps15000_val_step14999.json,100000,vggt,100.0
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,17.731338500976562,0.4183982312679291,0.5749688744544983,1000000,0.024335382506251335,0.7215033769607544,,,0.31275946366624285,0.3624008922107585,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_steps15000,0.7897,0.107121,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_steps15000_val_step14999.json,100000,vggt,100.0
