method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
combined,25,42,0.0,25000,random,,,,0,10,farthestpose,25,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,Fallback Cams,,,,gsplat,12.338732719421387,0.4719226062297821,0.4808061122894287,1000000,0.02571926638484001,8.869176864624023,,0.12479071322007954,25345,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000,7.8103,0.129132,25,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam/eval_results.json,lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam,lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000_val_step14999.json,25345,combined | random | Global Alignment | Fallback Cams,25.0
combined,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,Fallback Cams,,,,gsplat,12.858009338378906,0.45839449763298035,0.5288450717926025,1000000,1.1766551733016968,157.75062561035156,,0.1708505899972773,53914,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,147.0024,3.561043,50,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,53914,combined | random | Global Alignment | Fallback Cams,50.0
combined,75,42,0.0,75000,random,,,,0,10,farthestpose,75,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,Fallback Cams,,,,gsplat,10.883512496948242,0.4644504189491272,0.6343042850494385,1000000,0.9769545197486877,107.86976623535156,,0.1922196651759901,83126,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000,96.5689,3.184488,75,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam/eval_results.json,lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam,lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000_val_step14999.json,83126,combined | random | Global Alignment | Fallback Cams,75.0
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,Fallback Cams,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p87000_random_farthestpose_sharedcam,12.7941,0.784629,87,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_fallbackcams_default_c0.0_p87000_random_farthestpose_sharedcam,,,combined | random | Global Alignment | Fallback Cams,87.0
combined,25,42,0.0,25000,random,,,,0,10,farthestpose,25,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,11.134050369262695,0.6029424071311951,0.5013598203659058,1000000,0.04268275573849678,28.411998748779297,,0.03362507282564449,5108,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000,31.5574,0.044614,5,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam/eval_results.json,lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam,lego_1_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000_val_step14999.json,5108,combined | random | Global Alignment | ,25.0
combined,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,11.360930442810059,0.5087998509407043,0.673119068145752,1000000,1.0642094612121582,170.4890899658203,,0.19638324922520747,46528,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,170.7687,3.636532,43,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,46528,combined | random | Global Alignment | ,50.0
combined,75,42,0.0,75000,random,,,,0,10,farthestpose,75,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,10.937515258789062,0.4746167063713074,0.6257553100585938,1000000,0.9772196412086487,107.84020233154297,,0.18194482967867487,83126,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000,96.5689,3.184488,75,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p75000_random_farthestpose_sharedcam/eval_results.json,lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p75000_random_farthestpose_sharedcam,lego_1_n75_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000_val_step14999.json,83126,combined | random | Global Alignment | ,75.0
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,12.7941,0.784629,87,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,,,combined | random | Global Alignment | ,87.0
combined,25,42,0.0,25000,random,,,,0,10,farthestpose,25,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,12.191000938415527,0.4840430021286011,0.5057668685913086,1000000,0.025348486378788948,8.7189302444458,,0.12917014714415154,25345,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n25_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000,7.8103,0.129132,25,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n25_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam/eval_results.json,lego_1_n25_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam,lego_1_n25_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000_val_step14999.json,25345,combined | random | Local Alignment | Fallback Cams,25.0
combined,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,12.38315486907959,0.4898286461830139,0.49083828926086426,1000000,1.1861785650253296,158.09161376953125,,0.12042700469764969,53914,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,147.0024,3.561043,50,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam,lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,53914,combined | random | Local Alignment | Fallback Cams,50.0
combined,75,42,0.0,75000,random,,,,0,10,farthestpose,75,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,10.805890083312988,0.583121120929718,0.4360678791999817,1000000,0.9785360097885132,107.71800231933594,,0.0016009706115475142,83126,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n75_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n75_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n75_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000,96.5689,3.184488,75,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n75_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam/eval_results.json,lego_1_n75_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam,lego_1_n75_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p75000_random_farthestpose_sharedcam_i75_gteval_poseopt_steps15000_val_step14999.json,83126,combined | random | Local Alignment | Fallback Cams,75.0
