choice,num_points,pose_opt,eval_rre,eval_rte,psnr,lpips,ssim,quality
COLMAP,17846,,0.17357894778251648,0.002550512785091996,24.755521774291992,0.05438452586531639,0.8831638693809509,0.8477677410254236
COLMAP,17846,Pose Opt,0.135466068983078,0.0019888924434781075,25.943798065185547,0.047868914902210236,0.9066821336746216,0.887548210531415
