choice,dataset_collection,series_label_override,eval_rre,eval_rte,psnr,ssim,lpips,quality
VGGT,outdoor,1. All Features,0.5251523554325104,0.01766191826512416,18.471983591715496,0.34816210468610126,0.4236420691013336,0.19060263868428576
VGGT,outdoor,3. No Depth Conf,0.4918312728404999,0.018441546397904556,18.50961176554362,0.35003652175267536,0.4259084165096283,0.1909966271678065
VGGT,outdoor,4. No Depth Loss,0.5333571781714758,0.01760156126692891,18.438142776489258,0.349426011244456,0.42695199449857074,0.18867191973769462
VGGT,outdoor,7. No Pose Opt,0.6484005947907766,0.020474913374831278,18.356517155965168,0.34848586718241376,0.5146568616231283,0.1324717354562754
