method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
combined,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,11.360930442810059,0.5087998509407043,0.673119068145752,1000000,1.0642094612121582,170.4890899658203,,0.19638324922520747,46528,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,170.7687,3.636532,43,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,46528,combined | colmapcams | bothpcd | Global Alignment | ,50.0
combined,60,42,0.0,60000,random,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,11.696672439575195,0.48284268379211426,0.5911158919334412,1000000,1.0750616788864136,88.47824096679688,,0.170668562485693,60952,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000,90.7994,3.439075,56,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p60000_random_farthestpose_sharedcam/eval_results.json,lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p60000_random_farthestpose_sharedcam,lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000_val_step14999.json,60952,combined | colmapcams | bothpcd | Global Alignment | ,60.0
combined,70,42,0.0,70000,random,,,,0,10,farthestpose,70,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,10.831490516662598,0.5031766295433044,0.634554386138916,1000000,1.057916522026062,98.97590637207031,,0.1674974848497526,77387,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p70000_random_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p70000_random_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p70000_random_farthestpose_sharedcam_i70_gteval_poseopt_steps15000,76.4292,3.071785,70,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p70000_random_farthestpose_sharedcam/eval_results.json,lego_1_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p70000_random_farthestpose_sharedcam,lego_1_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p70000_random_farthestpose_sharedcam_i70_gteval_poseopt_steps15000_val_step14999.json,77387,combined | colmapcams | bothpcd | Global Alignment | ,70.0
combined,80,42,0.0,80000,random,,,,0,10,farthestpose,80,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,10.524003982543945,0.5261210799217224,0.525784969329834,1000000,0.28947657346725464,16.30121612548828,,0.08403220271196672,89496,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p80000_random_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p80000_random_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p80000_random_farthestpose_sharedcam_i80_gteval_poseopt_steps15000,13.712,0.865246,80,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p80000_random_farthestpose_sharedcam/eval_results.json,lego_1_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p80000_random_farthestpose_sharedcam,lego_1_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p80000_random_farthestpose_sharedcam_i80_gteval_poseopt_steps15000_val_step14999.json,89496,combined | colmapcams | bothpcd | Global Alignment | ,80.0
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,12.7941,0.784629,87,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,,,combined | colmapcams | bothpcd | Global Alignment | ,87.0
combined,20,42,0.0,20000,random,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,14.002992630004883,0.3309245705604553,0.6172448992729187,1000000,0.02874860353767872,8.46187686920166,,0.3224349299989171,20090,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p20000_random_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p20000_random_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p20000_random_farthestpose_sharedcam_i20_gteval_poseopt_steps15000,14.824,0.141192,20,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p20000_random_farthestpose_sharedcam/eval_results.json,lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p20000_random_farthestpose_sharedcam,lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p20000_random_farthestpose_sharedcam_i20_gteval_poseopt_steps15000_val_step14999.json,20090,combined | colmapcams | bothpcd | Local Alignment | Fallback Cams,20.0
combined,30,42,0.0,30000,random,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,12.571653366088867,0.4809719920158386,0.5262316465377808,1000000,0.9008223414421082,57.318870544433594,,0.15008265783137667,31259,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p30000_random_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p30000_random_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p30000_random_farthestpose_sharedcam_i30_gteval_poseopt_steps15000,46.6839,2.815385,30,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p30000_random_farthestpose_sharedcam/eval_results.json,lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p30000_random_farthestpose_sharedcam,lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p30000_random_farthestpose_sharedcam_i30_gteval_poseopt_steps15000_val_step14999.json,31259,combined | colmapcams | bothpcd | Local Alignment | Fallback Cams,30.0
combined,40,42,0.0,40000,random,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,11.89973258972168,0.5756075978279114,0.3898170292377472,1000000,0.8289026021957397,131.19300842285156,,-0.000551990133512259,42398,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p40000_random_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p40000_random_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p40000_random_farthestpose_sharedcam_i40_gteval_poseopt_steps15000,136.0307,3.676437,40,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p40000_random_farthestpose_sharedcam/eval_results.json,lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p40000_random_farthestpose_sharedcam,lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p40000_random_farthestpose_sharedcam_i40_gteval_poseopt_steps15000_val_step14999.json,42398,combined | colmapcams | bothpcd | Local Alignment | Fallback Cams,40.0
combined,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,12.38315486907959,0.4898286461830139,0.49083828926086426,1000000,1.1861785650253296,158.09161376953125,,0.12042700469764969,53914,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,147.0024,3.561043,50,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam,lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,53914,combined | colmapcams | bothpcd | Local Alignment | Fallback Cams,50.0
combined,60,42,0.0,60000,random,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,13.002989768981934,0.4469826817512512,0.519625186920166,1000000,1.0705475807189941,82.38068389892578,,0.17518799803797652,65276,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000,84.7757,3.412263,60,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p60000_random_farthestpose_sharedcam/eval_results.json,lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p60000_random_farthestpose_sharedcam,lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000_val_step14999.json,65276,combined | colmapcams | bothpcd | Local Alignment | Fallback Cams,60.0
combined,70,42,0.0,70000,random,,,,0,10,farthestpose,70,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,10.290671348571777,0.6463080644607544,0.35538625717163086,1000000,1.0587306022644043,98.93052673339844,,-0.09412663830341331,77387,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n70_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p70000_random_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n70_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p70000_random_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n70_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p70000_random_farthestpose_sharedcam_i70_gteval_poseopt_steps15000,76.4292,3.071785,70,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n70_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p70000_random_farthestpose_sharedcam/eval_results.json,lego_1_n70_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p70000_random_farthestpose_sharedcam,lego_1_n70_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p70000_random_farthestpose_sharedcam_i70_gteval_poseopt_steps15000_val_step14999.json,77387,combined | colmapcams | bothpcd | Local Alignment | Fallback Cams,70.0
combined,80,42,0.0,80000,random,,,,0,10,farthestpose,80,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,gsplat,10.606630325317383,0.5250204205513,0.5259696841239929,1000000,0.28973227739334106,16.309574127197266,,0.08634975988265373,89496,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n80_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p80000_random_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n80_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p80000_random_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n80_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p80000_random_farthestpose_sharedcam_i80_gteval_poseopt_steps15000,13.712,0.865246,80,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n80_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p80000_random_farthestpose_sharedcam/eval_results.json,lego_1_n80_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p80000_random_farthestpose_sharedcam,lego_1_n80_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p80000_random_farthestpose_sharedcam_i80_gteval_poseopt_steps15000_val_step14999.json,89496,combined | colmapcams | bothpcd | Local Alignment | Fallback Cams,80.0
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,Fallback Cams,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,,lego_1_n87_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p87000_random_farthestpose_sharedcam,12.7941,0.784629,87,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amlocal_fallbackcams_default_c0.0_p87000_random_farthestpose_sharedcam,,,combined | colmapcams | bothpcd | Local Alignment | Fallback Cams,87.0
combined,20,42,0.0,20000,random,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,,,,,gsplat,11.36070728302002,0.5093797445297241,0.6726985573768616,1000000,0.49305474758148193,145.0198211669922,,0.19577524490059,2808,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p20000_random_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p20000_random_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p20000_random_farthestpose_sharedcam_i20_gteval_poseopt_steps15000,114.8832,0.023191,3,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p20000_random_farthestpose_sharedcam/eval_results.json,lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p20000_random_farthestpose_sharedcam,lego_1_n20_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p20000_random_farthestpose_sharedcam_i20_gteval_poseopt_steps15000_val_step14999.json,2808,combined | colmapcams | bothpcd | Local Alignment | ,20.0
combined,30,42,0.0,30000,random,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,,,,,gsplat,10.714113235473633,0.61561119556427,0.4412226378917694,1000000,1.2792757749557495,79.92536926269531,,-0.01713972350387616,20154,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p30000_random_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p30000_random_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p30000_random_farthestpose_sharedcam_i30_gteval_poseopt_steps15000,75.8732,2.952918,18,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p30000_random_farthestpose_sharedcam/eval_results.json,lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p30000_random_farthestpose_sharedcam,lego_1_n30_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p30000_random_farthestpose_sharedcam_i30_gteval_poseopt_steps15000_val_step14999.json,20154,combined | colmapcams | bothpcd | Local Alignment | ,30.0
combined,40,42,0.0,40000,random,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,,,,,gsplat,11.313305854797363,0.533160388469696,0.5627822875976562,1000000,0.8868424296379089,155.14407348632812,,0.11593951049603919,37083,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p40000_random_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p40000_random_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p40000_random_farthestpose_sharedcam_i40_gteval_poseopt_steps15000,154.9139,3.71729,35,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p40000_random_farthestpose_sharedcam/eval_results.json,lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p40000_random_farthestpose_sharedcam,lego_1_n40_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p40000_random_farthestpose_sharedcam_i40_gteval_poseopt_steps15000_val_step14999.json,37083,combined | colmapcams | bothpcd | Local Alignment | ,40.0
combined,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,,,,,gsplat,10.73895263671875,0.5398637056350708,0.5959741473197937,1000000,1.0743826627731323,170.78109741210938,,0.12057593397074817,46528,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,170.7687,3.636532,43,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p50000_random_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p50000_random_farthestpose_sharedcam,lego_1_n50_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p50000_random_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,46528,combined | colmapcams | bothpcd | Local Alignment | ,50.0
combined,60,42,0.0,60000,random,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Local Alignment,,Shared Cam,,,,,gsplat,10.526679992675781,0.5977572798728943,0.5304608941078186,1000000,1.0778223276138306,88.0640869140625,,0.04259634087657378,60952,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000,90.7994,3.439075,56,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p60000_random_farthestpose_sharedcam/eval_results.json,lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p60000_random_farthestpose_sharedcam,lego_1_n60_s42_combined_colmapcams_bothpcd_amlocal_default_c0.0_p60000_random_farthestpose_sharedcam_i60_gteval_poseopt_steps15000_val_step14999.json,60952,combined | colmapcams | bothpcd | Local Alignment | ,60.0
