method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series,real_num_points_jitter
vggt,87,42,0.0,3866,random,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,vggt,drums,pinhole,,15000,15000,,MCMC,,,,,Shared Cam,,Random Init,Use BA,aliked+sp,250,gsplat,synthetic,18.609399795532227,0.12247894704341888,0.8162282109260559,1000000,0.003188657807186246,0.2348719835281372,0.08063479512929916,0.01813683472573757,0.6527734141097277,0.18831302157437016,3866,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit3866_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit3866_steps15000/stats/val_step14999.json,drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit3866_steps15000,0.2352,0.010833,87,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam/eval_results.json,drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam,drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit3866_steps15000_val_step14999.json,3866,vggt | Random Init | Use BA,3866.0
colmap,100,42,,17352,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,bicycle,,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,outdoor,21.157697677612305,0.5056108236312866,0.45401525497436523,1000000,0.0017129764892160892,0.09855562448501587,,,0.2516425151651443,0.4173928849754428,17352,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit17352_steps15000,0.0986,0.006893,100,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_default_farthestpose_sharedcam,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit17352_steps15000_val_step14999.json,17352,colmap | Random Init | ,17352.0
colmap,100,42,,19683,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,stump,,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,outdoor,24.38896942138672,0.41143161058425903,0.683302104473114,1000000,0.0005273927235975862,0.02191883511841297,,,0.5037020743861454,0.3259436017913583,19683,/home/ojab2/work/git/gsplat/results/colmap_outputs/stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit19683_steps15000,0.0219,0.002013,100,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,stump_2_n100_s42_default_farthestpose_sharedcam,stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit19683_steps15000_val_step14999.json,19683,colmap | Random Init | ,19683.0
colmap,100,42,,60980,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,counter,,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,indoor,24.217050552368164,0.25035858154296875,0.813790500164032,1000000,0.00048380106454715133,0.029024872928857803,,,0.6762551906590649,0.2285551887200672,60980,/home/ojab2/work/git/gsplat/results/colmap_outputs/counter_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit60980_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/counter_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit60980_steps15000/stats/val_step14999.json,counter_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit60980_steps15000,0.029,0.002114,100,,,,/home/ojab2/work/git/vggt/colmap_outputs/counter_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,counter_2_n100_s42_default_farthestpose_sharedcam,counter_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit60980_steps15000_val_step14999.json,60980,colmap | Random Init | ,60980.0
colmap,100,42,,70656,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,garden,,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,outdoor,21.481029510498047,0.3382422924041748,0.46890342235565186,1000000,0.0006200820789672434,0.06278770416975021,,,0.3696505804972806,0.35803882472393367,70656,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit70656_steps15000,0.0628,0.002621,100,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,garden_2_n100_s42_default_farthestpose_sharedcam,garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit70656_steps15000_val_step14999.json,70656,colmap | Random Init | ,70656.0
colmap,100,42,,80892,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,bonsai,,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,indoor,22.033676147460938,0.23486852645874023,0.6809399127960205,1000000,0.003077009692788124,0.1581190675497055,,,0.5676936917370058,0.2686611346355848,80892,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit80892_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit80892_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit80892_steps15000,0.1581,0.013152,100,,,,/home/ojab2/work/git/vggt/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,bonsai_2_n100_s42_default_farthestpose_sharedcam,bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit80892_steps15000_val_step14999.json,80892,colmap | Random Init | ,80892.0
colmap,100,42,,92853,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,kitchen,,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,indoor,21.13652992248535,0.1820172220468521,0.47005245089530945,1000000,0.0010659509571269155,0.10734093934297562,,,0.4603781336270965,0.3058965463287064,92853,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit92853_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit92853_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit92853_steps15000,0.1073,0.004456,100,,,,/home/ojab2/work/git/vggt/colmap_outputs/kitchen_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,kitchen_2_n100_s42_default_farthestpose_sharedcam,kitchen_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit92853_steps15000_val_step14999.json,92853,colmap | Random Init | ,92853.0
vggt,87,42,0.0,3866,random,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,vggt,drums,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,synthetic,19.695270538330078,0.12628315389156342,0.8378478288650513,1000000,0.0029657548293471336,0.17242297530174255,0.08406314998865128,0.018943730741739273,0.683176907163072,0.17989708327449982,3866,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p3866_random_farthestpose_i87_gteval_randinit3866_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p3866_random_farthestpose_i87_gteval_randinit3866_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p3866_random_farthestpose_i87_gteval_randinit3866_steps15000,0.173,0.01002,87,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p3866_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p3866_random_farthestpose,drums_1_n87_s42_c0.0_p3866_random_farthestpose_i87_gteval_randinit3866_steps15000_val_step14999.json,3866,vggt | Random Init | ,3866.0
vggt,87,42,0.0,5138,random,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,vggt,ship,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,synthetic,20.884267807006836,0.1935415118932724,0.7103593945503235,1000000,0.008744901046156883,0.48668715357780457,0.16253824532032013,0.030874080955982208,0.5891232302120708,0.24662733426817,5138,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p5138_random_farthestpose_i87_gteval_randinit5138_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p5138_random_farthestpose_i87_gteval_randinit5138_steps15000/stats/val_step14999.json,ship_1_n87_s42_c0.0_p5138_random_farthestpose_i87_gteval_randinit5138_steps15000,0.4869,0.027807,87,0.1056,0.0284,0.2389,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n87_s42_c0.0_p5138_random_farthestpose/eval_results.json,ship_1_n87_s42_c0.0_p5138_random_farthestpose,ship_1_n87_s42_c0.0_p5138_random_farthestpose_i87_gteval_randinit5138_steps15000_val_step14999.json,5138,vggt | Random Init | ,5138.0
vggt,87,42,0.0,10069,random,,,,0,10,farthestpose,87,GT Eval,,,,,,,,,0.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,synthetic,20.54009437561035,0.10525573045015335,0.7758833169937134,1000000,0.00519891083240509,0.29696112871170044,0.08834997564554214,0.020784735679626465,0.6755651274019436,0.19583199102649687,10069,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p10069_random_farthestpose_i87_gteval_randinit10069_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p10069_random_farthestpose_i87_gteval_randinit10069_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p10069_random_farthestpose_i87_gteval_randinit10069_steps15000,0.2976,0.018838,87,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p10069_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p10069_random_farthestpose,lego_1_n87_s42_c0.0_p10069_random_farthestpose_i87_gteval_randinit10069_steps15000_val_step14999.json,10069,vggt | Random Init | ,10069.0
vggt,100,42,0.0,17352,random,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,outdoor,17.855695724487305,0.5818175673484802,0.3078228831291199,1000000,0.015081527642905712,0.716057538986206,,,0.05796051590840804,0.4767245958646767,17352,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p17352_random_farthestpose_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p17352_random_farthestpose_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p17352_random_farthestpose_i100_gteval_randinit17352_steps15000,0.7161,0.065623,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p17352_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p17352_random_farthestpose,bicycle_4_n100_s42_c0.0_p17352_random_farthestpose_i100_gteval_randinit17352_steps15000_val_step14999.json,17352,vggt | Random Init | ,17352.0
vggt,100,42,0.0,19683,random,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,stump,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,outdoor,18.901220321655273,0.6045355200767517,0.4447765350341797,1000000,0.04037195071578026,0.855804443359375,,,0.14338850982782514,0.4541825274385077,19683,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p19683_random_farthestpose_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p19683_random_farthestpose_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p19683_random_farthestpose_i100_gteval_randinit19683_steps15000,0.8558,0.162829,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p19683_random_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p19683_random_farthestpose,stump_2_n100_s42_c0.0_p19683_random_farthestpose_i100_gteval_randinit19683_steps15000_val_step14999.json,19683,vggt | Random Init | ,19683.0
vggt,100,42,0.0,60980,random,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,counter,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,indoor,20.29365348815918,0.361100971698761,0.6467847228050232,1000000,0.007584553211927414,0.3432445824146271,,,0.4375759920878717,0.3215887779427641,60980,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p60980_random_farthestpose_i100_gteval_randinit60980_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p60980_random_farthestpose_i100_gteval_randinit60980_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p60980_random_farthestpose_i100_gteval_randinit60980_steps15000,0.3433,0.032901,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p60980_random_farthestpose/eval_results.json,counter_2_n100_s42_c0.0_p60980_random_farthestpose,counter_2_n100_s42_c0.0_p60980_random_farthestpose_i100_gteval_randinit60980_steps15000_val_step14999.json,60980,vggt | Random Init | ,60980.0
vggt,100,42,0.0,70656,random,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,garden,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,outdoor,18.752622604370117,0.5294361114501953,0.36812448501586914,1000000,0.005971261765807867,0.373338520526886,,,0.14216859964986686,0.4458897513603136,70656,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p70656_random_farthestpose_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p70656_random_farthestpose_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p70656_random_farthestpose_i100_gteval_randinit70656_steps15000,0.3733,0.026869,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p70656_random_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p70656_random_farthestpose,garden_2_n100_s42_c0.0_p70656_random_farthestpose_i100_gteval_randinit70656_steps15000_val_step14999.json,70656,vggt | Random Init | ,70656.0
vggt,100,42,0.0,80892,random,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,indoor,17.703346252441406,0.4533112049102783,0.581811249256134,1000000,0.024335382506251335,0.7215033769607544,,,0.29469125916850963,0.3723185707725991,80892,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p80892_random_farthestpose_i100_gteval_randinit80892_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p80892_random_farthestpose_i100_gteval_randinit80892_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p80892_random_farthestpose_i100_gteval_randinit80892_steps15000,0.7215,0.105749,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p80892_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p80892_random_farthestpose,bonsai_2_n100_s42_c0.0_p80892_random_farthestpose_i100_gteval_randinit80892_steps15000_val_step14999.json,80892,vggt | Random Init | ,80892.0
vggt,100,42,0.0,92853,random,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,indoor,20.184595108032227,0.2845962941646576,0.4811849892139435,1000000,0.006767608691006899,0.3392021059989929,,,0.3859395525763761,0.33815609968823934,92853,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p92853_random_farthestpose_i100_gteval_randinit92853_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p92853_random_farthestpose_i100_gteval_randinit92853_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p92853_random_farthestpose_i100_gteval_randinit92853_steps15000,0.3392,0.031011,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p92853_random_farthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p92853_random_farthestpose,kitchen_2_n100_s42_c0.0_p92853_random_farthestpose_i100_gteval_randinit92853_steps15000_val_step14999.json,92853,vggt | Random Init | ,92853.0
colmap,87,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,drums,pinhole,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam,0.1528,0.009899,79,,,,/home/ojab2/work/git/vggt/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam,,,colmap |  | ,
