method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss,error_opa,depth_lambda,depth_conf,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,quality,real_num_points,file_path,rre,rte,plot_series
vggt,100,42,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,28.973257064819336,0.144532710313797,0.9144139885902405,1000000,0.0,0.0,0.888501846186134,206613,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_gtpcd_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt | GT Extrinsics | GT Intrinsics | GT Points
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.552377700805664,0.43710771203041077,0.5750956535339355,1000000,0.024634001776576042,0.7897000312805176,0.29797045238766284,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt |  |  | 
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.631105422973633,0.4255761206150055,0.5732281804084778,1000000,0.024634001776576042,0.7897000312805176,0.3054545499273056,206613,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtpcd_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt |  |  | GT Points
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,18.57352066040039,0.4022311270236969,0.6069888472557068,1000000,0.024634001776576042,0.7897000312805176,0.3570602538525245,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt |  | GT Intrinsics | 
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,18.78199577331543,0.3733353614807129,0.6065757274627686,1000000,0.024634001776576042,0.7897000312805176,0.3785162058799898,206613,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_gtpcd_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt |  | GT Intrinsics | GT Points
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,18.50105857849121,0.370108962059021,0.5855265855789185,1000000,0.0,0.0,0.36299583011823017,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt | GT Extrinsics |  | 
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,18.665618896484375,0.35411542654037476,0.5891430974006653,1000000,0.0,0.0,0.3780307153976916,206613,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtpcd_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt | GT Extrinsics |  | GT Points
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,25.874446868896484,0.21225878596305847,0.831476092338562,1000000,0.0,0.0,0.7408085589365496,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt | GT Extrinsics | GT Intrinsics | 
vggt,100,43,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,29.059894561767578,0.14363744854927063,0.9148426055908203,1000000,0.0,0.0,0.8909095282133249,206613,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s43_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_gtpcd_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt | GT Extrinsics | GT Intrinsics | GT Points
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.539352416992188,0.4376832842826843,0.5747129917144775,1000000,0.024634001776576042,0.7897000312805176,0.29715017307261665,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt |  |  | 
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.538057327270508,0.4266977608203888,0.5729776620864868,1000000,0.024634001776576042,0.7897000312805176,0.30289256460407943,206613,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtpcd_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt |  |  | GT Points
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,18.63384246826172,0.40144672989845276,0.606803834438324,1000000,0.024634001776576042,0.7897000312805176,0.35855332549475005,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt |  | GT Intrinsics | 
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,18.685129165649414,0.37565499544143677,0.6067456603050232,1000000,0.024634001776576042,0.7897000312805176,0.3753898829279819,206613,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtint_gtpcd_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt |  | GT Intrinsics | GT Points
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,18.505722045898438,0.3693142533302307,0.5861681699752808,1000000,0.0,0.0,0.3639479471228973,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt | GT Extrinsics |  | 
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,18.685287475585938,0.3555024266242981,0.589207112789154,1000000,0.0,0.0,0.37757621135240715,206613,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtpcd_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt | GT Extrinsics |  | GT Points
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,25.74791145324707,0.2136383056640625,0.830758273601532,1000000,0.0,0.0,0.7371939780884086,110278,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt | GT Extrinsics | GT Intrinsics | 
vggt,100,44,0.0,110000,voxels,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,GT Points,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,28.61920738220215,0.14444604516029358,0.9113048911094666,1000000,0.0,0.0,0.8801806819291761,206613,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s44_c0.0_p110000_voxels_farthestpose_i100_gteval_gtext_gtint_gtpcd_steps15000/stats/val_step14999.json,0.7897,0.107121,vggt | GT Extrinsics | GT Intrinsics | GT Points
