method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_points_jitter
vggt,100,42,0.0,1000000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.415529251098633,0.49945589900016785,0.264018177986145,1000000,0.015081527642905712,0.7160581946372986,,,0.07503303430388708,0.4584939283574723,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000000_confidence_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p1000000_confidence_farthestpose,bicycle_4_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000_val_step14999.json,1000000,vggt | confidence,925000.0
vggt,100,42,0.0,1000000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.53057098388672,0.5021331310272217,0.3503827750682831,1000000,0.005971261765807867,0.37333908677101135,,,0.14453495524780097,0.4407159255704546,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000,0.3733,0.026869,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p1000000_confidence_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p1000000_confidence_farthestpose,garden_2_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000_val_step14999.json,1000000,vggt | confidence,925000.0
vggt,100,42,0.0,1000000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.561182022094727,0.5619053840637207,0.39897996187210083,1000000,0.04037195071578026,0.8558046221733093,,,0.1366247813216737,0.45036266075357184,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000,0.8558,0.162829,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p1000000_confidence_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p1000000_confidence_farthestpose,stump_2_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000_val_step14999.json,1000000,vggt | confidence,925000.0
vggt,100,42,0.0,1000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.239673614501953,0.6945605278015137,0.3313649594783783,1000000,0.015081527642905712,0.7160578966140747,,,0.009244093653286637,0.5090865245501542,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000,0.7161,0.065623,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000_imagefps_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p1000_imagefps_farthestpose,bicycle_4_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,1000,vggt | imagefps,975.0
vggt,100,42,0.0,1000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,19.148347854614258,0.6969513297080994,0.39829525351524353,1000000,0.005971261765807867,0.3733389973640442,,,0.0637361135786428,0.4949380383524389,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000,0.3733,0.026869,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p1000_imagefps_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p1000_imagefps_farthestpose,garden_2_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,1000,vggt | imagefps,975.0
vggt,100,42,0.0,1000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,19.285568237304688,0.746749758720398,0.48169636726379395,1000000,0.04037195071578026,0.8558042645454407,,,0.0843100419208708,0.49282363888681957,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000,0.8558,0.162829,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p1000_imagefps_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p1000_imagefps_farthestpose,stump_2_n100_s42_c0.0_p1000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,1000,vggt | imagefps,975.0
vggt,100,42,0.0,5000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.939878463745117,0.5742349624633789,0.30846455693244934,1000000,0.015081527642905712,0.7160577178001404,,,0.06457532366194307,0.4739636418375715,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000,0.7161,0.065623,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p5000_imagefps_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p5000_imagefps_farthestpose,bicycle_4_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,5000,vggt | imagefps,4875.0
vggt,100,42,0.0,5000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.930255889892578,0.586919903755188,0.3810514807701111,1000000,0.005971261765807867,0.3733389377593994,,,0.1175339291667381,0.4621485920369026,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000,0.3733,0.026869,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p5000_imagefps_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p5000_imagefps_farthestpose,garden_2_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,5000,vggt | imagefps,4875.0
vggt,100,42,0.0,5000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.985061645507812,0.6274547576904297,0.4556766450405121,1000000,0.04037195071578026,0.8558041453361511,,,0.13716778273393465,0.4592900394147762,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000,0.8558,0.162829,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p5000_imagefps_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p5000_imagefps_farthestpose,stump_2_n100_s42_c0.0_p5000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,5000,vggt | imagefps,4875.0
vggt,100,42,0.0,10000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.84850311279297,0.536382794380188,0.30037569999694824,1000000,0.015081527642905712,0.7160576581954956,,,0.08151839769374558,0.4630766068105082,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000,0.7161,0.065623,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_imagefps_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p10000_imagefps_farthestpose,bicycle_4_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,10000,vggt | imagefps,9750.0
vggt,100,42,0.0,10000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.863365173339844,0.5572059154510498,0.3764967918395996,1000000,0.005971261765807867,0.3733389377593994,,,0.13197361950443656,0.4532732446491883,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000,0.3733,0.026869,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p10000_imagefps_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p10000_imagefps_farthestpose,garden_2_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,10000,vggt | imagefps,9750.0
vggt,100,42,0.0,10000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.862329483032227,0.6015456914901733,0.44561198353767395,1000000,0.04037195071578026,0.8558041453361511,,,0.14500244869048765,0.4530375955964132,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000,0.8558,0.162829,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p10000_imagefps_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p10000_imagefps_farthestpose,stump_2_n100_s42_c0.0_p10000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,10000,vggt | imagefps,9750.0
vggt,100,42,0.0,50000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.63716697692871,0.4633345603942871,0.276795357465744,1000000,0.015081527642905712,0.7160577178001404,,,0.10890659401368755,0.44365962554285276,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000,0.7161,0.065623,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_imagefps_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p50000_imagefps_farthestpose,bicycle_4_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,50000,vggt | imagefps,48750.0
vggt,100,42,0.0,50000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.42621612548828,0.5167618989944458,0.3638206422328949,1000000,0.005971261765807867,0.37333908677101135,,,0.14143075603723065,0.4429126099627539,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000,0.3733,0.026869,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p50000_imagefps_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p50000_imagefps_farthestpose,garden_2_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,50000,vggt | imagefps,48750.0
vggt,100,42,0.0,50000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.705453872680664,0.5519928932189941,0.4245028495788574,1000000,0.04037195071578026,0.8558041453361511,,,0.16034096909312948,0.4413602924173388,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000,0.8558,0.162829,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p50000_imagefps_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p50000_imagefps_farthestpose,stump_2_n100_s42_c0.0_p50000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,50000,vggt | imagefps,48750.0
vggt,100,42,0.0,100000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.572731018066406,0.43997159600257874,0.26474905014038086,1000000,0.015081527642905712,0.7160577178001404,,,0.11509029430720315,0.4383089390077589,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000,0.7161,0.065623,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_imagefps_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_imagefps_farthestpose,bicycle_4_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,100000,vggt | imagefps,97500.0
vggt,100,42,0.0,100000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.49895668029785,0.48876917362213135,0.3583969473838806,1000000,0.005971261765807867,0.3733389973640442,,,0.15688551208119333,0.43463307471437973,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000,0.3733,0.026869,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p100000_imagefps_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p100000_imagefps_farthestpose,garden_2_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,100000,vggt | imagefps,97500.0
vggt,100,42,0.0,100000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.571094512939453,0.5409163236618042,0.415998637676239,1000000,0.04037195071578026,0.8558042049407959,,,0.15971699808231027,0.43967072192206114,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000,0.8558,0.162829,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p100000_imagefps_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p100000_imagefps_farthestpose,stump_2_n100_s42_c0.0_p100000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,100000,vggt | imagefps,97500.0
vggt,100,42,0.0,500000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.416305541992188,0.4346194267272949,0.24428988993167877,1000000,0.015081527642905712,0.7160577178001404,,,0.10353291325169467,0.4406880430545992,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000,0.7161,0.065623,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p500000_imagefps_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p500000_imagefps_farthestpose,bicycle_4_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,500000,vggt | imagefps,487500.0
vggt,100,42,0.0,500000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.419315338134766,0.46441078186035156,0.3473992347717285,1000000,0.005971261765807867,0.37333911657333374,,,0.16401530582460205,0.4288793756164209,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000,0.3733,0.026869,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p500000_imagefps_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p500000_imagefps_farthestpose,garden_2_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,500000,vggt | imagefps,487500.0
vggt,100,42,0.0,500000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.436391830444336,0.5342749357223511,0.4036845564842224,1000000,0.04037195071578026,0.8558041453361511,,,0.15412090907552325,0.4402744513656461,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000,0.8558,0.162829,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p500000_imagefps_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p500000_imagefps_farthestpose,stump_2_n100_s42_c0.0_p500000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,500000,vggt | imagefps,487500.0
vggt,100,42,0.0,1000000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,17.42530059814453,0.45269572734832764,0.24213017523288727,1000000,0.015081527642905712,0.7160577178001404,,,0.09127828705380539,0.44711474211380275,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000,0.7161,0.065623,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000000_imagefps_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p1000000_imagefps_farthestpose,bicycle_4_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,1000000,vggt | imagefps,975000.0
vggt,100,42,0.0,1000000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.4139404296875,0.46265119314193726,0.34536585211753845,1000000,0.005971261765807867,0.37333908677101135,,,0.16381282369528133,0.4287179716917698,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000,0.3733,0.026869,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p1000000_imagefps_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p1000000_imagefps_farthestpose,garden_2_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,1000000,vggt | imagefps,975000.0
vggt,100,42,0.0,1000000,imagefps,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,outdoor,18.480472564697266,0.534661054611206,0.40496760606765747,1000000,0.04037195071578026,0.8558040857315063,,,0.1554491953697973,0.4400778381384914,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000,0.8558,0.162829,100,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p1000000_imagefps_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p1000000_imagefps_farthestpose,stump_2_n100_s42_c0.0_p1000000_imagefps_farthestpose_i100_gteval_steps15000_val_step14999.json,1000000,vggt | imagefps,975000.0
