method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,used_cache,cache_load_time,inference_time,processing_time,peak_memory_mb,peak_memory_reserved_mb,processing_peak_memory_mb,processing_peak_memory_reserved_mb,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_points_jitter
vggt,100,42,,24311,ba,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,radial,,,,,MCMC,,,,,Shared Cam,,,Use BA,aliked+sp,250,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,,bonsai_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam,0.5013,0.026257,100,8.297729,,,,1,1.6575181484222412,0.0,144.79748582839966,0,0,20381.5166015625,21414,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,bonsai_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam,,,vggt | ba,21879.9
vggt,100,42,0.0,50000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.9587881565093994,0.0,3.408735990524292,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose,,,vggt | random,52500.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,20.443286895751953,0.23030945658683777,0.4850448668003082,1000000,0.005697792861610651,0.28279656171798706,,,0.4264977731590072,0.31898095287598854,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000,0.2827,0.025851,100,4.144792,,,,1,0.7584691047668457,2.384185791015625e-07,3.267648220062256,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose,kitchen_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000_val_step14999.json,100000,vggt | random,105000.0
vggt,100,42,0.0,1000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.7513821125030518,0.0,11.70199728012085,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose,,,vggt | voxels,1100.0
vggt,100,42,0.0,5000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.7390446662902832,0.0,11.558713674545288,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose,,,vggt | voxels,5500.0
vggt,100,42,0.0,10000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.7663936614990234,0.0,11.876253128051758,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose,,,vggt | voxels,11000.0
vggt,100,42,0.0,50000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.7547383308410645,0.0,12.69324254989624,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose,,,vggt | voxels,55000.00000000001
vggt,100,42,0.0,100000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.794804573059082,0.0,13.360999345779419,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose,,,vggt | voxels,110000.00000000001
vggt,100,42,,28194,ba,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,radial,,,,,MCMC,,,,,Shared Cam,,,Use BA,aliked+sp,250,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,,counter_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam,0.4526,0.019279,100,4.493385,,,,1,1.7168066501617432,2.384185791015625e-07,186.8896565437317,0,0,22279.66162109375,23802,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,counter_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam,,,vggt | ba,25374.600000000002
vggt,100,42,0.0,1000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p1000_confidence_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p1000_confidence_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,1.0348997116088867,0.0,2.9187254905700684,0,0,308.0,-2464,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p1000_confidence_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p1000_confidence_timing_minfarthestpose,,,vggt | confidence,950.0
vggt,100,42,0.0,5000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p5000_confidence_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p5000_confidence_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.84079909324646,2.384185791015625e-07,2.5709176063537598,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p5000_confidence_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p5000_confidence_timing_minfarthestpose,,,vggt | confidence,4750.0
vggt,100,42,0.0,10000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p10000_confidence_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p10000_confidence_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,1.1045069694519043,2.384185791015625e-07,2.6171090602874756,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p10000_confidence_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p10000_confidence_timing_minfarthestpose,,,vggt | confidence,9500.0
vggt,100,42,0.0,50000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p50000_confidence_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p50000_confidence_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.8167552947998047,2.384185791015625e-07,2.862811803817749,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p50000_confidence_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p50000_confidence_timing_minfarthestpose,,,vggt | confidence,47500.0
vggt,100,42,0.0,100000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p100000_confidence_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p100000_confidence_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.797621488571167,0.0,3.2195143699645996,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p100000_confidence_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p100000_confidence_timing_minfarthestpose,,,vggt | confidence,95000.0
vggt,100,42,0.0,1000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.7909157276153564,0.0,2.6234488487243652,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose,,,vggt | random,1050.0
vggt,100,42,0.0,5000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.8718156814575195,2.384185791015625e-07,2.654693841934204,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose,,,vggt | random,5250.0
vggt,100,42,0.0,10000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.8258311748504639,0.0,2.684798002243042,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose,,,vggt | random,10500.0
vggt,100,42,0.0,50000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.7948274612426758,2.384185791015625e-07,2.975714921951294,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose,,,vggt | random,52500.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,20.052061080932617,0.29201075434684753,0.6177919507026672,1000000,0.007659002672880888,0.3872610032558441,,,0.4587955034499512,0.30670712185015575,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000,0.3873,0.030482,100,4.485239,,,,1,0.7936182022094727,0.0,3.2845959663391113,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose,counter_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000_val_step14999.json,100000,vggt | random,105000.0
vggt,100,42,0.0,1000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.7948100566864014,0.0,12.465309858322144,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose,,,vggt | voxels,1100.0
vggt,100,42,0.0,5000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.7982635498046875,0.0,12.58487606048584,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose,,,vggt | voxels,5500.0
vggt,100,42,0.0,10000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.8567123413085938,2.384185791015625e-07,12.831725120544434,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose,,,vggt | voxels,11000.0
vggt,100,42,0.0,50000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.7908523082733154,0.0,13.188918828964233,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose,,,vggt | voxels,55000.00000000001
vggt,100,42,0.0,100000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose/eval_results.json,,counter_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose,0.3873,0.030482,100,4.485239,,,,1,0.7887787818908691,0.0,13.946170568466187,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose,,,vggt | voxels,110000.00000000001
