choice,dataset,series_label_override,eval_rre,eval_rte,psnr,ssim,lpips,quality
COLMAP,bicycle,1. All Improvements,0.09418348968029022,0.002234593965113163,21.676225662231445,0.5227875113487244,0.26336294412612915,0.4509983071264623
COLMAP,garden,1. All Improvements,0.03775776922702789,0.0005340470233932137,22.779659271240234,0.5663577318191528,0.24582946300506592,0.5077350604371484
COLMAP,stump,1. All Improvements,0.02545592375099659,0.0009968460071831942,26.29784393310547,0.7607803344726562,0.2662885785102844,0.6739549730566121
COLMAP,bicycle,2. No Confidence Sampling,0.09344016760587692,0.0022487379610538483,21.416391372680664,0.5059953331947327,0.24291321635246277,0.44898986254829026
COLMAP,garden,2. No Confidence Sampling,0.036815792322158813,0.000531641417182982,23.11141586303711,0.5967013239860535,0.2367946356534958,0.5372005456875794
COLMAP,stump,2. No Confidence Sampling,0.03346673399209976,0.0010939529165625572,25.953765869140625,0.7469969391822815,0.2647332549095154,0.6604827682719439
COLMAP,bicycle,3. No Depth Conf,0.09308397024869919,0.0021888718474656343,21.464139938354492,0.5275186896324158,0.25078555941581726,0.45760138236988357
COLMAP,garden,3. No Depth Conf,0.04810161516070366,0.0005619419971480966,22.385601043701172,0.5382680296897888,0.23852571845054626,0.48851944375456424
COLMAP,stump,3. No Depth Conf,0.024567075073719025,0.0010012228740379214,26.390392303466797,0.7636919021606445,0.25975728034973145,0.6814031684607791
COLMAP,bicycle,4. No Depth Loss,0.09525962173938751,0.0022379732690751553,21.907724380493164,0.542457640171051,0.24226100742816925,0.4798142065894999
COLMAP,garden,4. No Depth Loss,0.052254818379879,0.0005763900699093938,21.961639404296875,0.5088359713554382,0.23983292281627655,0.4626496559888841
COLMAP,stump,4. No Depth Loss,0.023509979248046875,0.0009335018112324178,26.263011932373047,0.7564905881881714,0.26159462332725525,0.6736988156472343
COLMAP,bicycle,5. No Combined Points,0.1106053814291954,0.002470657927915454,22.163246154785156,0.5586552619934082,0.3494715690612793,0.42783902572919363
COLMAP,garden,5. No Combined Points,0.04868227615952492,0.0005747699178755283,22.12991714477539,0.5120896697044373,0.2636813521385193,0.45294740534665295
COLMAP,stump,5. No Combined Points,0.03414143621921539,0.001068504061549902,24.832897186279297,0.6964612603187561,0.3404231071472168,0.563450781225461
VGGT,bicycle,6. No COLMAP Cameras,0.4889967441558838,0.013628819026052952,17.384122848510742,0.26788055896759033,0.337806761264801,0.17649355493945842
VGGT,garden,6. No COLMAP Cameras,0.13491961359977722,0.004315244033932686,19.350812911987305,0.3663502633571625,0.33780568838119507,0.2704990260240085
VGGT,stump,6. No COLMAP Cameras,0.7774907946586609,0.03541010245680809,18.294498443603516,0.39796870946884155,0.4924980700016022,0.17393884188637787
VGGT,bicycle,7. No Pose Opt,0.7160574197769165,0.015081527642905712,17.558757781982422,0.26381954550743103,0.4272405803203583,0.12214661237092046
VGGT,garden,7. No Pose Opt,0.3733385503292084,0.005971261765807867,18.581771850585938,0.357485294342041,0.4816316068172455,0.16229190134707794
VGGT,stump,7. No Pose Opt,0.8558043837547302,0.04037195071578026,18.643842697143555,0.4123508930206299,0.5296376943588257,0.16589311952324493
