method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,file_path,gsplat_cfg_file_path,folder,input_folder,output_folder,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,gsplat_file_path,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,inference_time,peak_memory_mb,peak_memory_reserved_mb,processing_time,sfm_file_path,initial_points,failed_sfm_file_path,plot_series,num_images_jitter
colmap,10,42,,,,,,,0,10,minfarthestpose,10,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat_cfg,,synthetic,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n10_s42_default_mpinhole_minfarthestpose_sharedcam_i10_gteval_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n10_s42_default_mpinhole_minfarthestpose_sharedcam_i10_gteval_steps15000/stats/config.json,lego_1_n10_s42_default_mpinhole_minfarthestpose_sharedcam_i10_gteval_steps15000,lego_1_n10_s42_default_mpinhole_minfarthestpose_sharedcam_i10_gteval_steps15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,colmap,10.0
colmap,20,42,,,,,,,0,10,minfarthestpose,20,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat_cfg,,synthetic,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n20_s42_default_mpinhole_minfarthestpose_sharedcam_i20_gteval_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n20_s42_default_mpinhole_minfarthestpose_sharedcam_i20_gteval_steps15000/stats/config.json,lego_1_n20_s42_default_mpinhole_minfarthestpose_sharedcam_i20_gteval_steps15000,lego_1_n20_s42_default_mpinhole_minfarthestpose_sharedcam_i20_gteval_steps15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,colmap,20.0
colmap,30,42,,413,,,,,0,10,minfarthestpose,30,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,synthetic,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n30_s42_default_mpinhole_minfarthestpose_sharedcam_i30_gteval_steps15000/stats/val_step14999.json,,lego_1_n30_s42_default_mpinhole_minfarthestpose_sharedcam_i30_gteval_steps15000,lego_1_n30_s42_default_mpinhole_minfarthestpose_sharedcam,lego_1_n30_s42_default_mpinhole_minfarthestpose_sharedcam_i30_gteval_steps15000_val_step14999.json,16.01102066040039,0.2585829496383667,0.6198015213012695,453033,0.38668182492256165,21.29117774963379,0.06591394543647766,0.05419984459877014,0.40577105642372013,0.30008017329109027,413,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n30_s42_default_mpinhole_minfarthestpose_sharedcam_i30_gteval_steps15000/stats/val_step14999.json,21.1938,0.973657,14,0.804279,,,,21.007774114608765,6010,6010,0,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n30_s42_default_mpinhole_minfarthestpose_sharedcam/eval_results.json,413,,colmap,30.0
colmap,40,42,,1509,,,,,0,10,minfarthestpose,40,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,synthetic,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n40_s42_default_mpinhole_minfarthestpose_sharedcam_i40_gteval_steps15000/stats/val_step14999.json,,lego_1_n40_s42_default_mpinhole_minfarthestpose_sharedcam_i40_gteval_steps15000,lego_1_n40_s42_default_mpinhole_minfarthestpose_sharedcam,lego_1_n40_s42_default_mpinhole_minfarthestpose_sharedcam_i40_gteval_steps15000_val_step14999.json,19.83553123474121,0.09924743324518204,0.7814076542854309,1000000,0.007680373732000589,0.5319482088088989,0.024425487965345383,0.026400897651910782,0.669457093868804,0.19239066740506405,1509,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n40_s42_default_mpinhole_minfarthestpose_sharedcam_i40_gteval_steps15000/stats/val_step14999.json,0.5318,0.027329,36,0.864206,,,,31.72158908843994,6070,6070,0,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n40_s42_default_mpinhole_minfarthestpose_sharedcam/eval_results.json,1509,,colmap,40.0
colmap,50,42,,2837,,,,,0,10,minfarthestpose,50,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,synthetic,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n50_s42_default_mpinhole_minfarthestpose_sharedcam_i50_gteval_steps15000/stats/val_step14999.json,,lego_1_n50_s42_default_mpinhole_minfarthestpose_sharedcam_i50_gteval_steps15000,lego_1_n50_s42_default_mpinhole_minfarthestpose_sharedcam,lego_1_n50_s42_default_mpinhole_minfarthestpose_sharedcam_i50_gteval_steps15000_val_step14999.json,9.491819381713867,0.6136894226074219,0.4951036274433136,1000000,0.5288143754005432,37.20846939086914,0.6911280155181885,0.7842124104499817,-0.007079164651866939,0.4788878071427954,2837,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n50_s42_default_mpinhole_minfarthestpose_sharedcam_i50_gteval_steps15000/stats/val_step14999.json,37.2085,1.621086,48,0.702186,,,,18.030107975006104,6652,6652,0,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n50_s42_default_mpinhole_minfarthestpose_sharedcam/eval_results.json,2837,,colmap,50.0
colmap,60,42,,4233,,,,,0,10,minfarthestpose,60,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,synthetic,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n60_s42_default_mpinhole_minfarthestpose_sharedcam_i60_gteval_steps15000/stats/val_step14999.json,,lego_1_n60_s42_default_mpinhole_minfarthestpose_sharedcam_i60_gteval_steps15000,lego_1_n60_s42_default_mpinhole_minfarthestpose_sharedcam,lego_1_n60_s42_default_mpinhole_minfarthestpose_sharedcam_i60_gteval_steps15000_val_step14999.json,9.51300048828125,0.6039016842842102,0.4862987995147705,1000000,0.5501680970191956,42.754554748535156,0.5868042707443237,0.6410684585571289,-0.005794130338330428,0.47749922522954763,4233,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n60_s42_default_mpinhole_minfarthestpose_sharedcam_i60_gteval_steps15000/stats/val_step14999.json,42.7544,1.76595,59,0.712957,,,,19.28944230079651,6716,6716,0,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n60_s42_default_mpinhole_minfarthestpose_sharedcam/eval_results.json,4233,,colmap,60.0
colmap,70,42,,5764,,,,,0,10,minfarthestpose,70,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,synthetic,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n70_s42_default_mpinhole_minfarthestpose_sharedcam_i70_gteval_steps15000/stats/val_step14999.json,,lego_1_n70_s42_default_mpinhole_minfarthestpose_sharedcam_i70_gteval_steps15000,lego_1_n70_s42_default_mpinhole_minfarthestpose_sharedcam,lego_1_n70_s42_default_mpinhole_minfarthestpose_sharedcam_i70_gteval_steps15000_val_step14999.json,22.652563095092773,0.06905500590801239,0.8519454598426819,1000000,0.1379781812429428,13.015335083007812,0.021815670654177666,0.021988926455378532,0.7815118300558452,0.1530876213141112,5764,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n70_s42_default_mpinhole_minfarthestpose_sharedcam_i70_gteval_steps15000/stats/val_step14999.json,13.0156,0.491599,70,0.930681,,,,33.80655479431152,6776,6776,0,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n70_s42_default_mpinhole_minfarthestpose_sharedcam/eval_results.json,5764,,colmap,70.0
colmap,80,42,,8189,,,,,0,10,minfarthestpose,80,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,synthetic,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n80_s42_default_mpinhole_minfarthestpose_sharedcam_i80_gteval_steps15000/stats/val_step14999.json,,lego_1_n80_s42_default_mpinhole_minfarthestpose_sharedcam_i80_gteval_steps15000,lego_1_n80_s42_default_mpinhole_minfarthestpose_sharedcam,lego_1_n80_s42_default_mpinhole_minfarthestpose_sharedcam_i80_gteval_steps15000_val_step14999.json,11.245566368103027,0.4587663412094116,0.5789228081703186,1000000,0.20273685455322266,12.490297317504883,0.30531224608421326,0.3175135552883148,0.170046227872178,0.3942456552448541,8189,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n80_s42_default_mpinhole_minfarthestpose_sharedcam_i80_gteval_steps15000/stats/val_step14999.json,12.3915,0.644267,80,0.828364,,,,36.368884801864624,6836,6836,0,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n80_s42_default_mpinhole_minfarthestpose_sharedcam/eval_results.json,8189,,colmap,80.0
colmap,87,42,,10313,,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,synthetic,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_steps15000,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_steps15000_val_step14999.json,22.786890029907227,0.06574113667011261,0.8507940173149109,1000000,0.11692719161510468,10.478508949279785,0.02123933658003807,0.0218884889036417,0.7853716059773675,0.15242566000284324,10313,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_steps15000/stats/val_step14999.json,10.4784,0.403756,87,0.885202,,,,47.262017250061035,6778,6778,0,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,10313,,colmap,87.0
colmap,10,42,,,,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,pinhole,,,,default,MCMC,,,,,Shared Cam,,,,,,failed_sfm,,synthetic,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n10_s42_default_mpinhole_minfarthestpose_sharedcam/failed_eval.json,,lego_1_n10_s42_default_mpinhole_minfarthestpose_sharedcam,lego_1_n10_s42_default_mpinhole_minfarthestpose_sharedcam,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n10_s42_default_mpinhole_minfarthestpose_sharedcam/failed_eval.json,colmap,10.0
