method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,quality,real_num_points,file_path,folder,rre,rte,num_aligned,plot_series
colmap,30,42,,729,,farthestpose,30,GT Eval,,,,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,12.014815330505371,0.7400323152542114,0.19129426777362823,811220,0.006016999948769808,0.5918000340461731,-0.21601274956194427,729,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n30_s42_default_farthestpose_sharedcam_i30_gteval_steps15000/stats/val_step14999.json,bicycle_4_n30_s42_default_farthestpose_sharedcam_i30_gteval_steps15000,0.5918,0.009894,8,colmap | 30
vggt,30,42,0.0,33000,voxels,farthestpose,30,GT Eval,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,15.923541069030762,0.5183902382850647,0.22487258911132812,1000000,0.019523000344634056,0.9797000288963318,0.012823602532008205,33886,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000/stats/val_step14999.json,bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000,0.9795,0.090795,30,vggt | 30
gt,194,42,,54275,,,194,,,,,,,,,0.0,,gt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,25.155941009521484,0.23061558604240417,0.7478010654449463,1000000,,,0.6672387725351072,54275,/home/ojab2/work/git/gsplat/results/gt_outputs/bicycle_4_n194_s42_i194_steps15000/stats/val_step14999.json,bicycle_4_n194_s42_i194_steps15000,,,,gt | 194
