method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
colmap,20,42,,591,,,,,0,10,farthestpose,20,GT Eval,,,,,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.721061706542969,0.5185618996620178,0.6576135754585266,654004,1.017125129699707,94.3976821899414,2.123708724975586,0.5647385120391846,0.16944033259924085,0.3961339617078842,591,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n20_s42_default_mpinhole_farthestpose_sharedcam_i20_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n20_s42_default_mpinhole_farthestpose_sharedcam_i20_gteval_steps15000/stats/val_step14999.json,legotest_1_n20_s42_default_mpinhole_farthestpose_sharedcam_i20_gteval_steps15000,94.3977,3.547171,11,,,,/home/ojab2/work/git/vggt/colmap_outputs/legotest_1_n20_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,legotest_1_n20_s42_default_mpinhole_farthestpose_sharedcam,legotest_1_n20_s42_default_mpinhole_farthestpose_sharedcam_i20_gteval_steps15000_val_step14999.json,591,colmap,20.0
colmap,30,42,,2322,,,,,0,10,farthestpose,30,GT Eval,,,,,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.841583251953125,0.5200769901275635,0.6602014303207397,1000000,0.9467161297798157,122.68168640136719,1.899078130722046,0.5042188763618469,0.17225033745818358,0.39512773379098487,2322,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n30_s42_default_mpinhole_farthestpose_sharedcam_i30_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n30_s42_default_mpinhole_farthestpose_sharedcam_i30_gteval_steps15000/stats/val_step14999.json,legotest_1_n30_s42_default_mpinhole_farthestpose_sharedcam_i30_gteval_steps15000,122.6817,3.833488,30,,,,/home/ojab2/work/git/vggt/colmap_outputs/legotest_1_n30_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,legotest_1_n30_s42_default_mpinhole_farthestpose_sharedcam,legotest_1_n30_s42_default_mpinhole_farthestpose_sharedcam_i30_gteval_steps15000_val_step14999.json,2322,colmap,30.0
colmap,40,42,,3840,,,,,0,10,farthestpose,40,GT Eval,,,,,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.91608715057373,0.4970003664493561,0.6691082715988159,1000000,1.2115657329559326,91.32695770263672,2.3879384994506836,0.6295085549354553,0.19308354782546938,0.38440492568567086,3840,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n40_s42_default_mpinhole_farthestpose_sharedcam_i40_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n40_s42_default_mpinhole_farthestpose_sharedcam_i40_gteval_steps15000/stats/val_step14999.json,legotest_1_n40_s42_default_mpinhole_farthestpose_sharedcam_i40_gteval_steps15000,91.327,3.165785,40,,,,/home/ojab2/work/git/vggt/colmap_outputs/legotest_1_n40_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,legotest_1_n40_s42_default_mpinhole_farthestpose_sharedcam,legotest_1_n40_s42_default_mpinhole_farthestpose_sharedcam_i40_gteval_steps15000_val_step14999.json,3840,colmap,40.0
colmap,50,42,,6901,,,,,0,10,farthestpose,50,GT Eval,,,,,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.840804100036621,0.517516553401947,0.6682552695274353,1000000,0.8982436656951904,119.0744400024414,1.7751989364624023,0.47342193126678467,0.17852627270557886,0.3919626543332626,6901,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_steps15000/stats/val_step14999.json,legotest_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_steps15000,119.0744,3.83221,50,,,,/home/ojab2/work/git/vggt/colmap_outputs/legotest_1_n50_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,legotest_1_n50_s42_default_mpinhole_farthestpose_sharedcam,legotest_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_steps15000_val_step14999.json,6901,colmap,50.0
colmap,60,42,,9847,,,,,0,10,farthestpose,60,GT Eval,,,,,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.856959342956543,0.5145349502563477,0.6697113513946533,1000000,0.9121925830841064,119.91020965576172,2.1943724155426025,0.5775991082191467,0.18151744950352122,0.39044500225421075,9847,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n60_s42_default_mpinhole_farthestpose_sharedcam_i60_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n60_s42_default_mpinhole_farthestpose_sharedcam_i60_gteval_steps15000/stats/val_step14999.json,legotest_1_n60_s42_default_mpinhole_farthestpose_sharedcam_i60_gteval_steps15000,119.9102,3.855177,60,,,,/home/ojab2/work/git/vggt/colmap_outputs/legotest_1_n60_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,legotest_1_n60_s42_default_mpinhole_farthestpose_sharedcam,legotest_1_n60_s42_default_mpinhole_farthestpose_sharedcam_i60_gteval_steps15000_val_step14999.json,9847,colmap,60.0
colmap,70,42,,12456,,,,,0,10,farthestpose,70,GT Eval,,,,,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.8322114944458,0.5226473212242126,0.6605526804924011,1000000,0.8999215364456177,123.54288482666016,2.4443581104278564,0.6450057625770569,0.17069557171661098,0.3959433802955711,12456,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n70_s42_default_mpinhole_farthestpose_sharedcam_i70_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n70_s42_default_mpinhole_farthestpose_sharedcam_i70_gteval_steps15000/stats/val_step14999.json,legotest_1_n70_s42_default_mpinhole_farthestpose_sharedcam_i70_gteval_steps15000,123.5429,3.852007,70,,,,/home/ojab2/work/git/vggt/colmap_outputs/legotest_1_n70_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,legotest_1_n70_s42_default_mpinhole_farthestpose_sharedcam,legotest_1_n70_s42_default_mpinhole_farthestpose_sharedcam_i70_gteval_steps15000_val_step14999.json,12456,colmap,70.0
colmap,80,42,,15297,,,,,0,10,farthestpose,80,GT Eval,,,,,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.846296310424805,0.5141201019287109,0.6736921668052673,1000000,0.9078338742256165,117.29752349853516,2.4281768798828125,0.6413206458091736,0.18390402738113845,0.389216041560502,15297,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n80_s42_default_mpinhole_farthestpose_sharedcam_i80_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n80_s42_default_mpinhole_farthestpose_sharedcam_i80_gteval_steps15000/stats/val_step14999.json,legotest_1_n80_s42_default_mpinhole_farthestpose_sharedcam_i80_gteval_steps15000,117.2975,3.849537,80,,,,/home/ojab2/work/git/vggt/colmap_outputs/legotest_1_n80_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,legotest_1_n80_s42_default_mpinhole_farthestpose_sharedcam,legotest_1_n80_s42_default_mpinhole_farthestpose_sharedcam_i80_gteval_steps15000_val_step14999.json,15297,colmap,80.0
colmap,90,42,,17435,,,,,0,10,farthestpose,90,GT Eval,,,,,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,24.547163009643555,0.06459183245897293,0.882312536239624,1000000,0.002491120947524905,0.1685463935136795,2.798150062561035,0.7428505420684814,0.8371105832062888,0.13705256941405508,17435,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n90_s42_default_mpinhole_farthestpose_sharedcam_i90_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n90_s42_default_mpinhole_farthestpose_sharedcam_i90_gteval_steps15000/stats/val_step14999.json,legotest_1_n90_s42_default_mpinhole_farthestpose_sharedcam_i90_gteval_steps15000,0.1685,0.01001,89,,,,/home/ojab2/work/git/vggt/colmap_outputs/legotest_1_n90_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,legotest_1_n90_s42_default_mpinhole_farthestpose_sharedcam,legotest_1_n90_s42_default_mpinhole_farthestpose_sharedcam_i90_gteval_steps15000_val_step14999.json,17435,colmap,90.0
colmap,100,42,,17846,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,24.755521774291992,0.05438452586531639,0.8831638693809509,1000000,0.002550512785091996,0.17357894778251648,2.8033878803253174,0.744246780872345,0.8477677410254236,0.13318097647762378,17846,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n100_s42_default_mpinhole_farthestpose_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/legotest_1_n100_s42_default_mpinhole_farthestpose_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,legotest_1_n100_s42_default_mpinhole_farthestpose_sharedcam_i100_gteval_steps15000,0.1736,0.010242,97,,,,/home/ojab2/work/git/vggt/colmap_outputs/legotest_1_n100_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,legotest_1_n100_s42_default_mpinhole_farthestpose_sharedcam,legotest_1_n100_s42_default_mpinhole_farthestpose_sharedcam_i100_gteval_steps15000_val_step14999.json,17846,colmap,100.0
vggt,10,42,0.0,11000,voxels,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,,MCMC,,,,,,,,,,sfm,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/legotest_1_n10_s42_c0.0_p11000_voxels_farthestpose/eval_results.json,,legotest_1_n10_s42_c0.0_p11000_voxels_farthestpose,1.6322,0.094312,10,0.129,0.0351,0.1521,/home/ojab2/work/git/vggt/vggt_outputs/legotest_1_n10_s42_c0.0_p11000_voxels_farthestpose/eval_results.json,legotest_1_n10_s42_c0.0_p11000_voxels_farthestpose,,,vggt,10.0
