choice,dataset,num_images,pose_opt,eval_rre,eval_rte,psnr,lpips,ssim,quality
COLMAP,bonsai,10,,,,,,,
COLMAP,bonsai,10,Pose Opt,,,,,,
COLMAP,bonsai,20,,28.534330368041992,0.4587344527244568,10.349443435668945,0.7991341948509216,0.3016880452632904,-0.2187778469492197
COLMAP,bonsai,20,Pose Opt,9.324481010437012,0.4394797682762146,11.028122901916504,0.784522533416748,0.34807586669921875,-0.1700627836335239
COLMAP,bonsai,30,,0.8960906267166138,0.024453144520521164,17.49349594116211,0.40983304381370544,0.5660527348518372,0.3084280078406455
COLMAP,bonsai,30,Pose Opt,0.4921528995037079,0.013438796624541283,18.59151268005371,0.3389317989349365,0.5974449515342712,0.3908858731476187
COLMAP,bonsai,40,,0.5092057585716248,0.0552397184073925,20.848365783691406,0.23119306564331055,0.6328006386756897,0.5198606804952441
COLMAP,bonsai,40,Pose Opt,0.3527458608150482,0.0525190532207489,22.963560104370117,0.18642163276672363,0.7272484302520752,0.6419002593067112
COLMAP,bonsai,50,,0.21826618909835815,0.0033656025771051645,21.696945190429688,0.20300589501857758,0.6328594088554382,0.5530089705194878
COLMAP,bonsai,50,Pose Opt,0.08484254777431488,0.0011787477415055037,25.054080963134766,0.16939590871334076,0.7921777963638306,0.7290937042879237
COLMAP,bonsai,60,,0.21906505525112152,0.003669938538223505,22.168672561645508,0.18957126140594482,0.6651806831359863,0.5889389762791664
COLMAP,bonsai,60,Pose Opt,0.0810396820306778,0.001070468220859766,25.263208389282227,0.15800504386425018,0.7983152270317078,0.7435869731982084
COLMAP,bonsai,70,,0.05289151147007942,0.001268189400434494,28.404136657714844,0.1480536311864853,0.8946173787117004,0.8642122066005473
COLMAP,bonsai,70,Pose Opt,0.08829107135534286,0.0010858532041311264,24.857736587524414,0.15558941662311554,0.7779476642608643,0.7256585086336997
COLMAP,bonsai,80,,0.05162372440099716,0.0010319369612261653,28.026302337646484,0.14591750502586365,0.8840844631195068,0.8523742713813582
COLMAP,bonsai,80,Pose Opt,0.08643368631601334,0.0010854642605409026,25.03437614440918,0.15303601324558258,0.7845370769500732,0.7343592441763638
COLMAP,bonsai,90,,0.06917158514261246,0.000949694134760648,26.790843963623047,0.14415143430233002,0.8368752002716064,0.8029778236650351
COLMAP,bonsai,90,Pose Opt,0.07928255200386047,0.0010332274250686169,25.546056747436523,0.14606308937072754,0.7985576391220093,0.7563382440607913
COLMAP,bonsai,100,,0.05946106091141701,0.0007070667925290763,27.826139450073242,0.13981762528419495,0.8659626841545105,0.8418353775478633
COLMAP,bonsai,100,Pose Opt,0.0776166319847107,0.001035260153003037,25.54378890991211,0.14396746456623077,0.7954827547073364,0.7557916646076535
VGGT,bonsai,10,,1.2919963598251343,0.02648618258535862,14.680450439453125,0.5291067957878113,0.4628664553165436,0.12236594627087889
VGGT,bonsai,10,Pose Opt,1.2541848421096802,0.025963762775063515,14.943346977233887,0.5212942957878113,0.47402599453926086,0.1385829778674983
VGGT,bonsai,20,,0.98356693983078,0.02212984301149845,16.707454681396484,0.4371567368507385,0.5229406952857971,0.25179349198753453
VGGT,bonsai,20,Pose Opt,0.8859865069389343,0.02144836261868477,16.85610580444336,0.4270300567150116,0.5248683094978333,0.2619245874564163
VGGT,bonsai,30,,0.8883591294288635,0.02045520581305027,17.34124183654785,0.41418278217315674,0.5407585501670837,0.28813154283787534
VGGT,bonsai,30,Pose Opt,0.7109689116477966,0.019098855555057526,17.6591739654541,0.39163291454315186,0.5500227808952332,0.31335652501959554
VGGT,bonsai,40,,0.7294183969497681,0.022790133953094482,17.72458267211914,0.38921311497688293,0.5569648146629333,0.32012116967121296
VGGT,bonsai,40,Pose Opt,0.6631569862365723,0.020337490364909172,17.825443267822266,0.36738693714141846,0.558966875076294,0.3366327033250497
VGGT,bonsai,50,,0.8014442324638367,0.023220835253596306,17.975473403930664,0.39067938923835754,0.5657995343208313,0.32902868948949476
VGGT,bonsai,50,Pose Opt,0.8281614780426025,0.01877840794622898,17.599048614501953,0.37706097960472107,0.5559487342834473,0.3247035839791574
VGGT,bonsai,60,,0.8877549767494202,0.024403369054198265,17.90055274963379,0.3913314938545227,0.5682401657104492,0.32866600607028634
VGGT,bonsai,60,Pose Opt,0.7763102054595947,0.020031148567795753,17.88666534423828,0.35510921478271484,0.5674635767936707,0.35031411785673516
VGGT,bonsai,70,,0.8060982823371887,0.024162106215953827,18.378971099853516,0.37480518221855164,0.5808663368225098,0.35511075788074076
VGGT,bonsai,70,Pose Opt,0.7488796710968018,0.01970023475587368,18.050724029541016,0.3454180657863617,0.572880744934082,0.36250236698216326
VGGT,bonsai,80,,0.8208662867546082,0.02335357293486595,18.27854347229004,0.3789374530315399,0.5839003324508667,0.3524744689968052
VGGT,bonsai,80,Pose Opt,0.7009094953536987,0.017870845273137093,18.434326171875,0.3285099267959595,0.5805559158325195,0.38453163722647404
VGGT,bonsai,90,,0.734389066696167,0.023255636915564537,18.62593650817871,0.3721984624862671,0.5920172333717346,0.3678142697567906
VGGT,bonsai,90,Pose Opt,0.7261216044425964,0.01818903163075447,18.538896560668945,0.3293331265449524,0.584769606590271,0.3884241245565978
VGGT,bonsai,100,,0.7308099269866943,0.023722030222415924,18.664011001586914,0.373970091342926,0.595427930355072,0.3694203145477662
VGGT,bonsai,100,Pose Opt,0.6934566497802734,0.01881927065551281,18.46109962463379,0.33550846576690674,0.5824333429336548,0.38180526670811626
