method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_points_jitter
vggt,100,42,0.0,10000,imagefreqnovis,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.2061767578125,0.4293850064277649,0.755486249923706,226837,0,0,,,0.5129291139848051,0.3095492737150186,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p10000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_imagefreqnovis_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p10000_imagefreqnovis_farthestpose,bonsai_2_n100_s42_c0.0_p10000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,10000,vggt | imagefreqnovis | ,9250.0
vggt,100,42,0.0,50000,imagefreqnovis,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,24.04017448425293,0.3164033889770508,0.799765944480896,1000000,0,0,,,0.6240098137139809,0.25594100151069854,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p50000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_imagefreqnovis_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p50000_imagefreqnovis_farthestpose,bonsai_2_n100_s42_c0.0_p50000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,50000,vggt | imagefreqnovis | ,46250.0
vggt,100,42,0.0,100000,imagefreqnovis,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,24.327857971191406,0.2830921411514282,0.807253897190094,1000000,0,0,,,0.654278704065096,0.2419374424757817,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p100000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_imagefreqnovis_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_imagefreqnovis_farthestpose,bonsai_2_n100_s42_c0.0_p100000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,100000,vggt | imagefreqnovis | ,92500.0
vggt,100,42,0.0,500000,imagefreqnovis,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.671249389648438,0.26471787691116333,0.7963395118713379,1000000,0,0,,,0.6470787428353342,0.2400998649378926,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose,bonsai_2_n100_s42_c0.0_p500000_imagefreqnovis_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,500000,vggt | imagefreqnovis | ,462500.0
vggt,100,42,0.0,10000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,22.820798873901367,0.47379738092422485,0.7244128584861755,226837,0,0,,,0.4602058665794238,0.3346614416761592,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose,bonsai_2_n100_s42_c0.0_p10000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,10000,vggt | imagefreqvoxels | ,9750.0
vggt,100,42,0.0,50000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.93688201904297,0.33097317814826965,0.7815691232681274,1000000,0,0,,,0.6024618773509962,0.2674594742549006,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose,bonsai_2_n100_s42_c0.0_p50000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,50000,vggt | imagefreqvoxels | ,48750.0
vggt,100,42,0.0,100000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,24.18973159790039,0.2914362847805023,0.7921138405799866,1000000,0,0,,,0.637716268044621,0.250397508497862,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose,bonsai_2_n100_s42_c0.0_p100000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,100000,vggt | imagefreqvoxels | ,97500.0
vggt,100,42,0.0,500000,imagefreqvoxels,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.385717391967773,0.2709158658981323,0.7879633903503418,1000000,0,0,,,0.6330668774419516,0.2453253786380718,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose,bonsai_2_n100_s42_c0.0_p500000_imagefreqvoxels_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,500000,vggt | imagefreqvoxels | ,487500.0
vggt,100,42,0.0,10000,random,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.134552001953125,0.42437347769737244,0.7572712302207947,226837,0,0,,,0.5157401139973199,0.3073025233539315,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7897,0.107121,100,7.792566,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p10000_random_farthestpose,bonsai_2_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,10000,vggt | random | ,10250.0
vggt,100,42,0.0,50000,random,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,23.987865447998047,0.30965760350227356,0.8003233075141907,1000000,0,0,,,0.6275311362596205,0.25350059824016835,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7897,0.107121,100,7.792566,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p50000_random_farthestpose,bonsai_2_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,50000,vggt | random | ,51249.99999999999
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,7000,7000,,MCMC,,,,,,,,,,,gsplat,,indoor,24.208824157714844,0.27977776527404785,0.8068446516990662,1000000,0,0,,,0.6538809603727661,0.24102212192152106,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps7000/stats/val_step6999.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps7000,0.7215,0.105749,100,7.778965,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose,bonsai_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps7000_val_step6999.json,100000,vggt | random | ,102499.99999999999
