choice,depth_loss_mode,rre,psnr,lpips,ssim,pred_depth_absrel,depth_abs_rel
COLMAP,,0.1736,25.886816024780273,0.048084452748298645,0.9055451154708862,,0.061553992331027985
COLMAP,points,0.1736,25.08042335510254,0.05240289494395256,0.889411449432373,,0.06218649819493294
VGGT,,1.623,13.963930130004883,0.27668794989585876,0.6599308848381042,0.0289,0.0895153284072876
VGGT,closer,1.623,14.049042701721191,0.2739320695400238,0.6623374819755554,0.0289,0.09102586656808853
VGGT,full,1.623,14.032475471496582,0.2753080725669861,0.6626949906349182,0.0289,0.0951261818408966
VGGT,points,1.623,14.01043701171875,0.2744632959365845,0.6601225137710571,0.0289,0.09092997014522552
