choice,dataset,depth_conf_mode,depth_loss_mode,psnr,lpips,ssim,quality
VGGT,bicycle,,,22.770076751708984,0.2482174187898636,0.6338316798210144,0.5455420087149113
VGGT,bicycle,,full,21.791532516479492,0.276291161775589,0.6061869263648987,0.4939248257058251
VGGT,bicycle,shifted,full,22.26946258544922,0.2605409622192383,0.6197601556777954,0.5204352889454466
VGGT,bicycle,sigmoid,full,21.770925521850586,0.2767789661884308,0.6060409545898438,0.49315673724794795
VGGT,bicycle,standard,full,21.79163932800293,0.2762918174266815,0.6063940525054932,0.4940475253721117
