choice,num_images,pose_opt,eval_rre,eval_rte,psnr,lpips,ssim,quality
COLMAP,20,,111.38931274414062,0.39187929034233093,10.803786277770996,0.5119118690490723,0.6756448745727539,0.1856218456369937
COLMAP,20,Pose Opt,120.3613052368164,0.4246414601802826,10.803693771362305,0.5115751624107361,0.676060140132904,0.1860708215160754
COLMAP,30,,119.95310974121094,0.8643708229064941,10.754471778869629,0.5123341083526611,0.6750344038009644,0.18409097217909304
COLMAP,30,Pose Opt,119.89866638183594,0.8647823333740234,10.755062103271484,0.5123323202133179,0.6748767495155334,0.18401081241362274
COLMAP,40,,106.32589721679688,0.9271525144577026,10.87772274017334,0.5230934023857117,0.6327624917030334,0.15501144143030812
COLMAP,40,Pose Opt,108.58917999267578,0.9261929392814636,10.943881034851074,0.5200427174568176,0.6450473070144653,0.1653038364017529
COLMAP,50,,132.1361846923828,0.9520024061203003,10.931468963623047,0.5264056324958801,0.5981243252754211,0.13370591769983736
COLMAP,50,Pose Opt,129.96786499023438,0.9518187642097473,10.967422485351562,0.517281711101532,0.6424274444580078,0.1659120307331197
COLMAP,60,,94.8447494506836,1.0063287019729614,10.869637489318848,0.5229114890098572,0.6601412296295166,0.17098496462169446
COLMAP,60,Pose Opt,95.0254898071289,1.0051743984222412,10.87811279296875,0.5207507014274597,0.6635403633117676,0.17446353165959289
COLMAP,70,,0.20353177189826965,0.002785268472507596,21.826129913330078,0.06788375228643417,0.8252301812171936,0.7513075379813313
COLMAP,70,Pose Opt,0.15313544869422913,0.002075882162898779,22.728504180908203,0.058363739401102066,0.8538640141487122,0.7906396552687964
COLMAP,80,,12.792558670043945,0.2106112241744995,10.938504219055176,0.47431427240371704,0.5621680617332458,0.14496430605553123
COLMAP,80,Pose Opt,12.851283073425293,0.21328282356262207,10.882725715637207,0.4760783016681671,0.5597950220108032,0.1414547213259419
COLMAP,87,,10.430866241455078,0.11273074895143509,24.951248168945312,0.057750023901462555,0.8941664099693298,0.8557490702280368
COLMAP,87,Pose Opt,10.380709648132324,0.11235309392213821,25.237646102905273,0.05288347229361534,0.9056525826454163,0.8707738399186097
VGGT,10,,2.5483932495117188,0.03559907525777817,13.456558227539062,0.35998040437698364,0.5981285572052002,0.2832009271029298
VGGT,10,Pose Opt,2.4172074794769287,0.033117249608039856,13.06003189086914,0.36446666717529297,0.5961857438087463,0.2719524005855191
VGGT,20,,2.281935691833496,0.03264262527227402,13.463916778564453,0.33523693680763245,0.6119966506958008,0.30672093817287643
VGGT,20,Pose Opt,2.1173336505889893,0.030339648947119713,13.512162208557129,0.324068158864975,0.6202254891395569,0.31932086565805917
VGGT,30,,2.2231600284576416,0.031410425901412964,13.847811698913574,0.31544408202171326,0.6259650588035583,0.3342165746729121
VGGT,30,Pose Opt,2.0777528285980225,0.028421154245734215,13.846257209777832,0.3047148883342743,0.6340266466140747,0.34552512573994465
VGGT,40,,1.3375880718231201,0.016287388280034065,14.36103343963623,0.27538979053497314,0.6559076309204102,0.3859558283624283
VGGT,40,Pose Opt,1.1459754705429077,0.013652406632900238,14.36060619354248,0.2626911699771881,0.6649694442749023,0.3990858771182873
VGGT,50,,0.9009784460067749,0.010431105270981789,15.186017036437988,0.23334167897701263,0.6859356164932251,0.4447491522769482
VGGT,50,Pose Opt,0.7954038381576538,0.008245078846812248,15.114933013916016,0.22154662013053894,0.689963698387146,0.4530692854587562
VGGT,60,,0.602834939956665,0.007092190906405449,16.21982765197754,0.18966057896614075,0.7094641327857971,0.5046168015404442
VGGT,60,Pose Opt,0.5369293093681335,0.005873890593647957,16.13397216796875,0.1746777445077896,0.7140750885009766,0.514972013746321
VGGT,70,,0.43932971358299255,0.005442640278488398,18.449748992919922,0.12587308883666992,0.7532593011856079,0.6108978446851386
VGGT,70,Pose Opt,0.346804141998291,0.005567454732954502,18.538806915283203,0.10184916108846664,0.7607191801071167,0.631739152792679
VGGT,80,,0.346935510635376,0.005054290872067213,19.917001724243164,0.10308168828487396,0.7655918002128601,0.6593499450694438
VGGT,80,Pose Opt,0.2673181891441345,0.00580739276483655,20.29792594909668,0.07427185028791428,0.777418851852417,0.6911043524645303
VGGT,87,,0.2969570457935333,0.00519891083240509,20.619525909423828,0.0951065868139267,0.7748908996582031,0.6827206241960568
VGGT,87,Pose Opt,0.2510397136211395,0.00614055385813117,20.37809944152832,0.07559234648942947,0.7738922238349915,0.6897115700910277
