choice,num_images,rre,rte,psnr,lpips,ssim,quality
VGGT,10,0.3075,0.020026,,,,
VGGT,20,0.31174999999999997,0.0160525,,,,
VGGT,30,1.8456,0.032077999999999995,,,,
VGGT,40,6.2688999999999995,0.25062650000000003,,,,
VGGT,50,4.603899999999999,0.191528,,,,
VGGT,60,0.54625,0.023060499999999998,,,,
VGGT,70,0.38235,0.022095999999999998,,,,
VGGT,80,0.3402,0.019182,,,,
VGGT,87,0.45640000000000003,0.0241895,21.950998306274414,0.15934298932552338,0.7182761430740356,0.6346173753321673
