method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series
vggt,100,42,0.0,110000,random,0.5,1,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.460853576660156,0.32707151770591736,0.6104726791381836,1000000,6.911582385314198e-16,2.9356814934544673e-07,,0.47748004960270185,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq1_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq1_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt | 0.5 | 1.0
vggt,100,42,0.0,110000,random,0.5,2,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.46196746826172,0.3092294931411743,0.6158073544502258,1000000,3.0950475366575767e-16,5.506081492967496e-07,,0.4916339658002252,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq2_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq2_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt | 0.5 | 2.0
vggt,100,42,0.0,110000,random,0.5,10,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.734037399291992,0.24635958671569824,0.6318217515945435,1000000,4.83368086377935e-16,3.3479199146313476e-07,,0.544846026598439,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq10_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq10_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_nf0.5_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt | 0.5 | 10.0
vggt,100,42,0.0,110000,random,0.9,1,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.464096069335938,0.3271138370037079,0.6104840040206909,1000000,8.841081087512131e-16,7.744638708118146e-08,,0.47752059547834536,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq1_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq1_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt | 0.9 | 1.0
vggt,100,42,0.0,110000,random,0.9,2,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.53093147277832,0.31223148107528687,0.6167201399803162,1000000,2.930984666312707e-16,0.0,,0.4915917907309578,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq2_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq2_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt | 0.9 | 2.0
vggt,100,42,0.0,110000,random,0.9,10,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.732648849487305,0.2463703602552414,0.6327082514762878,1000000,4.15611697465577e-16,1.9197339895526966e-07,,0.5453320833635918,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq10_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq10_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_nf0.9_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt | 0.9 | 10.0
vggt,100,42,0.0,110000,random,1.0,1,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.388158798217773,0.33504462242126465,0.6039028763771057,1000000,2.6706565015123865e-16,6.077438570173399e-07,,0.4673701905057831,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq1_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq1_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq1_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt | 1.0 | 1.0
vggt,100,42,0.0,110000,random,1.0,2,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.377668380737305,0.3241807818412781,0.6086836457252502,1000000,6.080741002242255e-16,0.0,,0.47667776949611707,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq2_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq2_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq2_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt | 1.0 | 2.0
vggt,100,42,0.0,110000,random,1.0,10,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.644811630249023,0.24990905821323395,0.6320310831069946,1000000,3.15088130156262e-16,4.8296730170704905e-08,,0.5411250818426381,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq10_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq10_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_nf1.0_nq10_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt | 1.0 | 10.0
vggt,100,42,0.0,110000,random,,,,0,10,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,22.694345474243164,0.24590913951396942,0.6319763660430908,1000000,8.253087226791549e-16,0.0,,0.5444794625837823,110000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_random_farthestpose,bicycle_4_n100_s42_c0.0_p110000_random_farthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,110000,vggt |  | 
