choice,depth_loss_mode,rre,psnr,lpips,ssim,pred_depth_absrel,depth_abs_rel
COLMAP,,0.1528,22.8007869720459,0.08921363204717636,0.906125545501709,,0.016012171283364296
COLMAP,points,0.1528,22.717933654785156,0.0920831486582756,0.903278648853302,,0.01665499247610569
VGGT,,0.173,20.899389266967773,0.08484406024217606,0.8690087795257568,0.0172,0.017566045746207237
VGGT,closer,0.173,20.029836654663086,0.09145382791757584,0.8509619832038879,0.0172,0.026046762242913246
VGGT,full,0.173,20.72846031188965,0.0885021984577179,0.8661181926727295,0.0172,0.018041422590613365
VGGT,points,0.173,20.909645080566406,0.08222229033708572,0.8684585690498352,0.0172,0.01657479628920555
