method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
combined,25,42,0.0,25000,random,,,,0,10,farthestpose,25,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,12.86971664428711,0.67584228515625,0.1513012796640396,1000000,0.010588998906314373,1.0277999639511108,,-0.18394548072684805,7702,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000,0.8791,0.011883,7,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam/eval_results.json,bicycle_4_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam,bicycle_4_n25_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p25000_random_farthestpose_sharedcam_i25_gteval_poseopt_steps15000_val_step14999.json,7702,combined | colmapcams | bothpcd,25.0
combined,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,default,MCMC,vggtcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,17.613161087036133,0.33021652698516846,0.26742035150527954,1000000,0.011660998687148094,0.6695000529289246,,0.18515120643234007,116687,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n100_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,bicycle_4_n100_s42_combined_vggtcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,116687,combined | vggtcams | bothpcd,100.0
combined,25,42,,663,,,,,0,10,farthestpose,25,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,default,MCMC,vggtcams,colmappcd,Global Alignment,,Shared Cam,,,,,gsplat,11.541252136230469,0.7971864342689514,0.19563838839530945,736987,0.01756799966096878,4.2104997634887695,,-0.25752233730809415,663,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i25_gteval_poseopt_steps15000,2.2538,0.026684,7,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,bicycle_4_n25_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i25_gteval_poseopt_steps15000_val_step14999.json,663,combined | vggtcams | colmappcd,25.0
combined,50,42,,3071,,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,default,MCMC,vggtcams,colmappcd,Global Alignment,,Shared Cam,,,,,gsplat,14.9686279296875,0.6109075546264648,0.24029384553432465,1000000,0.005978000350296497,0.7541999816894531,,-0.05295115004428559,3071,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,0.689,0.054909,29,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,bicycle_4_n50_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,3071,combined | vggtcams | colmappcd,50.0
combined,75,42,,6068,,,,,0,10,farthestpose,75,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,default,MCMC,vggtcams,colmappcd,Global Alignment,,Shared Cam,,,,,gsplat,16.440038681030273,0.5052512288093567,0.2645450830459595,1000000,0.005344999488443136,0.474700003862381,,0.053699161651616326,6068,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000,0.5741,0.045375,44,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,bicycle_4_n75_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000_val_step14999.json,6068,combined | vggtcams | colmappcd,75.0
combined,100,42,,16687,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,default,MCMC,vggtcams,colmappcd,Global Alignment,,Shared Cam,,,,,gsplat,17.783098220825195,0.41803497076034546,0.2941408157348633,1000000,0.009813000448048115,0.5956999659538269,,0.14971527695423448,16687,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n100_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam,bicycle_4_n100_s42_combined_vggtcams_colmappcd_amglobal_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,16687,combined | vggtcams | colmappcd,100.0
colmap,25,42,,663,,,,,0,10,farthestpose,25,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,12.47195816040039,0.7715879678726196,0.20755775272846222,736987,0.006009000353515148,1.5578001737594604,,-0.21751512959841546,663,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n25_s42_default_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n25_s42_default_farthestpose_sharedcam_i25_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n25_s42_default_farthestpose_sharedcam_i25_gteval_poseopt_steps15000,0.8791,0.011883,7,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n25_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n25_s42_default_farthestpose_sharedcam,bicycle_4_n25_s42_default_farthestpose_sharedcam_i25_gteval_poseopt_steps15000_val_step14999.json,663,colmap |  | ,25.0
colmap,50,42,,3071,,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,15.93283748626709,0.5932520031929016,0.2600829303264618,1000000,0.002950000111013651,0.39239996671676636,,-0.012624364769869204,3071,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n50_s42_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n50_s42_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n50_s42_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,0.1891,0.008857,29,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n50_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n50_s42_default_farthestpose_sharedcam,bicycle_4_n50_s42_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,3071,colmap |  | ,50.0
colmap,75,42,,6068,,,,,0,10,farthestpose,75,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,17.05541229248047,0.4860948920249939,0.2761535942554474,1000000,0.0031049998942762613,0.21320000290870667,,0.08370847156715522,6068,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n75_s42_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n75_s42_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n75_s42_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000,0.1012,0.00827,44,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n75_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n75_s42_default_farthestpose_sharedcam,bicycle_4_n75_s42_default_farthestpose_sharedcam_i75_gteval_poseopt_steps15000_val_step14999.json,6068,colmap |  | ,75.0
colmap,100,42,,16687,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,22.471338272094727,0.35102325677871704,0.5768165588378906,1000000,0.0024700001813471317,0.09790000319480896,,0.44320724481417806,16687,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.1069,0.008457,100,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_default_farthestpose_sharedcam,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,16687,colmap |  | ,100.0
vggt,25,42,0.0,25000,random,,,,0,10,farthestpose,25,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,15.881792068481445,0.4759385287761688,0.220622718334198,1000000,0.020386995747685432,1.0730998516082764,,0.035769927300285276,25000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n25_s42_c0.0_p25000_random_farthestpose_i25_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n25_s42_c0.0_p25000_random_farthestpose_i25_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n25_s42_c0.0_p25000_random_farthestpose_i25_gteval_poseopt_steps15000,1.0783,0.091856,25,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n25_s42_c0.0_p25000_random_farthestpose/eval_results.json,bicycle_4_n25_s42_c0.0_p25000_random_farthestpose,bicycle_4_n25_s42_c0.0_p25000_random_farthestpose_i25_gteval_poseopt_steps15000_val_step14999.json,25000,vggt |  | ,25.0
vggt,50,42,0.0,50000,random,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.94716453552246,0.3975410759449005,0.23904143273830414,1000000,0.018344001844525337,0.8300999402999878,,0.11466371447641872,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_poseopt_steps15000,0.9199,0.086453,50,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n50_s42_c0.0_p50000_random_farthestpose/eval_results.json,bicycle_4_n50_s42_c0.0_p50000_random_farthestpose,bicycle_4_n50_s42_c0.0_p50000_random_farthestpose_i50_gteval_poseopt_steps15000_val_step14999.json,50000,vggt |  | ,50.0
vggt,75,42,0.0,75000,random,,,,0,10,farthestpose,75,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.115909576416016,0.3660789132118225,0.2534460425376892,1000000,0.016419000923633575,0.7570000290870667,,0.1456334591686455,75000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n75_s42_c0.0_p75000_random_farthestpose_i75_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n75_s42_c0.0_p75000_random_farthestpose_i75_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n75_s42_c0.0_p75000_random_farthestpose_i75_gteval_poseopt_steps15000,0.8919,0.075478,75,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n75_s42_c0.0_p75000_random_farthestpose/eval_results.json,bicycle_4_n75_s42_c0.0_p75000_random_farthestpose,bicycle_4_n75_s42_c0.0_p75000_random_farthestpose_i75_gteval_poseopt_steps15000_val_step14999.json,75000,vggt |  | ,75.0
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.32100486755371,0.3508612811565399,0.2641439735889435,1000000,0.014141999185085297,0.7271000742912292,,0.16508122017973817,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt |  | ,100.0
