choice,dataset,depth_conf_mode,depth_loss_mode,eval_rre,eval_rte,psnr,lpips,ssim,quality
VGGT,bicycle,,full,0.4808228313922882,0.012593640014529228,18.11033821105957,0.35131216049194336,0.2933022975921631,0.1964718352051971
VGGT,bicycle,Scaled Shifted,full,0.49657902121543884,0.013267973437905312,17.42218780517578,0.3452844023704529,0.2694047689437866,0.17347398456464425
VGGT,bicycle,Sigmoid,full,0.48412787914276123,0.01263143215328455,18.087665557861328,0.3515591025352478,0.2921060025691986,0.1951999501642893
VGGT,bicycle,Sigmoid Shifted,full,0.4954031705856323,0.013139971531927586,17.418060302734375,0.34616661071777344,0.26984766125679016,0.17311197763297995
VGGT,bicycle,Standard Shifted,full,0.49469903111457825,0.013131605461239815,17.420841217041016,0.34596243500709534,0.26979804039001465,0.17326049238462743
VGGT,garden,,full,0.11342453211545944,0.004102110397070646,19.401695251464844,0.3461934030056,0.37129878997802734,0.2691575651667659
VGGT,garden,Scaled Shifted,full,0.11676407605409622,0.004113953094929457,19.62984275817871,0.33250197768211365,0.3713606595993042,0.2818701971731378
VGGT,garden,Sigmoid,full,0.10912726074457169,0.004025558941066265,19.44837760925293,0.3482542932033539,0.37383851408958435,0.27023511760958296
VGGT,garden,Sigmoid Shifted,full,0.11112882941961288,0.0040365708991885185,19.644601821899414,0.33324795961380005,0.37316465377807617,0.2827379978500921
VGGT,garden,Standard Shifted,full,0.10937516391277313,0.003985787276178598,19.599849700927734,0.33493417501449585,0.37402817606925964,0.2813733649610156
VGGT,stump,,full,0.8011254668235779,0.04116043075919151,18.40581512451172,0.5147808194160461,0.40761035680770874,0.16788386857068097
VGGT,stump,Scaled Shifted,full,0.7738301157951355,0.03513779118657112,18.287771224975586,0.49961358308792114,0.4000513553619385,0.170639893309957
VGGT,stump,Sigmoid,full,0.7881777882575989,0.04085255786776543,18.39699935913086,0.5166336894035339,0.40826934576034546,0.16696224040687668
VGGT,stump,Sigmoid Shifted,full,0.7709124088287354,0.03522632643580437,18.277589797973633,0.5020988583564758,0.4001888632774353,0.16899764181500215
VGGT,stump,Standard Shifted,full,0.7694858312606812,0.03519129380583763,18.303424835205078,0.5044310092926025,0.4012622535228729,0.16866418268093436
