choice,random_init,pcd_src,real_num_points,eval_rre,eval_rte,psnr,ssim,lpips
COLMAP,,vggtpcd,95700,12.794140815734863,0.23999889194965363,10.63220500946045,0.5317254066467285,0.5195116996765137
COLMAP,,,10092,12.909686088562012,0.23985826969146729,10.16973876953125,0.5224648714065552,0.5301704406738281
VGGT,,vggtpcd,,,,,,
