choice,dataset,shared_camera,sampling_mode,rre,rte,psnr,lpips,ssim,quality
VGGT,bicycle,Shared Cam,random,0.7161,0.065623,17.539688110351562,0.4277889132499695,0.26408249139785767,0.12160876271320367
VGGT,bicycle,,random,0.7161,0.065623,17.17383575439453,0.44064733386039734,0.25722789764404297,0.10288788805231015
VGGT,garden,Shared Cam,random,0.3733,0.026869,18.556564331054688,0.4835229814052582,0.3592245280742645,0.16167467600188523
VGGT,garden,,random,0.3733,0.026869,18.581771850585938,0.4816316068172455,0.357485294342041,0.16229190134707794
VGGT,stump,Shared Cam,random,0.8558,0.162829,18.73458480834961,0.5379616022109985,0.41605323553085327,0.16460042684553813
VGGT,stump,,random,0.8558,0.162829,18.643842697143555,0.5296376943588257,0.4123508930206299,0.16589311952324493
