method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series
combined,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,closer,,0.1,,False,1.0,1.0,colmap,kitchen,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,indoor,23.0887451171875,0.13168403506278992,0.6298490166664124,1000000,0.0008562493603676558,0.0648857057094574,,,0.6210484194476702,0.24833162680074133,192853,/home/ojab2/work/git/gsplat/results/combined_outputs/kitchen_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_depthcloser_dl0.1_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/kitchen_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_depthcloser_dl0.1_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_depthcloser_dl0.1_steps15000,0.1073,0.004456,100,1.070086,,,,/home/ojab2/work/git/vggt/combined_outputs/kitchen_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/eval_results.json,kitchen_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,kitchen_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_depthcloser_dl0.1_steps15000_val_step14999.json,192853,combined | closer | 0.1 | 
combined,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,closer,,0.1,,False,1.0,1.0,colmap,counter,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,indoor,24.967798233032227,0.18800917267799377,0.8449070453643799,1000000,0.00034613138996064663,0.025914372876286507,,,0.7468420249676844,0.19500447114377653,160980,/home/ojab2/work/git/gsplat/results/combined_outputs/counter_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_depthcloser_dl0.1_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/counter_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_depthcloser_dl0.1_steps15000/stats/val_step14999.json,counter_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_depthcloser_dl0.1_steps15000,0.029,0.002114,100,1.074256,,,,/home/ojab2/work/git/vggt/combined_outputs/counter_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/eval_results.json,counter_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,counter_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_depthcloser_dl0.1_steps15000_val_step14999.json,160980,combined | closer | 0.1 | 
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,closer,,0.1,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,indoor,17.475147247314453,0.3961784839630127,0.5604385137557983,1000000,0.021176114678382874,0.7957643270492554,,,0.31323378763081117,0.3590192221174123,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000,0.7897,0.107121,100,7.792566,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose,bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000_val_step14999.json,100000,vggt | closer | 0.1 | 
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,closer,,0.1,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,indoor,20.03325843811035,0.19704242050647736,0.4218375086784363,1000000,0.005204332992434502,0.21809017658233643,,,0.4024764937073322,0.3224453675440397,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000,0.3392,0.031011,100,4.199786,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose,kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000_val_step14999.json,100000,vggt | closer | 0.1 | 
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,closer,,0.1,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,indoor,21.03084945678711,0.2414713352918625,0.652429461479187,1000000,0.006190733518451452,0.24363738298416138,,,0.5283742406253615,0.2796365089116264,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000,0.3433,0.032901,100,4.853077,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,counter_2_n100_s42_c0.0_p100000_confidence_farthestpose,counter_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confdisabled_steps15000_val_step14999.json,100000,vggt | closer | 0.1 | 
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,closer,,0.1,Standard Shifted,True,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,indoor,17.41385269165039,0.4002562463283539,0.5600647926330566,1000000,0.022064225748181343,0.7873354554176331,,,0.30936301563992913,0.360557140457851,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000,0.7897,0.107121,100,7.792566,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose,bonsai_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000_val_step14999.json,100000,vggt | closer | 0.1 | Standard Shifted
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,closer,,0.1,Standard Shifted,True,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,indoor,19.864513397216797,0.19981932640075684,0.4151424467563629,1000000,0.005278203636407852,0.23673468828201294,,,0.3937222052116221,0.32496533803063904,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000,0.3392,0.031011,100,4.199786,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose,kitchen_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000_val_step14999.json,100000,vggt | closer | 0.1 | Standard Shifted
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,closer,,0.1,Standard Shifted,True,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,indoor,20.506921768188477,0.25877654552459717,0.6338947415351868,1000000,0.0061781262047588825,0.24265199899673462,,,0.4971506299718469,0.2909137290572541,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000,0.3433,0.032901,100,4.853077,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,counter_2_n100_s42_c0.0_p100000_confidence_farthestpose,counter_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_depthcloser_dl0.1_confshifted_steps15000_val_step14999.json,100000,vggt | closer | 0.1 | Standard Shifted
colmap,100,42,,60980,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,points,,0.1,,False,1.0,1.0,colmap,counter,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,indoor,25.11798858642578,0.18778613209724426,0.8469642996788025,1000000,0.00027839443646371365,0.028589118272066116,,,0.7509640798776315,0.19402047679964043,60980,/home/ojab2/work/git/gsplat/results/colmap_outputs/counter_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/counter_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000/stats/val_step14999.json,counter_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000,0.029,0.002114,100,1.074256,,,,/home/ojab2/work/git/vggt/colmap_outputs/counter_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,counter_2_n100_s42_default_farthestpose_sharedcam,counter_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000_val_step14999.json,60980,colmap | points | 0.1 | 
colmap,100,42,,80892,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,points,,0.1,,False,1.0,1.0,colmap,bonsai,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,indoor,26.851804733276367,0.16934701800346375,0.8498984575271606,1000000,0.0015117803122848272,0.08547118306159973,,,0.7961698372771477,0.18628031442321863,80892,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000,0.1581,0.013152,100,1.113392,,,,/home/ojab2/work/git/vggt/colmap_outputs/bonsai_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,bonsai_2_n100_s42_default_farthestpose_sharedcam,bonsai_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000_val_step14999.json,80892,colmap | points | 0.1 | 
colmap,100,42,,92853,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,points,,0.1,,False,1.0,1.0,colmap,kitchen,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,indoor,21.633296966552734,0.14501571655273438,0.5155308842658997,1000000,0.000900054001249373,0.09147634357213974,,,0.5190135338927647,0.2826397812765155,92853,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000,0.1073,0.004456,100,1.070086,,,,/home/ojab2/work/git/vggt/colmap_outputs/kitchen_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,kitchen_2_n100_s42_default_farthestpose_sharedcam,kitchen_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_depthpoints_dl0.1_steps15000_val_step14999.json,92853,colmap | points | 0.1 | 
