choice,splatting_strategy,pose_opt,rre,rte,psnr,lpips,ssim,num_GS
VGGT,Default,,0.857,0.067143,17.177703857421875,0.48611846566200256,0.2658160924911499,3832071
VGGT,Default,Pose Opt,0.857,0.067143,16.998380661010742,0.3600654602050781,0.24831461906433105,4329254
VGGT,MCMC,,0.857,0.067143,17.188589096069336,0.4598838984966278,0.251693993806839,1000000
VGGT,MCMC,Pose Opt,0.857,0.067143,17.186613082885742,0.3804236054420471,0.2565000057220459,1000000
