method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss,error_opa,depth_lambda,depth_conf,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,shared_camera,keep_backup_cams,random_init,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,raw_metrics,quality,real_num_points,file_path,folder,rre,rte,num_aligned,plot_series,num_points_jitter
vggt,100,43,0.0,250000,confidence,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.434072494506836,0.30934399366378784,0.611540675163269,1000000,0.0,0.0,,0.4885515787912856,250000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p250000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p250000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | confidence,237500.0
vggt,100,44,0.0,250000,confidence,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.536081314086914,0.30333393812179565,0.616021990776062,1000000,0.0,0.0,,0.49677119423926386,250000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p250000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p250000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | confidence,237500.0
vggt,100,42,0.0,500000,confidence,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.257572174072266,0.3076338768005371,0.6048211455345154,1000000,0.0,0.0,,0.4824091325416589,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p500000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p500000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | confidence,475000.0
vggt,100,43,0.0,500000,confidence,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.29352569580078,0.23451322317123413,0.6016986966133118,1000000,0.0,0.0,,0.5263851509224369,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p500000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p500000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | confidence,475000.0
vggt,100,44,0.0,500000,confidence,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.393320083618164,0.2314918339252472,0.6068024039268494,1000000,0.0,0.0,,0.5330828743913563,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p500000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p500000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | confidence,475000.0
vggt,100,42,0.0,1000000,confidence,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.040361404418945,0.32456934452056885,0.5923680067062378,1000000,0.0,0.0,,0.46065018113516154,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p1000000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | confidence,950000.0
vggt,100,43,0.0,1000000,confidence,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,21.96646499633789,0.331516832113266,0.5871344208717346,1000000,0.0,0.0,,0.4519325800341705,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p1000000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p1000000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | confidence,950000.0
vggt,100,44,0.0,1000000,confidence,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.052499771118164,0.32481276988983154,0.5925554633140564,1000000,0.0,0.0,,0.46083432687730896,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p1000000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p1000000_confidence_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | confidence,950000.0
vggt,100,42,0.0,1000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,21.656288146972656,0.5766024589538574,0.48278936743736267,1000000,0.0,0.0,,0.2338806412450829,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p1000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,1000.0
vggt,100,43,0.0,1000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,21.652666091918945,0.5783812403678894,0.48157814145088196,1000000,0.0,0.0,,0.23200723364261783,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p1000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p1000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,1000.0
vggt,100,44,0.0,1000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,21.6618595123291,0.5760011672973633,0.4827037453651428,1000000,0.0,0.0,,0.23430491097954054,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p1000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p1000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,1000.0
vggt,100,42,0.0,5000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.492956161499023,0.42037561535835266,0.5662214756011963,1000000,0.0,0.0,,0.3946015231016009,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p5000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p5000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,5000.0
vggt,100,43,0.0,5000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.49329948425293,0.4242834448814392,0.5649639964103699,1000000,0.0,0.0,,0.3914602725361756,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p5000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p5000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,5000.0
vggt,100,44,0.0,5000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.480348587036133,0.4215804934501648,0.5656442642211914,1000000,0.0,0.0,,0.3932867470772875,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p5000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p5000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,5000.0
vggt,100,42,0.0,10000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.74217414855957,0.36722230911254883,0.5959244966506958,1000000,0.0,0.0,,0.449397541626155,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,10000.0
vggt,100,43,0.0,10000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.694128036499023,0.36929836869239807,0.593380331993103,1000000,0.0,0.0,,0.4457384649618173,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,10000.0
vggt,100,44,0.0,10000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.74341583251953,0.3643762767314911,0.5972498059272766,1000000,0.0,0.0,,0.45195238054999287,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p10000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,10000.0
vggt,100,42,0.0,20000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.847230911254883,0.31998029351234436,0.6195282340049744,1000000,0.0,0.0,,0.494308130434382,20000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p20000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p20000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,20000.0
vggt,100,43,0.0,20000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.809450149536133,0.31988975405693054,0.618550717830658,1000000,0.0,0.0,,0.49309272836600904,20000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p20000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p20000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,20000.0
vggt,100,44,0.0,20000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.823514938354492,0.3201792538166046,0.6200582981109619,1000000,0.0,0.0,,0.49405610975776115,20000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p20000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p20000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,20000.0
vggt,100,42,0.0,30000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.836034774780273,0.2951236367225647,0.6265453100204468,1000000,0.0,0.0,,0.5135479631014966,30000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p30000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p30000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,30000.0
vggt,100,43,0.0,30000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.803319931030273,0.2982262074947357,0.6240959763526917,1000000,0.0,0.0,,0.5095946066483341,30000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p30000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p30000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,30000.0
vggt,100,44,0.0,30000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.86014175415039,0.29504701495170593,0.6272751688957214,1000000,0.0,0.0,,0.5144685040905229,30000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p30000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p30000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,30000.0
vggt,100,42,0.0,50000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.829973220825195,0.2726561725139618,0.6339620351791382,1000000,0.0,0.0,,0.5316417833440408,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,50000.0
vggt,100,43,0.0,50000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.802446365356445,0.27454674243927,0.6316526532173157,1000000,0.0,0.0,,0.5286144925217259,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,50000.0
vggt,100,44,0.0,50000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.834945678710938,0.2724139392375946,0.6339890956878662,1000000,0.0,0.0,,0.5318992174701926,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p50000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,50000.0
vggt,100,42,0.0,75000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.72933578491211,0.2576987147331238,0.6338861584663391,1000000,0.0,0.0,,0.5389667534069088,75000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p75000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p75000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,75000.0
vggt,100,43,0.0,75000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.749549865722656,0.2599426507949829,0.629759669303894,1000000,0.0,0.0,,0.5355427909625514,75000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p75000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p75000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,75000.0
vggt,100,44,0.0,75000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.726991653442383,0.25839486718177795,0.6336357593536377,1000000,0.0,0.0,,0.5383471876014898,75000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p75000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p75000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,75000.0
vggt,100,42,0.0,100000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.770076751708984,0.2482174187898636,0.6338316798210144,1000000,0.0,0.0,"{'psnr': [18.90155792236328, 17.035959243774414, 18.373334884643555, 19.570209503173828, 19.278581619262695, 21.711429595947266, 21.677949905395508, 22.65448760986328, 23.36374282836914, 23.236576080322266, 21.729150772094727, 22.606983184814453, 23.509382247924805, 24.150381088256836, 25.186159133911133, 24.56602668762207, 24.36981773376465, 23.303712844848633, 25.84567642211914, 25.791561126708984, 25.506221771240234, 25.425640106201172, 24.647428512573242, 23.513166427612305, 23.29677963256836], 'ssim': [0.5001204609870911, 0.41305750608444214, 0.4269231855869293, 0.5390599966049194, 0.5733703970909119, 0.6192811727523804, 0.5824071168899536, 0.6093769073486328, 0.6058511137962341, 0.6566673517227173, 0.5990437865257263, 0.6440992951393127, 0.6417279243469238, 0.6869552731513977, 0.7329655885696411, 0.692467987537384, 0.6966931223869324, 0.6267368793487549, 0.7519348859786987, 0.771524965763092, 0.7285654544830322, 0.7334249019622803, 0.6933272480964661, 0.657414436340332, 0.6627948880195618], 'lpips': [0.33986812829971313, 0.3532869517803192, 0.3984571397304535, 0.2964785397052765, 0.3035641610622406, 0.2858743965625763, 0.2596254348754883, 0.2496873140335083, 0.2982996702194214, 0.22125104069709778, 0.25021255016326904, 0.28615301847457886, 0.24207089841365814, 0.21092504262924194, 0.2077990621328354, 0.2238173484802246, 0.2124778926372528, 0.2014395296573639, 0.1698393076658249, 0.17975981533527374, 0.185789555311203, 0.19814562797546387, 0.187625452876091, 0.2210598737001419, 0.22192798554897308], 'depth_factor': [4.440220355987549, 8.807480812072754, 7.777287006378174, 7.632406711578369, 7.217957019805908, 12.42475700378418, 4.438943386077881, 40.332462310791016, 7.564977169036865, 6.69345235824585, 6.736932754516602, 8.28715705871582, 4.942294597625732, 6.911556243896484, 5.718413352966309, 4.535521507263184, 7.544780254364014, 3.221752405166626, 3.078660726547241, 6.102020740509033, 2.959557294845581, 5.07750940322876, 3.2012524604797363, 2.3602118492126465, 2.519131898880005], 'eval_rre': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'eval_rte': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.5455420087149113,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,100000.0
vggt,100,43,0.0,100000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.740991592407227,0.25078830122947693,0.6305063962936401,1000000,0.0,0.0,,0.5414718199349441,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,100000.0
vggt,100,44,0.0,100000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.68573760986328,0.24838294088840485,0.6332314014434814,1000000,0.0,0.0,,0.5435269586330423,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p100000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,100000.0
vggt,100,42,0.0,250000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.521469116210938,0.23187872767448425,0.6222234964370728,1000000,0.0,0.0,,0.5442353640770741,250000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p250000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p250000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,250000.0
vggt,100,43,0.0,250000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.48992347717285,0.23368176817893982,0.618255615234375,1000000,0.0,0.0,,0.5402177992465048,250000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p250000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p250000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,250000.0
vggt,100,44,0.0,250000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.516714096069336,0.23226745426654816,0.6229066848754883,1000000,0.0,0.0,,0.5443068788646489,250000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p250000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p250000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,250000.0
vggt,100,42,0.0,500000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.33084487915039,0.23270238935947418,0.6052718758583069,1000000,0.0,0.0,,0.5302836240654722,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p500000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p500000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,500000.0
vggt,100,43,0.0,500000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.31285858154297,0.2352159470319748,0.6009184718132019,1000000,0.0,0.0,,0.5258531153511892,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p500000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p500000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,500000.0
vggt,100,44,0.0,500000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.325613021850586,0.2319095879793167,0.6050453782081604,1000000,0.0,0.0,,0.5305436666210105,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p500000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p500000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,500000.0
vggt,100,42,0.0,1000000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.0590763092041,0.24282602965831757,0.5852311849594116,1000000,0.0,0.0,,0.5072820098118165,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p1000000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p1000000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,1000000.0
vggt,100,43,0.0,1000000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.014726638793945,0.244682177901268,0.5818917155265808,1000000,0.0,0.0,,0.5033620429976254,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s43_c0.0_p1000000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s43_c0.0_p1000000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.8604,0.06754,100,vggt | random,1000000.0
vggt,100,44,0.0,1000000,random,farthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,gsplat,22.0656681060791,0.24294526875019073,0.5851930975914001,1000000,0.0,0.0,,0.5073082024319905,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p1000000_random_farthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p1000000_random_farthestpose_i100_gteval_gtext_gtint_steps15000,0.857,0.067143,100,vggt | random,1000000.0
