choice,num_images,image_mode,eval_rre,eval_rte,num_aligned,psnr,lpips,ssim
COLMAP,20,farthestpose,,,2,9.540895462036133,0.9753441214561462,0.02645329013466835
COLMAP,30,farthestpose,1.604614496231079,0.015486866235733032,8,10.8599853515625,0.8103333711624146,0.15510886907577515
COLMAP,30,minfarthestpose,1.5431910753250122,0.009523027576506138,6,12.714861869812012,0.8427643179893494,0.24646849930286407
COLMAP,40,farthestpose,0.5034468173980713,0.0031330257188528776,18,13.763751983642578,0.684519350528717,0.243632972240448
COLMAP,40,minfarthestpose,0.7102439999580383,0.011832396499812603,9,15.023246765136719,0.6964117288589478,0.26545462012290955
COLMAP,50,farthestpose,0.38692545890808105,0.003411441808566451,29,15.719438552856445,0.585709810256958,0.2518213987350464
COLMAP,50,minfarthestpose,0.139840766787529,0.003008857136592269,46,21.437971115112305,0.428069531917572,0.4977536201477051
COLMAP,60,farthestpose,0.25514620542526245,0.0035350508987903595,35,15.947785377502441,0.547142505645752,0.2447337806224823
COLMAP,60,minfarthestpose,0.14705093204975128,0.0031262862030416727,59,21.727407455444336,0.3926565945148468,0.5073710680007935
COLMAP,70,farthestpose,0.23522379994392395,0.00346929207444191,40,16.537628173828125,0.5214819312095642,0.26178714632987976
COLMAP,70,minfarthestpose,0.12208812683820724,0.002987057901918888,69,21.52686882019043,0.3516879081726074,0.4908143877983093
COLMAP,80,farthestpose,0.20063269138336182,0.0025564010720700026,48,17.295671463012695,0.47364091873168945,0.2938806712627411
COLMAP,80,minfarthestpose,0.11267675459384918,0.002837554784491658,80,22.574630737304688,0.3270026445388794,0.5675908923149109
COLMAP,90,farthestpose,0.12587085366249084,0.0023152194917201996,90,21.84345245361328,0.37501060962677,0.5299972295761108
COLMAP,90,minfarthestpose,0.10603902488946915,0.002579412655904889,89,21.459110260009766,0.3108334243297577,0.49365949630737305
COLMAP,100,farthestpose,0.1106053814291954,0.002470657927915454,100,22.163246154785156,0.3494715690612793,0.5586552619934082
COLMAP,100,minfarthestpose,0.10697068274021149,0.0024381279945373535,99,21.968042373657227,0.2993554472923279,0.5234760046005249
VGGT,10,farthestpose,1.7695362567901611,0.03303282707929611,10,13.894234657287598,0.5660611391067505,0.15039774775505066
VGGT,10,minfarthestpose,1.2450129985809326,0.027506351470947266,10,14.896830558776855,0.5089909434318542,0.16888728737831116
VGGT,20,farthestpose,1.1133158206939697,0.02674267813563347,20,15.618000984191895,0.4717748165130615,0.19081109762191772
VGGT,20,minfarthestpose,1.009122610092163,0.02215087041258812,20,15.952946662902832,0.44593966007232666,0.19364745914936066
VGGT,30,farthestpose,0.8984349966049194,0.019486337900161743,30,16.09134292602539,0.4458269476890564,0.20969036221504211
VGGT,30,minfarthestpose,0.749248743057251,0.016577942296862602,30,16.632020950317383,0.3991128206253052,0.21298068761825562
VGGT,40,farthestpose,0.9950696229934692,0.018973028287291527,40,16.245380401611328,0.43395113945007324,0.21795745193958282
VGGT,40,minfarthestpose,0.6673091650009155,0.016720663756132126,40,16.798080444335938,0.38010668754577637,0.22084590792655945
VGGT,50,farthestpose,0.7910528779029846,0.018940797075629234,50,17.06913185119629,0.39324477314949036,0.23862846195697784
VGGT,50,minfarthestpose,0.7525553107261658,0.017358148470520973,50,17.60113525390625,0.356747567653656,0.2512494921684265
VGGT,60,farthestpose,0.5806801319122314,0.0153740169480443,60,17.525712966918945,0.3638319671154022,0.2576506733894348
VGGT,60,minfarthestpose,0.6505537033081055,0.016013018786907196,60,17.103429794311523,0.3560350835323334,0.2368587851524353
VGGT,70,farthestpose,0.5328081846237183,0.016432467848062515,70,18.604467391967773,0.344327449798584,0.30919837951660156
VGGT,70,minfarthestpose,0.7395879030227661,0.014718033373355865,70,17.13919448852539,0.35772666335105896,0.2516476511955261
VGGT,80,farthestpose,0.5063304305076599,0.015049129724502563,80,17.487951278686523,0.342840313911438,0.26719075441360474
VGGT,80,minfarthestpose,0.7827696800231934,0.01464998722076416,80,16.718170166015625,0.35998520255088806,0.2463233470916748
VGGT,90,farthestpose,0.5502558350563049,0.015284785069525242,90,18.418914794921875,0.3288117051124573,0.29711124300956726
VGGT,90,minfarthestpose,0.5794520974159241,0.013923628255724907,90,17.5150089263916,0.3229339122772217,0.26714393496513367
VGGT,100,farthestpose,0.4889967441558838,0.013628819026052952,100,17.384122848510742,0.337806761264801,0.26788055896759033
VGGT,100,minfarthestpose,0.5234302878379822,0.014931516721844673,100,17.328102111816406,0.3326731026172638,0.27215537428855896
